WI06 TVD02 "Master clock"
1298 64.125 1440.32
1308 64.3125 1445.57
1312 64.5 1450.61
1317 64.5625 1455.65
1321 64.625 1460.7
1326 64.75 1465.75
1330 64.875 1470.77
1335 65.0 1475.82
1339 65.0625 1480.87
1344 65.1875 1485.92
1348 65.3125 1490.96
1353 65.4375 1496.01
1357 65.5 1501.05
1362 65.625 1506.1
1366 65.75 1511.15
1371 65.875 1516.2
1375 66.0 1521.24
1380 66.0625 1526.27
1384 66.1875 1531.32
1389 66.25 1536.36
1394 66.375 1541.41
1398 66.4375 1546.45
1403 66.5 1551.48
1407 66.5625 1556.52
1412 66.625 1561.57
1416 66.75 1566.62
1421 66.8125 1571.65
1425 66.9375 1576.7
1430 67.125 1581.75
1434 67.1875 1586.8
1439 67.25 1591.82
1443 67.3125 1596.89
1448 67.4375 1601.94
1452 67.5 1606.97
1457 67.625 1612.02
1461 67.6875 1617.08
1466 67.75 1622.13
1470 67.8125 1627.16
1475 67.8125 1632.21
1479 67.875 1637.26
1484 68.0625 1642.29
1488 68.125 1647.34
1493 68.1875 1652.39
1497 68.25 1657.44
1502 68.3125 1662.47
1506 68.4375 1667.52
1511 68.4375 1672.56
1515 68.5625 1677.61
1520 68.625 1682.64
1524 68.75 1687.69
1529 68.8125 1692.74
1534 68.875 1697.8
1538 68.9375 1702.85
1543 69.0625 1707.9
1547 69.25 1712.95
1552 69.375 1717.97
1556 69.4375 1723.03
1561 69.5625 1728.07
1565 69.625 1733.12
1570 69.75 1738.14
1574 70.0 1743.19
1579 70.125 1748.22
1583 70.1875 1753.27
1588 70.1875 1758.31
1592 70.25 1763.39
1597 70.3125 1768.44
1601 70.4375 1773.47
1606 70.5625 1778.51
1610 70.6875 1783.55
1615 70.75 1788.6
1619 70.875 1793.63
1624 71.0 1798.69
1628 71.1875 1803.73
1633 71.3125 1808.76
1637 71.4375 1813.8
1642 71.5 1818.86
1646 71.5625 1823.9
1651 71.625 1828.95
1655 71.6875 1833.97
1660 71.75 1839.03
1664 71.8125 1844.08
1669 71.875 1849.11
1674 72.0 1854.16
1678 72.125 1859.2
1683 72.1875 1864.24
1687 72.25 1869.29
1692 72.375 1874.32
1696 72.4375 1879.39
1701 72.5 1884.43
1705 72.5 1889.46
1710 72.5625 1894.51
1714 72.625 1899.63
1719 72.6875 1904.63
1723 72.75 1909.67
1728 72.8125 1914.71
1732 72.8125 1919.76
1737 72.9375 1924.79
1741 73.0 1929.85
1746 73.0625 1934.9
1750 73.1875 1939.94
1755 73.1875 1944.99
1759 73.25 1950.02
1764 73.375 1955.06
1768 73.4375 1960.11
1773 73.5 1965.14
1778 73.5625 1970.2
1782 73.5625 1975.24
1787 73.625 1980.29
1791 73.6875 1985.32
1800 73.875 1990.57
1805 74.0 1995.57
1809 74.0625 2000.57
1814 74.1875 2005.57
1818 74.25 2010.59
1823 74.375 2015.66
1827 74.4375 2020.71
1832 74.5625 2025.76
1836 74.625 2030.78
1841 74.75 2035.83
1845 74.8125 2040.89
1850 74.875 2046.3
1854 75.0625 2051.35
1859 75.125 2056.38
1863 75.1875 2061.43
1868 75.25 2066.48
1872 75.375 2071.52
1877 75.5 2076.56
1881 75.625 2081.59
1886 75.75 2086.64
1891 75.875 2091.68
1895 75.875 2096.73
1900 76.0 2101.75
1904 76.0625 2106.8
1909 76.125 2111.84
1913 76.25 2116.89
1918 76.3125 2121.95
1922 76.4375 2126.99
1927 76.625 2132.03
1931 76.6875 2137.06
1936 76.8125 2142.1
1940 76.875 2147.13
1945 77.0 2152.17
1949 77.0625 2157.22
1954 77.0625 2162.25
1958 77.125 2167.3
1963 77.1875 2172.35
1967 77.1875 2177.39
1972 77.25 2182.44
1976 77.375 2187.5
1981 77.5 2192.55
1985 77.625 2197.58
1990 77.6875 2202.63
1994 77.8125 2207.67
1999 77.875 2212.72
2003 77.9375 2217.77
2008 77.9375 2222.82
2012 78.0 2227.86
2017 78.0625 2232.9
2021 78.125 2237.95
2026 78.25 2242.98
2030 78.3125 2248.03
2035 78.4375 2253.1
2039 78.5625 2258.12
2044 78.625 2263.17
2048 78.6875 2268.22
2053 78.75 2273.25
2057 78.8125 2278.31
2062 78.9375 2283.35
2066 79.0 2288.4
2071 79.0625 2293.44
2075 79.0625 2298.5
2080 79.1875 2303.55
2084 79.3125 2308.58
2089 79.375 2313.63
2093 79.4375 2318.68
2098 79.5625 2323.73
2102 79.6875 2328.76
2107 79.8125 2333.83
2111 79.9375 2338.87
2116 80.0 2343.9
2121 80.0625 2348.95
2125 80.0625 2354.0
2130 80.125 2359.06
2134 80.1875 2364.09
2139 80.25 2369.12
2143 80.375 2374.17
2148 80.4375 2379.21
2152 80.5 2384.26
2157 80.5625 2389.3
2161 80.625 2394.35
2166 80.625 2399.4
2170 80.6875 2404.43
2175 80.6875 2409.47
2179 80.75 2414.53
2184 80.8125 2419.63
2188 80.8125 2424.63
2193 80.8125 2429.66
2197 80.875 2434.7
2202 80.9375 2439.74
2206 81.0625 2444.88
2211 81.1875 2449.93
2215 81.1875 2454.97
2220 81.25 2460.01
2224 81.3125 2465.04
2229 81.4375 2470.08
2233 81.5625 2475.11
2238 81.75 2480.16
2243 81.8125 2485.2
2247 81.8125 2490.24
2252 81.875 2495.29
2256 81.9375 2500.33
2265 82.0625 2505.57
2270 82.125 2510.57
2274 82.1875 2515.57
2279 82.375 2520.57
2283 82.5 2525.57
2288 82.5625 2530.59
2292 82.625 2535.62
2297 82.6875 2540.68
2301 82.75 2545.73
2306 82.875 2550.76
2310 82.9375 2555.82
2315 83.0 2560.86
2320 83.125 2565.92
2324 83.25 2571.0
2329 83.3125 2576.03
2333 83.375 2581.08
2338 83.5 2586.12
2342 83.625 2591.17
2347 83.625 2596.22
2351 83.6875 2601.25
2356 83.75 2606.3
2360 83.8125 2611.34
2365 83.9375 2616.39
2369 84.0 2621.42
2374 84.0625 2626.47
2379 84.125 2631.51
2383 84.25 2636.54
2388 84.3125 2641.59
2392 84.375 2646.63
2397 84.4375 2651.66
2401 84.375 2656.71
2406 84.5 2661.76
2410 84.5625 2666.81
2415 84.625 2671.85
2419 84.75 2676.93
2424 84.75 2681.98
2428 84.875 2687.01
2433 84.875 2692.08
2438 85.125 2697.11
2442 85.1875 2702.17
2447 85.25 2707.2
2451 85.25 2712.25
2456 85.375 2717.3
2460 85.375 2722.34
2465 85.375 2727.39
2469 85.4375 2732.43
2474 85.4375 2737.48
2478 85.5 2742.51
2483 85.5625 2747.56
2487 85.625 2752.6
2492 85.625 2757.66
2496 85.75 2762.7
2501 85.8125 2767.75
2505 85.9375 2772.79
2510 86.0 2777.82
2514 86.0625 2782.87
2519 86.125 2787.9
2523 86.125 2792.94
2528 86.125 2797.97
2532 86.1875 2803.03
2537 86.1875 2808.08
2541 86.1875 2813.13
2546 86.1875 2818.16
2550 86.3125 2823.22
2555 86.4375 2828.26
2559 86.5 2833.31
2564 86.625 2838.34
2568 86.6875 2843.39
2573 86.75 2848.43
2577 86.875 2853.48
2582 86.9375 2858.52
2586 87.0 2863.57
2591 87.0625 2868.61
2595 87.0625 2873.66
2600 87.125 2878.69
2604 87.1875 2883.74
2609 87.3125 2888.77
2613 87.4375 2893.81
2618 87.5 2898.85
2622 87.5 2903.88
2627 87.5625 2908.93
2632 87.6875 2913.97
2636 87.75 2919.01
2641 87.8125 2924.04
2645 87.875 2929.09
2650 87.875 2934.14
2654 87.9375 2939.17
2659 88.0 2944.21
2663 88.125 2949.26
2668 88.25 2954.31
2672 88.4375 2959.36
2677 88.625 2964.38
2677 88.6875 2969.44
2677 88.75 2974.48
2677 88.75 2979.53
2677 88.75 2984.63
2677 88.875 2989.63
2677 88.9375 2994.66
2677 89.0625 2999.69
2677 89.1875 3004.74
2677 89.25 3009.77
2677 89.25 3014.8
2677 89.3125 3019.84
2677 89.375 3024.87
2677 89.375 3029.92
2677 89.375 3034.96
2677 89.375 3040.01
2677 89.4375 3045.05
2677 89.5 3050.09
2677 89.5 3055.14
2677 89.5625 3060.18
2677 89.5625 3065.27
2677 89.625 3070.32
2677 89.5625 3075.37
2677 89.5625 3080.57
2680 89.5625 3085.57
2685 89.5 3090.65
2689 89.5 3095.69
2694 89.5 3100.73
2698 89.4375 3105.76
2703 89.375 3110.82
2707 89.3125 3115.84
2712 89.25 3120.89
2716 89.1875 3125.94
2721 89.125 3130.98
2725 89.0625 3136.05
2730 89.0625 3141.08
2735 89.0 3146.12
2739 88.875 3151.17
2744 88.8125 3156.21
2748 88.8125 3161.27
2753 88.75 3166.31
2757 88.6875 3171.35
2762 88.625 3176.4
2767 88.5625 3181.45
2771 88.625 3186.47
2776 88.5625 3191.52
2780 88.5625 3196.57
2785 88.5625 3201.61
2789 88.5 3206.66
2794 88.5 3211.7
2799 88.4375 3216.76
2803 88.4375 3221.78
2808 88.375 3226.84
2812 88.3125 3231.88
2817 88.3125 3236.95
2821 88.3125 3241.97
2826 88.25 3247.02
2830 88.25 3252.07
2835 88.1875 3257.1
2840 88.25 3262.15
2844 88.1875 3267.19
2849 88.25 3272.24
2853 88.1875 3277.27
2858 88.25 3282.32
2862 88.3125 3287.37
2867 88.3125 3292.42
2871 88.375 3297.44
2876 88.3125 3302.5
2880 88.375 3307.54
2885 88.3125 3312.59
2890 88.375 3317.61
2894 88.375 3322.66
2899 88.375 3327.7
2903 88.4375 3332.75
2908 88.5 3337.78
2912 88.5625 3342.83
2917 88.625 3347.87
2921 88.6875 3352.92
2926 88.75 3357.95
2930 88.875 3363.0
2935 88.9375 3368.04
2939 89.0625 3373.09
2943 89.1875 3378.13
2943 89.3125 3383.19
2943 89.4375 3388.23
2943 89.4375 3393.27
2943 89.5 3398.29
2943 89.625 3403.34
2943 89.6875 3408.38
2943 89.75 3413.42
2943 89.8125 3418.46
2943 89.875 3423.51
2943 89.875 3428.55
2943 90.0 3433.6
2943 90.0625 3438.63
2943 90.125 3443.68
2943 90.1875 3448.73
2943 90.25 3453.77
2943 90.25 3458.8
2943 90.1875 3463.86
2943 90.1875 3468.9
2943 90.25 3473.96
2943 90.3125 3479.0
2943 90.3125 3484.05
2943 90.3125 3489.09
2943 90.3125 3494.13
2943 90.3125 3499.18
2943 90.3125 3504.22
2943 90.3125 3509.27
2943 90.25 3514.32
2943 90.1875 3519.37
2943 90.1875 3524.41
2947 90.125 3529.46
2952 90.0625 3534.49
2956 90.0 3539.54
2961 89.9375 3544.63
2965 89.875 3549.63
2970 89.8125 3554.65
2975 89.75 3559.7
2979 89.6875 3564.76
2984 89.6875 3569.81
2988 89.625 3574.84
2993 89.625 3579.89
2997 89.5625 3584.94
3002 89.5 3589.97
3006 89.5 3595.02
3011 89.4375 3600.06
3015 89.4375 3605.12
3020 89.5 3610.16
3024 89.4375 3615.19
3029 89.4375 3620.24
3033 89.4375 3625.28
3038 89.375 3630.31
3043 89.375 3635.35
3052 89.3125 3640.57
3056 89.3125 3645.57
3061 89.25 3650.57
3065 89.25 3655.57
3070 89.3125 3660.57
3074 89.3125 3665.61
3079 89.3125 3670.66
3083 89.3125 3675.68
3088 89.375 3680.73
3092 89.5 3685.77
3097 89.5625 3690.82
3101 89.5625 3695.86
3106 89.5 3700.89
3111 89.5 3705.94
3115 89.5625 3710.98
3120 89.5625 3716.01
3124 89.5625 3721.06
3129 89.5625 3726.11
3133 89.5625 3731.15
3138 89.6875 3736.18
3142 89.6875 3741.24
3147 89.6875 3746.29
3151 89.75 3751.33
3156 89.75 3756.36
3160 89.75 3761.41
3165 89.8125 3766.45
3169 89.8125 3771.5
3174 89.8125 3776.53
3178 89.8125 3781.59
3183 89.8125 3786.63
3188 89.8125 3791.67
3192 89.875 3796.72
3197 89.9375 3801.76
3201 89.9375 3806.81
3203 90.0625 3811.84
3203 90.125 3816.91
3203 90.1875 3821.95
3203 90.25 3827.0
3203 90.25 3832.02
3203 90.3125 3837.08
3203 90.375 3842.12
3203 90.5 3847.16
3203 90.5625 3852.19
3203 90.6875 3857.25
3203 90.75 3862.3
3203 90.8125 3867.34
3203 90.8125 3872.37
3203 90.875 3877.42
3203 90.875 3882.47
3203 90.875 3887.53
3203 90.9375 3892.55
3203 91.0 3897.61
3203 91.0 3902.66
3203 91.0 3907.72
3203 91.0625 3912.77
3203 91.125 3917.81
3203 91.125 3922.84
3203 91.1875 3927.89
3203 91.1875 3932.94
3203 91.1875 3937.98
3203 91.1875 3943.01
3203 91.1875 3948.06
3203 91.1875 3953.11
3203 91.1875 3958.17
3203 91.3125 3988.9
3203 91.3125 3993.93
3203 91.25 3998.99
3203 91.1875 4004.04
3203 91.1875 4009.07
3203 91.0625 4014.12
3203 91.0625 4019.18
3203 91.0 4024.23
3203 90.9375 4029.27
3203 90.875 4034.32
3203 90.8125 4039.35
3208 90.6875 4044.41
3212 90.6875 4049.46
3217 90.625 4054.5
3221 90.5 4059.63
3226 90.4375 4064.63
3230 90.375 4069.64
3234 90.375 4074.68
3239 90.3125 4079.72
3243 90.25 4084.76
3248 90.25 4089.81
3252 90.1875 4094.84
3257 90.125 4099.89
3261 90.0625 4104.96
3265 90.0 4109.99
3270 90.0 4115.04
3274 89.9375 4120.08
3279 89.875 4125.12
3283 89.8125 4130.15
3288 89.75 4135.2
3292 89.75 4140.23
3297 89.6875 4145.28
3301 89.625 4150.32
3305 89.625 4155.36
3314 89.5625 4160.57
3319 89.5 4165.57
3323 89.4375 4170.57
3328 89.5 4175.57
3332 89.5 4180.71
3337 89.5 4185.76
3342 89.5 4190.79
3346 89.5 4195.83
3351 89.5 4200.88
3355 89.5 4205.92
3360 89.5 4210.95
3364 89.4375 4216.0
3369 89.4375 4221.04
3373 89.5 4226.09
3378 89.5 4231.12
3382 89.5 4236.17
3387 89.5625 4241.22
3391 89.5625 4246.26
3396 89.625 4251.31
3400 89.6875 4256.38
3405 89.75 4261.42
3410 89.75 4266.47
3414 89.75 4271.5
3419 89.8125 4276.55
3423 89.875 4281.6
3428 89.9375 4286.65
3432 90.0 4291.7
3434 90.125 4296.74
3434 90.1875 4301.79
3434 90.25 4306.81
3434 90.25 4311.86
3434 90.3125 4316.91
3434 90.375 4321.96
3434 90.375 4326.98
3434 90.4375 4332.03
3434 90.5 4337.08
3434 90.5625 4342.12
3434 90.625 4347.15
3434 90.75 4352.2
3434 90.8125 4357.25
3434 90.875 4362.3
3434 90.875 4367.33
3434 90.9375 4372.38
3434 91.0 4377.44
3434 91.0625 4382.47
3434 91.125 4387.52
3434 91.1875 4392.57
3434 91.1875 4397.61
3434 91.25 4402.67
3434 91.25 4407.73
3434 91.25 4412.78
3434 91.25 4417.81
3434 91.25 4422.87
3434 91.3125 4427.91
3434 91.3125 4432.96
3434 91.3125 4438.01
3434 91.3125 4443.06
3434 91.3125 4448.11
3434 91.25 4453.13
3434 91.25 4458.19
3434 91.1875 4463.24
3434 91.1875 4468.29
3434 91.1875 4473.32
3434 91.25 4478.37
3434 91.25 4483.4
3434 91.25 4488.44
3434 91.1875 4493.47
3434 91.1875 4498.51
3434 91.1875 4503.56
3434 91.1875 4508.61
3434 91.125 4513.64
3434 91.0625 4520.57
3434 91.0625 4525.57
3434 91.0 4530.57
3434 91.0 4535.61
3434 90.9375 4540.64
3438 90.875 4545.69
3442 90.8125 4550.75
3447 90.75 4555.78
3451 90.75 4560.82
3456 90.6875 4565.86
3460 90.625 4570.9
3465 90.5625 4575.94
3469 90.5625 4580.98
3474 90.5625 4586.03
3478 90.5 4591.07
3483 90.4375 4596.12
3487 90.4375 4601.14
3492 90.375 4606.2
3496 90.375 4611.24
3501 90.3125 4616.29
3505 90.25 4621.32
3510 90.25 4626.38
3514 90.125 4631.41
3518 90.0625 4636.45
3523 90.0625 4641.48
3527 90.0625 4646.53
3532 90.0 4651.58
3536 90.0 4656.62
3541 90.0625 4661.65
3545 90.0 4666.73
3550 90.0625 4671.8
3554 90.0625 4676.85
3559 90.0625 4681.89
3564 90.0 4686.93
3568 90.0 4691.97
3573 90.0 4697.02
3577 89.9375 4702.06
3582 90.0625 4707.11
3586 90.0625 4712.16
3591 90.125 4717.21
3595 90.125 4722.26
3600 90.125 4727.3
3604 90.125 4732.35
3609 90.125 4737.39
3613 90.1875 4742.44
3618 90.1875 4747.49
3622 90.1875 4752.52
3627 90.25 4757.57
3631 90.3125 4762.62
3636 90.3125 4767.67
3641 90.375 4772.72
3643 90.4375 4777.77
3643 90.5 4782.8
3643 90.5625 4787.85
3643 90.6875 4792.9
3643 90.75 4797.94
3643 90.875 4802.97
3643 90.875 4808.02
3643 90.9375 4813.06
3643 90.9375 4818.1
3643 91.0 4823.14
3643 91.125 4828.19
3643 91.1875 4833.24
3643 91.1875 4838.29
3643 91.25 4843.32
3643 91.3125 4848.36
3643 91.3125 4853.42
3643 91.375 4858.46
3643 91.4375 4863.49
3643 91.4375 4868.54
3643 91.5 4873.58
3643 91.5625 4878.63
3643 91.5625 4883.68
3643 91.5625 4888.72
3643 91.5625 4893.77
3643 91.625 4898.82
3643 91.625 4903.85
3643 91.625 4908.91
3643 91.625 4913.95
3643 91.625 4919.0
3643 91.5625 4924.03
3643 91.625 4929.08
3643 91.625 4934.13
3643 91.625 4939.16
3643 91.625 4944.32
3643 91.6875 4949.37
3643 91.6875 4954.43
3643 91.6875 4959.48
3643 91.6875 4964.5
3643 91.6875 4969.55
3643 91.6875 4974.63
3643 91.6875 4979.64
3643 91.625 4984.69
3643 91.625 4989.74
3643 91.625 4994.77
3643 91.5625 4999.82
3643 91.5625 5004.87
3643 91.5625 5009.91
3643 91.5625 5014.95
3643 91.5625 5020.12
3643 91.5625 5025.17
3643 91.5 5030.2
3643 91.4375 5035.25
3643 91.4375 5040.29
3643 91.375 5045.33
3643 91.375 5050.37
3643 91.25 5055.57
3643 91.25 5060.57
3643 91.1875 5065.57
3647 91.125 5070.57
3652 91.0625 5075.59
3656 91.0 5080.64
3661 91.0 5085.68
3665 90.9375 5090.71
3670 90.875 5095.77
3674 90.875 5100.82
3679 90.8125 5105.86
3683 90.75 5110.89
3688 90.6875 5115.94
3692 90.6875 5120.98
3697 90.625 5126.03
3701 90.5625 5131.07
3706 90.5 5136.1
3710 90.5 5141.15
3715 90.5 5146.19
3719 90.4375 5151.24
3724 90.375 5156.26
3728 90.375 5161.31
3733 90.3125 5166.35
3737 90.3125 5171.39
3742 90.25 5176.43
3746 90.25 5181.47
3751 90.25 5186.53
3755 90.1875 5191.57
3760 90.1875 5196.6
3765 90.1875 5201.65
3769 90.1875 5206.69
3774 90.1875 5211.74
3778 90.1875 5216.79
3783 90.1875 5221.84
3787 90.25 5226.88
3792 90.25 5231.92
3796 90.25 5236.97
3801 90.25 5242.01
3805 90.25 5247.06
3810 90.3125 5252.11
3814 90.3125 5257.16
3819 90.3125 5262.22
3824 90.3125 5267.28
3828 90.375 5272.31
3833 90.4375 5277.35
3837 90.4375 5282.4
3840 90.5 5287.45
3840 90.5625 5292.5
3840 90.625 5297.54
3840 90.6875 5302.57
3840 90.6875 5307.61
3840 90.75 5312.66
3840 90.75 5317.71
3840 90.8125 5322.75
3840 90.875 5327.8
3840 91.0 5332.85
3840 91.0625 5337.89
3840 91.1875 5342.93
3840 91.25 5347.98
3840 91.3125 5353.01
3840 91.375 5358.06
3840 91.375 5363.09
3840 91.4375 5368.14
3840 91.5 5373.18
3840 91.5 5378.23
3840 91.5625 5383.26
3840 91.625 5388.31
3840 91.625 5393.35
3840 91.75 5398.4
3840 91.75 5403.45
3840 91.8125 5408.51
3840 91.8125 5413.56
3840 91.875 5418.6
3840 91.875 5423.63
3840 91.9375 5428.68
3840 91.9375 5433.72
3840 92.0 5438.77
3840 92.0 5443.79
3840 92.0 5448.84
3840 92.0 5453.88
3840 92.0 5458.94
3840 92.0 5463.97
3840 92.0625 5469.02
3840 92.0 5474.07
3840 92.0625 5479.1
3840 92.0625 5484.15
3840 92.0 5489.17
3840 92.0 5494.23
3840 92.0 5499.28
3840 91.9375 5504.3
3840 91.875 5509.35
3840 91.9375 5514.39
3840 91.9375 5519.44
3840 91.9375 5524.47
3840 91.875 5529.52
3840 91.875 5534.63
3840 91.8125 5539.63
3840 91.75 5544.65
3840 91.75 5549.69
3840 91.6875 5554.74
3840 91.6875 5559.78
3840 91.625 5564.82
3840 91.5625 5569.89
3840 91.5625 5574.94
3840 91.5 5579.99
3840 91.4375 5585.02
3840 91.4375 5590.07
3840 91.375 5595.12
3840 91.3125 5600.17
3840 91.3125 5605.2
3840 91.25 5610.24
3840 91.25 5615.28
3840 91.25 5620.33
3840 91.1875 5625.37
3840 91.125 5630.57
3840 91.125 5635.57
3840 91.0625 5640.57
3840 91.0625 5645.57
3840 91.0 5650.62
3843 90.9375 5655.66
3848 90.875 5660.69
3852 90.875 5665.74
3857 90.875 5670.79
3861 90.8125 5675.82
3865 90.75 5680.89
3870 90.6875 5685.93
3874 90.625 5690.98
3879 90.5625 5696.01
3883 90.5625 5701.06
3887 90.5 5706.12
3892 90.5 5711.17
3896 90.4375 5716.26
3900 90.375 5721.31
3905 90.3125 5726.4
3909 90.3125 5731.44
3913 90.25 5736.49
3918 90.1875 5741.54
3922 90.125 5746.6
3927 90.0625 5751.62
3931 90.0625 5757.02
3935 90.0625 5762.53
3940 90.0 5767.95
3944 90.0 5773.0
3949 90.0 5778.05
3953 89.9375 5783.09
3958 89.9375 5788.14
3962 89.875 5793.17
3966 89.875 5798.22
3971 89.875 5803.26
3975 89.875 5808.31
3980 89.875 5813.34
3984 89.875 5818.39
3989 89.9375 5823.43
3993 89.9375 5828.47
