WI06 TVD02 TVD06 TVD03 PT1000_1 "Master clock"
2667 58.3125 40.5 58.3125 57.875 8564.52
2667 58.3125 40.5 58.25 57.875 8569.58
2667 58.25 40.5 58.25 57.875 8574.63
2667 58.25 40.5 58.25 57.875 8579.67
2667 58.25 40.5 58.25 57.8125 8584.72
2667 58.25 40.5 58.1875 57.8125 8589.75
2667 58.1875 40.5 58.1875 57.8125 8594.8
2667 58.1875 40.5 58.1875 57.8125 8599.84
2667 58.1875 40.5 58.1875 57.75 8604.89
2667 58.1875 40.4375 58.125 57.75 8609.97
2667 58.125 40.5 58.125 57.75 8615.01
2667 58.1875 40.5 58.125 57.75 8620.06
2667 58.125 40.5 58.0625 57.75 8625.12
2667 58.125 40.4375 58.0625 57.75 8630.17
2667 58.125 40.4375 58.0625 57.75 8635.22
2667 58.0625 40.4375 58.0625 57.6875 8640.29
2667 58.0625 40.4375 58.0 57.6875 8645.4
2667 58.0625 40.5 58.0 57.6875 8650.4
2667 58.0625 40.4375 58.0 57.625 8655.44
2667 58.0625 40.5 57.9375 57.625 8660.48
2667 58.0 40.4375 57.9375 57.625 8665.54
2667 58.0 40.5 57.9375 57.5625 8670.59
2667 58.0 40.5 57.875 57.5625 8675.63
2667 58.0 40.5 57.875 57.5625 8680.68
2667 58.0 40.5 57.875 57.5625 8685.73
2667 57.9375 40.5 57.8125 57.5625 8690.77
2667 57.9375 40.5 57.8125 57.5 8695.82
2667 57.9375 40.5 57.8125 57.5625 8700.88
2667 57.875 40.5 57.8125 57.5 8705.92
2667 57.875 40.5 57.75 57.5 8710.97
2667 57.875 40.5 57.75 57.5 8716.01
2667 57.875 40.5 57.75 57.5 8721.06
2667 57.875 40.5 57.75 57.4375 8726.11
2667 57.8125 40.5625 57.6875 57.4375 8731.35
2667 57.8125 40.5 57.6875 57.4375 8736.35
2667 57.8125 40.5625 57.6875 57.4375 8741.35
2667 57.8125 40.5625 57.6875 57.375 8746.35
2667 57.75 40.5 57.6875 57.375 8751.35
2667 57.75 40.5625 57.625 57.375 8756.39
2667 57.75 40.5625 57.625 57.375 8761.44
2667 57.75 40.5625 57.625 57.375 8766.49
2667 57.6875 40.5625 57.5625 57.3125 8771.53
2667 57.75 40.5625 57.5625 57.3125 8776.58
2667 57.6875 40.5625 57.5625 57.3125 8781.63
2667 57.6875 40.5625 57.5625 57.3125 8786.68
2667 57.6875 40.5 57.5625 57.3125 8791.73
2667 57.6875 40.5625 57.5 57.3125 8796.78
2667 57.6875 40.5625 57.5 57.3125 8801.83
2667 57.625 40.5625 57.5 57.25 8806.87
2667 57.625 40.5625 57.5 57.25 8811.92
2667 57.625 40.5625 57.4375 57.1875 8816.98
2667 57.625 40.5625 57.4375 57.1875 8822.02
2667 57.625 40.5625 57.375 57.1875 8827.07
2667 57.5625 40.5625 57.375 57.1875 8832.12
2667 57.5625 40.5625 57.375 57.1875 8837.17
2667 57.5625 40.5625 57.3125 57.1875 8842.23
2667 57.5625 40.5625 57.3125 57.125 8847.28
2667 57.5625 40.5625 57.3125 57.125 8852.32
2667 57.5 40.5625 57.3125 57.125 8857.37
2667 57.5 40.5625 57.25 57.125 8862.42
2667 57.5 40.5625 57.25 57.125 8867.46
2667 57.5 40.5625 57.25 57.0625 8872.51
2667 57.5 40.5 57.25 57.0625 8877.56
2667 57.4375 40.5 57.1875 57.0625 8882.62
2667 57.4375 40.5 57.1875 57.0625 8887.67
2667 57.4375 40.5 57.1875 57.0625 8892.71
2667 57.4375 40.5 57.1875 57.0625 8897.75
2667 57.375 40.5 57.1875 57.0 8902.8
2667 57.375 40.5 57.1875 57.0 8907.85
2667 57.375 40.5 57.125 57.0 8912.89
2667 57.375 40.5625 57.125 57.0 8917.93
2667 57.375 40.5 57.125 57.0 8922.98
2667 57.3125 40.5 57.125 56.9375 8928.03
2667 57.3125 40.5 57.0625 56.9375 8933.18
2667 57.3125 40.5 57.0625 56.9375 8938.23
2667 57.3125 40.5 57.0625 56.9375 8943.27
2667 57.3125 40.5 57.0625 56.9375 8948.32
2667 57.25 40.5 57.0 56.9375 8953.37
2667 57.25 40.5 57.0 56.875 8958.43
2667 57.25 40.5 57.0 56.875 8963.47
2667 57.25 40.5 56.9375 56.875 8968.52
2667 57.25 40.5 56.9375 56.8125 8973.57
2667 57.1875 40.5 56.9375 56.8125 8978.62
2667 57.1875 40.5 56.9375 56.8125 8983.67
2667 57.1875 40.5 56.875 56.8125 8988.72
2667 57.1875 40.5 56.875 56.75 8993.76
2667 57.1875 40.5 56.875 56.8125 8998.81
2667 57.125 40.5 56.8125 56.75 9003.86
2667 57.125 40.5 56.8125 56.75 9008.91
2667 57.125 40.5 56.8125 56.75 9013.95
2667 57.0625 40.5 56.8125 56.75 9019.0
2667 57.0625 40.5 56.8125 56.75 9024.05
2667 57.0625 40.5 56.75 56.75 9029.09
2667 57.0625 40.5 56.75 56.6875 9034.15
2667 57.0625 40.5 56.75 56.6875 9039.19
2667 57.0 40.5 56.75 56.6875 9044.24
2667 57.0 40.5 56.75 56.6875 9049.3
2667 57.0 40.5 56.6875 56.6875 9054.34
2667 56.9375 40.5 56.6875 56.6875 9059.39
2667 57.0 40.5 56.6875 56.625 9064.43
2667 56.9375 40.5 56.625 56.625 9069.49
2667 56.9375 40.5 56.625 56.625 9074.53
2667 56.9375 40.4375 56.625 56.625 9079.58
2667 56.9375 40.4375 56.625 56.5625 9084.63
2667 56.9375 40.4375 56.5625 56.5625 9089.68
2667 56.875 40.4375 56.5625 56.5625 9094.73
2667 56.875 40.4375 56.5625 56.5625 9099.77
2667 56.875 40.4375 56.5 56.5625 9104.82
2667 56.875 40.4375 56.5625 56.5625 9109.87
2667 56.875 40.4375 56.5 56.5625 9114.91
2667 56.875 40.4375 56.5 56.5 9119.97
2667 56.8125 40.4375 56.5 56.5 9125.02
2667 56.8125 40.4375 56.5 56.5 9130.06
2667 56.8125 40.5 56.4375 56.4375 9135.1
2667 56.8125 40.4375 56.4375 56.4375 9140.16
2667 56.8125 40.4375 56.375 56.4375 9145.21
2667 56.75 40.4375 56.375 56.4375 9150.25
2667 56.75 40.4375 56.375 56.4375 9155.3
2667 56.75 40.5 56.375 56.375 9160.4
2667 56.75 40.4375 56.375 56.375 9165.4
2667 56.75 40.4375 56.3125 56.375 9170.45
2667 56.6875 40.4375 56.3125 56.375 9175.5
2667 56.6875 40.4375 56.3125 56.375 9180.56
2667 56.6875 40.4375 56.3125 56.3125 9185.61
2667 56.6875 40.4375 56.3125 56.3125 9190.65
2667 56.6875 40.375 56.3125 56.3125 9195.7
2667 56.625 40.4375 56.25 56.3125 9200.74
2667 56.625 40.375 56.25 56.3125 9205.79
2667 56.625 40.375 56.25 56.3125 9210.85
2667 56.625 40.375 56.1875 56.25 9215.89
2667 56.625 40.375 56.1875 56.25 9220.94
2667 56.5625 40.375 56.1875 56.25 9225.98
2667 56.5625 40.375 56.1875 56.25 9231.03
2667 56.5625 40.375 56.1875 56.25 9236.08
2667 56.5625 40.375 56.125 56.25 9241.13
2667 56.5 40.375 56.125 56.1875 9246.35
2667 56.5 40.375 56.125 56.1875 9251.35
2667 56.5 40.375 56.125 56.125 9256.35
2667 56.5 40.4375 56.0625 56.125 9261.35
2667 56.4375 40.375 56.0625 56.125 9266.38
2667 56.4375 40.375 56.0625 56.125 9271.42
2667 56.4375 40.375 56.0625 56.125 9276.47
2667 56.4375 40.375 56.0625 56.0625 9281.52
2667 56.4375 40.375 56.0 56.0625 9286.57
2667 56.375 40.3125 56.0 56.0625 9291.62
2667 56.375 40.375 56.0 56.0625 9296.67
2667 56.375 40.375 56.0 56.0625 9301.73
2667 56.375 40.3125 55.9375 56.0625 9306.78
2667 56.3125 40.375 55.9375 56.0625 9311.82
2667 56.375 40.375 55.9375 56.0625 9316.86
2667 56.3125 40.375 55.9375 56.0 9321.9
2667 56.3125 40.3125 55.875 56.0 9326.95
2667 56.3125 40.3125 55.875 56.0 9332.0
2667 56.3125 40.375 55.875 56.0 9337.06
2667 56.25 40.3125 55.875 56.0 9342.11
2667 56.25 40.3125 55.875 55.9375 9347.16
2667 56.25 40.3125 55.8125 55.9375 9352.2
2667 56.25 40.3125 55.8125 55.9375 9357.25
2667 56.1875 40.3125 55.8125 55.9375 9362.29
2667 56.1875 40.3125 55.8125 55.9375 9367.34
2667 56.1875 40.3125 55.75 55.875 9372.39
2667 56.1875 40.3125 55.75 55.875 9377.43
2667 56.1875 40.3125 55.75 55.875 9382.47
2667 56.1875 40.3125 55.75 55.875 9387.51
2667 56.125 40.3125 55.6875 55.875 9392.56
2667 56.1875 40.3125 55.6875 55.8125 9397.6
2667 56.125 40.375 55.6875 55.8125 9402.64
2667 56.125 40.3125 55.6875 55.8125 9407.69
2667 56.125 40.375 55.6875 55.75 9412.73
2667 56.0625 40.375 55.625 55.8125 9417.78
2667 56.125 40.3125 55.625 55.75 9422.83
2667 56.0625 40.3125 55.625 55.75 9427.99
2667 56.0625 40.3125 55.625 55.75 9433.03
2667 56.0625 40.3125 55.625 55.75 9438.08
2667 56.0625 40.3125 55.5625 55.6875 9443.13
2667 56.0 40.3125 55.5625 55.6875 9448.17
2667 56.0 40.3125 55.5625 55.6875 9453.22
2667 56.0 40.3125 55.5625 55.6875 9458.27
2667 56.0 40.3125 55.5625 55.6875 9463.31
2667 56.0 40.3125 55.5625 55.6875 9468.35
2667 55.9375 40.3125 55.5 55.625 9473.4
2667 55.9375 40.3125 55.5 55.625 9478.46
2667 55.9375 40.3125 55.5 55.625 9483.51
2667 55.9375 40.3125 55.5 55.625 9488.55
2667 55.9375 40.3125 55.4375 55.625 9493.61
2667 55.9375 40.3125 55.4375 55.625 9498.66
2667 55.875 40.3125 55.4375 55.5625 9503.7
2667 55.875 40.3125 55.375 55.5625 9508.75
2667 55.875 40.3125 55.375 55.5625 9513.8
2667 55.875 40.3125 55.375 55.5625 9518.84
2667 55.875 40.3125 55.375 55.5625 9523.89
2667 55.875 40.3125 55.375 55.5625 9528.95
2667 55.8125 40.3125 55.3125 55.5625 9533.98
2667 55.8125 40.3125 55.3125 55.5 9539.02
2667 55.8125 40.3125 55.3125 55.5 9544.07
2667 55.8125 40.3125 55.3125 55.5 9549.13
2667 55.75 40.3125 55.3125 55.5 9554.18
2667 55.75 40.25 55.3125 55.5 9559.38
2667 55.75 40.3125 55.25 55.4375 9564.43
2667 55.75 40.25 55.25 55.4375 9569.48
2667 55.75 40.25 55.25 55.4375 9574.53
2667 55.6875 40.25 55.25 55.4375 9579.58
2667 55.6875 40.25 55.25 55.375 9584.63
2667 55.6875 40.25 55.1875 55.375 9589.69
2667 55.6875 40.25 55.1875 55.375 9594.71
2667 55.625 40.25 55.1875 55.375 9599.76
2667 55.625 40.25 55.1875 55.375 9604.81
2667 55.625 40.25 55.1875 55.375 9609.87
2667 55.625 40.25 55.125 55.375 9614.92
2667 55.625 40.25 55.125 55.3125 9619.96
2667 55.625 40.25 55.125 55.3125 9625.02
2667 55.5625 40.25 55.125 55.3125 9630.06
2667 55.5625 40.25 55.0625 55.3125 9635.24
2667 55.5625 40.25 55.0625 55.25 9640.29
2667 55.5625 40.25 55.0625 55.25 9645.4
2667 55.5625 40.25 55.0625 55.25 9650.4
2667 55.5625 40.25 55.0 55.25 9655.43
2667 55.5 40.3125 55.0 55.25 9660.47
2667 55.5 40.25 55.0 55.25 9665.51
2667 55.5 40.25 55.0 55.25 9670.57
2667 55.5 40.25 55.0 55.1875 9675.62
2667 55.4375 40.25 54.9375 55.1875 9680.66
2667 55.4375 40.25 54.9375 55.1875 9685.71
2667 55.4375 40.25 54.9375 55.1875 9690.76
2667 55.4375 40.25 54.9375 55.1875 9695.8
2667 55.4375 40.25 54.9375 55.1875 9700.85
2667 55.375 40.25 54.9375 55.125 9705.9
2667 55.4375 40.25 54.875 55.125 9710.94
2667 55.375 40.25 54.875 55.125 9715.99
2667 55.375 40.25 54.875 55.125 9721.04
2667 55.375 40.25 54.875 55.0625 9726.09
2667 55.3125 40.25 54.8125 55.125 9731.14
2667 55.3125 40.25 54.8125 55.0625 9736.35
2667 55.3125 40.25 54.8125 55.0625 9741.35
2667 55.3125 40.25 54.8125 55.0 9746.35
2667 55.3125 40.1875 54.8125 55.0 9751.36
2667 55.25 40.1875 54.75 55.0 9756.41
2667 55.25 40.25 54.75 55.0 9761.46
2667 55.25 40.1875 54.75 55.0 9766.51
2667 55.25 40.25 54.6875 54.9375 9771.56
2667 55.25 40.25 54.6875 55.0 9776.61
2667 55.1875 40.25 54.6875 54.9375 9781.65
2667 55.1875 40.25 54.6875 54.9375 9786.7
2667 55.1875 40.1875 54.6875 54.9375 9791.73
2667 55.1875 40.1875 54.6875 54.875 9796.78
2667 55.1875 40.1875 54.6875 54.9375 9801.83
2667 55.125 40.1875 54.625 54.875 9806.88
2667 55.125 40.1875 54.625 54.875 9811.93
2667 55.125 40.1875 54.625 54.875 9816.98
2667 55.125 40.1875 54.625 54.875 9822.42
2667 55.125 40.1875 54.625 54.875 9827.87
2667 55.125 40.1875 54.5625 54.8125 9832.93
2667 55.0625 40.1875 54.5625 54.875 9837.98
2667 55.0625 40.1875 54.5625 54.8125 9843.03
2667 55.0625 40.25 54.5625 54.8125 9848.07
2667 55.0625 40.1875 54.5625 54.8125 9853.12
2667 55.0625 40.25 54.5 54.8125 9858.18
2667 55.0625 40.1875 54.5625 54.8125 9863.23
2667 55.0 40.25 54.5 54.75 9868.29
2667 55.0 40.25 54.5 54.75 9873.34
2667 55.0 40.1875 54.5 54.75 9878.39
2667 55.0 40.25 54.4375 54.75 9883.43
2667 55.0 40.1875 54.4375 54.75 9888.48
2667 55.0 40.1875 54.4375 54.75 9893.56
2667 55.0 40.1875 54.4375 54.6875 9898.6
2667 54.9375 40.1875 54.4375 54.75 9903.65
2667 54.9375 40.1875 54.4375 54.6875 9908.7
2667 54.9375 40.1875 54.4375 54.6875 9913.74
2667 54.9375 40.1875 54.375 54.6875 9918.79
2667 54.9375 40.125 54.375 54.625 9923.84
2667 54.875 40.1875 54.375 54.625 9928.89
2667 54.875 40.1875 54.375 54.625 9933.93
2667 54.875 40.125 54.375 54.625 9938.98
2667 54.875 40.125 54.3125 54.5625 9944.03
2667 54.875 40.1875 54.3125 54.5625 9949.08
2667 54.875 40.125 54.3125 54.5625 9954.15
2667 54.8125 40.1875 54.3125 54.5625 9959.19
2667 54.8125 40.125 54.3125 54.5625 9964.24
2667 54.8125 40.1875 54.25 54.5625 9969.28
2667 54.8125 40.125 54.25 54.5625 9974.33
2667 54.8125 40.125 54.25 54.5625 9979.39
2667 54.75 40.125 54.25 54.5 9984.45
2667 54.75 40.125 54.1875 54.5 9989.49
2667 54.75 40.1875 54.1875 54.5 9994.55
2667 54.75 40.1875 54.1875 54.5 9999.59
2667 54.75 40.125 54.1875 54.5 10004.62
2667 54.6875 40.125 54.1875 54.5 10009.67
2667 54.6875 40.1875 54.125 54.4375 10014.72
2667 54.6875 40.1875 54.125 54.5 10019.78
2667 54.6875 40.125 54.125 54.4375 10024.82
2667 54.6875 40.125 54.125 54.4375 10029.86
2667 54.6875 40.125 54.0625 54.4375 10034.91
2667 54.6875 40.125 54.0625 54.375 10039.96
2667 54.625 40.125 54.0625 54.4375 10045.01
2667 54.625 40.125 54.0625 54.375 10050.05
2667 54.625 40.125 54.0625 54.375 10055.09
2667 54.625 40.125 54.0 54.375 10060.13
2667 54.625 40.125 54.0625 54.375 10065.18
2667 54.5625 40.125 54.0 54.375 10070.23
2667 54.5625 40.125 54.0 54.375 10075.27
2667 54.5625 40.125 54.0 54.375 10080.32
2667 54.5 40.125 53.9375 54.3125 10085.4
2667 54.5625 40.125 53.9375 54.3125 10090.42
2667 54.5625 40.125 53.9375 54.25 10095.47
2667 54.5 40.125 53.9375 54.25 10100.51
2667 54.5 40.125 53.9375 54.25 10105.56
2667 54.5 40.125 53.875 54.25 10110.61
2667 54.5 40.125 53.875 54.375 10115.66
2667 54.5 40.0625 53.875 54.1875 10120.7
2667 54.4375 40.0625 53.875 54.1875 10125.75
2667 54.4375 40.0625 53.875 54.1875 10130.8
2667 54.4375 40.0625 53.8125 54.1875 10135.85
2667 54.4375 40.0625 53.8125 54.1875 10140.9
2667 54.4375 40.0625 53.8125 54.1875 10145.96
2667 54.4375 40.0625 53.8125 54.1875 10151.01
2667 54.375 40.0625 53.75 54.1875 10156.05
2667 54.375 40.0625 53.75 54.125 10161.1
2667 54.375 40.0625 53.75 54.125 10166.14
2667 54.375 40.0625 53.75 54.125 10171.35
2667 54.375 40.0625 53.6875 54.125 10176.35
2667 54.3125 40.0625 53.6875 54.125 10181.35
2667 54.3125 40.0625 53.6875 54.0625 10186.35
2667 54.3125 40.0625 53.6875 54.0625 10191.41
2667 54.3125 40.0625 53.625 54.0625 10196.45
2667 54.3125 40.0625 53.6875 54.0625 10201.5
2667 54.25 40.0625 53.625 54.0625 10206.54
2667 54.25 40.0625 53.625 54.0625 10211.59
2667 54.25 40.0625 53.625 54.0625 10216.63
2667 54.25 40.0625 53.625 54.0 10221.68
2667 54.25 40.0625 53.625 54.0 10226.73
2667 54.1875 40.0625 53.5625 54.0 10231.78
2667 54.25 40.0625 53.5625 54.0 10236.84
2667 54.1875 40.0625 53.5625 54.0 10241.88
2667 54.1875 40.0625 53.5625 53.9375 10246.93
2667 54.1875 40.0 53.5625 53.9375 10251.97
2667 54.1875 40.0625 53.5 54.0 10257.02
2667 54.1875 40.0 53.5 53.9375 10262.06
2667 54.125 40.0 53.5 53.9375 10267.11
2667 54.125 40.0625 53.5 53.875 10272.16
2667 54.125 40.0625 53.4375 53.9375 10277.2
2667 54.125 40.0625 53.4375 53.875 10282.26
2667 54.125 40.0625 53.4375 53.875 10287.3
2667 54.125 40.0625 53.4375 53.875 10292.35
2667 54.125 40.0625 53.4375 53.8125 10297.4
2667 54.0625 40.0625 53.4375 53.8125 10302.45
2667 54.0625 40.0625 53.375 53.8125 10307.5
2667 54.0625 40.0625 53.375 53.8125 10312.53
2667 54.0625 40.0625 53.375 53.8125 10317.58
2667 54.0625 40.0625 53.375 53.8125 10322.63
2667 54.0625 40.0625 53.375 53.8125 10327.68
2667 54.0 40.0625 53.3125 53.8125 10332.72
2667 54.0 40.0625 53.3125 53.8125 10337.77
2667 54.0 40.0 53.3125 53.75 10342.82
2667 54.0 40.0625 53.25 53.75 10347.87
2667 54.0 40.0625 53.3125 53.75 10352.91
2667 53.9375 40.0 53.25 53.75 10357.96
2667 53.9375 40.0 53.25 53.75 10363.01
2667 53.9375 40.0625 53.25 53.75 10368.05
2667 53.9375 40.0 53.1875 53.6875 10373.1
2667 53.9375 40.0 53.1875 53.6875 10378.15
2667 53.9375 40.0 53.1875 53.6875 10383.2
2667 53.9375 40.0 53.1875 53.6875 10388.24
2667 53.9375 40.0 53.1875 53.6875 10393.29
2667 53.875 40.0 53.1875 53.625 10398.34
2667 53.875 40.0 53.125 53.625 10403.39
2667 53.875 40.0 53.125 53.625 10408.47
2667 53.875 40.0 53.125 53.625 10413.52
2667 53.875 40.0 53.125 53.625 10418.57
2667 53.8125 40.0 53.125 53.625 10423.62
2667 53.8125 40.0 53.125 53.625 10428.67
2667 53.8125 40.0 53.0625 53.5625 10433.71
2667 53.8125 40.0 53.0625 53.5625 10438.76
2667 53.75 40.0 53.125 53.5625 10443.81
2667 53.8125 40.0 53.0625 53.5 10448.86
2667 53.75 40.0 53.0625 53.5625 10453.9
2667 53.75 40.0 53.0625 53.5 10458.95
2667 53.75 40.0 53.0 53.5 10464.0
2667 53.75 40.0 53.0 53.5 10469.05
2667 53.75 40.0 53.0 53.5 10474.1
2667 53.75 40.0 53.0 53.5 10479.15
2667 53.6875 40.0 53.0 53.4375 10484.2
2667 53.6875 39.9375 52.9375 53.4375 10489.24
2667 53.6875 40.0 52.9375 53.4375 10494.29
2667 53.6875 40.0 52.9375 53.4375 10499.33
2667 53.6875 39.9375 52.9375 53.4375 10504.4
2667 53.625 39.9375 52.9375 53.4375 10509.44
2667 53.625 39.9375 52.875 53.4375 10514.49
2667 53.625 39.9375 52.875 53.375 10519.54
2667 53.625 39.9375 52.875 53.375 10524.58
2667 53.625 39.875 52.8125 53.375 10529.66
2667 53.625 39.9375 52.8125 53.375 10534.72
2667 53.5625 39.9375 52.8125 53.375 10539.78
2667 53.5625 39.9375 52.8125 53.375 10544.82
2667 53.5625 39.9375 52.8125 53.375 10549.87
2667 53.5625 39.9375 52.8125 53.3125 10554.92
2667 53.5625 39.9375 52.8125 53.3125 10559.97
2667 53.5625 39.9375 52.8125 53.3125 10565.02
2667 53.5625 39.9375 52.75 53.3125 10570.06
2667 53.5 39.9375 52.8125 53.3125 10575.11
2667 53.5 39.9375 52.75 53.3125 10580.16
2667 53.5 39.9375 52.75 53.3125 10585.2
2667 53.5 39.875 52.75 53.25 10590.24
2667 53.5 39.875 52.75 53.25 10595.3
2667 53.5 39.875 52.75 53.25 10600.4
2667 53.4375 39.875 52.6875 53.25 10605.4
2667 53.4375 39.875 52.6875 53.25 10610.44
2667 53.4375 39.875 52.6875 53.25 10615.49
2667 53.4375 39.875 52.6875 53.1875 10620.54
2667 53.375 39.875 52.625 53.1875 10625.59
2667 53.4375 39.875 52.625 53.1875 10630.64
2667 53.375 39.875 52.625 53.1875 10635.68
2667 53.375 39.875 52.625 53.125 10640.73
2667 53.375 39.875 52.625 53.125 10645.78
2667 53.375 39.875 52.625 53.125 10650.83
2667 53.375 39.875 52.625 53.125 10655.88
2667 53.3125 39.875 52.5625 53.125 10660.93
2667 53.3125 39.875 52.5625 53.125 10665.97
2667 53.3125 39.875 52.5625 53.125 10671.01
2667 53.3125 39.875 52.5625 53.0625 10676.06
2667 53.3125 39.875 52.5 53.0625 10681.11
2667 53.3125 39.875 52.5 53.0625 10686.35
2667 53.25 39.9375 52.5 53.0625 10691.35
2667 53.25 39.875 52.5 53.0625 10696.35
2667 53.25 39.875 52.5 53.0625 10701.35
2667 53.25 39.875 52.5 53.0 10706.35
2667 53.25 39.875 52.4375 53.0 10711.4
2667 53.25 39.875 52.4375 53.0 10716.45
2667 53.1875 39.875 52.4375 53.0 10721.49
2667 53.1875 39.875 52.4375 53.0 10726.54
2667 53.1875 39.875 52.4375 53.0 10731.59
2667 53.1875 39.875 52.4375 52.9375 10736.63
2667 53.1875 39.8125 52.4375 52.9375 10741.68
2667 53.1875 39.875 52.375 52.9375 10746.72
2667 53.1875 39.8125 52.375 52.9375 10751.77
2667 53.125 39.8125 52.375 52.9375 10756.81
2667 53.125 39.8125 52.375 52.9375 10761.87
2667 53.125 39.8125 52.375 52.9375 10766.92
2667 53.125 39.8125 52.3125 52.9375 10771.97
2667 53.0625 39.8125 52.3125 52.875 10777.02
2667 53.0625 39.8125 52.3125 52.875 10782.07
2667 53.0625 39.8125 52.3125 52.875 10787.12
2667 53.0625 39.8125 52.3125 52.875 10792.17
2667 53.0625 39.8125 52.3125 52.875 10797.22
2667 53.0625 39.8125 52.25 52.875 10802.27
2667 53.0625 39.8125 52.25 52.875 10807.33
2667 53.0625 39.8125 52.25 52.8125 10812.38
2667 53.0 39.8125 52.25 52.8125 10817.43
2667 53.0 39.75 52.1875 52.8125 10822.47
2667 53.0 39.75 52.1875 52.75 10827.52
2667 53.0 39.8125 52.25 52.75 10832.57
2667 53.0 39.8125 52.1875 52.75 10837.62
2667 52.9375 39.75 52.1875 52.75 10842.66
2667 52.9375 39.8125 52.1875 52.75 10847.7
2667 52.9375 39.8125 52.1875 52.75 10852.75
2667 52.9375 39.8125 52.1875 52.75 10857.81
2667 52.9375 39.75 52.125 52.75 10862.85
2667 52.9375 39.8125 52.125 52.6875 10867.9
2667 52.875 39.8125 52.125 52.6875 10872.93
2667 52.9375 39.8125 52.125 52.6875 10877.98
2667 52.875 39.8125 52.125 52.6875 10883.03
2667 52.875 39.8125 52.0625 52.6875 10888.07
2667 52.875 39.75 52.0625 52.625 10893.12
2667 52.875 39.75 52.0625 52.625 10898.21
2667 52.8125 39.75 52.0625 52.625 10903.26
2667 52.8125 39.75 52.0 52.625 10908.31
2667 52.8125 39.75 52.0 52.625 10913.35
2667 52.8125 39.75 52.0 52.625 10918.39
2667 52.8125 39.75 52.0 52.625 10923.44
2667 52.8125 39.75 52.0 52.625 10928.49
2667 52.75 39.6875 52.0 52.625 10933.53
2667 52.75 39.6875 51.9375 52.5625 10938.58
2667 52.75 39.75 51.9375 52.5625 10943.63
2667 52.75 39.75 51.9375 52.5625 10948.67
2667 52.75 39.75 51.9375 52.5625 10953.72
2667 52.75 39.75 51.9375 52.5625 10958.76
2667 52.6875 39.75 51.9375 52.5625 10963.79
2667 52.75 39.75 51.9375 52.5 10968.84
2667 52.6875 39.6875 51.9375 52.5 10973.89
2667 52.6875 39.6875 51.875 52.5 10978.96
2667 52.6875 39.6875 51.875 52.5 10984.0
2667 52.6875 39.6875 51.875 52.5 10989.05
2667 52.6875 39.6875 51.875 52.5 10994.1
2667 52.6875 39.6875 51.875 52.5 10999.14
2667 52.625 39.6875 51.875 52.4375 11004.19
2667 52.625 39.6875 51.8125 52.5 11009.24
2667 52.625 39.6875 51.8125 52.4375 11014.29
2667 52.625 39.6875 51.8125 52.4375 11019.33
2667 52.625 39.6875 51.8125 52.375 11024.39
2667 52.625 39.6875 51.8125 52.375 11029.43
2667 52.625 39.6875 51.8125 52.375 11034.49
2667 52.5625 39.6875 51.75 52.375 11039.54
2667 52.5625 39.6875 51.75 52.375 11044.6
2667 52.5625 39.6875 51.75 52.375 11049.63
2667 52.5625 39.6875 51.75 52.3125 11054.68
2667 52.5625 39.6875 51.75 52.375 11059.72
2667 52.5 39.6875 51.6875 52.3125 11064.77
2667 52.5 39.6875 51.6875 52.3125 11069.82
2667 52.5 39.6875 51.6875 52.3125 11074.87
2667 52.5 39.6875 51.6875 52.3125 11080.03
2667 52.5 39.6875 51.6875 52.3125 11085.07
2667 52.5 39.625 51.625 52.3125 11090.12
2667 52.5 39.625 51.625 52.3125 11095.16
2667 52.4375 39.625 51.625 52.25 11100.21
2667 52.4375 39.625 51.625 52.25 11105.26
2667 52.4375 39.6875 51.625 52.25 11110.3
2667 52.4375 39.6875 51.625 52.25 11115.4
2667 52.4375 39.625 51.5625 52.25 11120.4
2667 52.4375 39.6875 51.5625 52.25 11125.45
2667 52.375 39.6875 51.5625 52.1875 11130.5
2667 52.375 39.625 51.5625 52.1875 11135.55
2667 52.375 39.6875 51.5625 52.1875 11140.58
2667 52.375 39.6875 51.5 52.1875 11145.63
2667 52.375 39.6875 51.5 52.1875 11150.69
2667 52.375 39.6875 51.5 52.1875 11155.74
2667 52.3125 39.6875 51.5 52.1875 11160.8
2667 52.3125 39.625 51.5 52.125 11165.83
2667 52.3125 39.6875 51.5 52.125 11170.88
2667 52.3125 39.6875 51.5 52.125 11175.92
2667 52.3125 39.6875 51.4375 52.125 11180.97
2667 52.3125 39.6875 51.4375 52.125 11186.02
2667 52.3125 39.6875 51.5 52.125 11191.08
2667 52.3125 39.6875 51.4375 52.125 11196.12
2667 52.25 39.625 51.4375 52.0625 11201.35
2667 52.25 39.625 51.375 52.0625 11206.35
2667 52.25 39.625 51.375 52.0625 11211.35
2667 52.25 39.625 51.375 52.0625 11216.35
2667 52.25 39.625 51.375 52.0 11221.37
2667 52.1875 39.625 51.375 52.0 11226.42
2667 52.1875 39.625 51.375 52.0 11231.48
2667 52.1875 39.625 51.375 52.0 11236.53
2667 52.1875 39.625 51.3125 52.0 11241.58
2667 52.1875 39.625 51.3125 52.0 11246.62
2667 52.1875 39.5625 51.3125 51.9375 11251.68
2667 52.1875 39.5625 51.3125 52.0 11256.72
2667 52.125 39.5625 51.25 51.9375 11261.77
2667 52.125 39.5625 51.3125 51.9375 11266.81
