WI06 TVD02 TVD06 PT1000_1 "Master clock"
5643 32.6875 32.75 32.4375 32.8125 57417.74
5643 32.6875 32.75 32.4375 32.75 57422.8
5643 32.75 32.75 32.4375 32.75 57427.84
5643 32.6875 32.75 32.4375 32.75 57432.89
5643 32.6875 32.75 32.4375 32.75 57437.94
5643 32.6875 32.75 32.4375 32.75 57442.99
5643 32.6875 32.6875 32.4375 32.75 57448.04
5643 32.6875 32.6875 32.4375 32.6875 57453.1
5643 32.6875 32.75 32.4375 32.75 57458.14
5643 32.6875 32.6875 32.4375 32.75 57463.19
5643 32.6875 32.6875 32.4375 32.6875 57468.23
5643 32.6875 32.6875 32.375 32.6875 57473.28
5643 32.6875 32.75 32.4375 32.6875 57478.33
5643 32.6875 32.6875 32.4375 32.6875 57483.37
5643 32.6875 32.6875 32.375 32.75 57488.42
5643 32.6875 32.6875 32.4375 32.6875 57493.47
5643 32.6875 32.75 32.4375 32.6875 57498.51
5643 32.6875 32.6875 32.4375 32.6875 57503.56
5643 32.6875 32.75 32.375 32.6875 57508.61
5643 32.6875 32.6875 32.4375 32.6875 57513.66
5643 32.6875 32.6875 32.4375 32.6875 57518.7
5643 32.6875 32.6875 32.375 32.6875 57523.75
5643 32.6875 32.6875 32.375 32.6875 57528.81
5643 32.6875 32.6875 32.4375 32.6875 57533.85
5643 32.6875 32.6875 32.375 32.6875 57538.9
5643 32.6875 32.6875 32.375 32.6875 57543.95
5643 32.6875 32.6875 32.375 32.6875 57548.99
5643 32.6875 32.6875 32.375 32.6875 57554.03
5643 32.6875 32.6875 32.4375 32.6875 57559.08
5643 32.6875 32.6875 32.375 32.6875 57564.13
5643 32.6875 32.6875 32.375 32.6875 57569.18
5643 32.6875 32.6875 32.375 32.6875 57574.22
5643 32.6875 32.6875 32.375 32.6875 57579.27
5643 32.625 32.6875 32.375 32.6875 57584.32
5643 32.625 32.6875 32.375 32.6875 57589.37
5643 32.625 32.6875 32.375 32.6875 57594.44
5643 32.625 32.6875 32.375 32.6875 57599.49
5643 32.625 32.6875 32.375 32.6875 57604.53
5643 32.625 32.6875 32.375 32.6875 57609.58
5643 32.625 32.625 32.375 32.6875 57614.62
5643 32.625 32.6875 32.375 32.6875 57619.67
5643 32.625 32.6875 32.375 32.6875 57624.71
5643 32.625 32.625 32.375 32.6875 57629.76
5643 32.625 32.625 32.375 32.6875 57634.81
5643 32.625 32.625 32.375 32.6875 57639.85
5643 32.625 32.625 32.375 32.6875 57644.9
5643 32.625 32.625 32.375 32.6875 57649.95
5643 32.625 32.625 32.375 32.6875 57655.0
5643 32.625 32.625 32.375 32.6875 57660.04
5643 32.625 32.625 32.375 32.6875 57665.08
5643 32.625 32.625 32.375 32.6875 57670.13
5643 32.625 32.6875 32.375 32.6875 57675.18
5643 32.625 32.6875 32.3125 32.625 57680.25
5643 32.625 32.625 32.375 32.625 57685.3
5643 32.625 32.625 32.375 32.6875 57690.34
5643 32.625 32.625 32.375 32.625 57695.39
5643 32.625 32.625 32.3125 32.625 57700.44
5643 32.625 32.625 32.375 32.625 57705.5
5643 32.625 32.625 32.375 32.625 57710.54
5643 32.625 32.625 32.3125 32.625 57715.59
5643 32.625 32.625 32.3125 32.625 57720.64
5643 32.625 32.625 32.375 32.625 57725.68
5643 32.625 32.625 32.3125 32.625 57730.73
5643 32.625 32.625 32.375 32.625 57735.77
5643 32.5625 32.625 32.3125 32.625 57740.82
5643 32.625 32.625 32.3125 32.625 57745.86
5643 32.5625 32.625 32.3125 32.625 57750.91
5643 32.625 32.625 32.3125 32.625 57755.96
5643 32.5625 32.625 32.3125 32.625 57760.99
5643 32.5625 32.625 32.3125 32.625 57766.04
5643 32.5625 32.625 32.3125 32.625 57771.09
5643 32.5625 32.625 32.3125 32.625 57776.12
5643 32.5625 32.625 32.3125 32.625 57781.17
5643 32.5625 32.625 32.3125 32.625 57786.21
5643 32.5625 32.5625 32.3125 32.625 57791.3
5643 32.5625 32.625 32.3125 32.625 57796.3
5643 32.5625 32.5625 32.3125 32.625 57801.36
5643 32.5625 32.625 32.3125 32.625 57806.4
5643 32.5625 32.625 32.3125 32.625 57811.44
5643 32.5625 32.5625 32.3125 32.625 57816.49
5643 32.5625 32.5625 32.3125 32.625 57821.64
5643 32.5625 32.5625 32.3125 32.5625 57826.79
5643 32.5625 32.5625 32.3125 32.625 57831.84
5643 32.5625 32.5625 32.3125 32.625 57836.89
5643 32.5625 32.5625 32.3125 32.625 57841.95
5643 32.5625 32.625 32.3125 32.625 57847.0
5643 32.5625 32.5625 32.3125 32.625 57852.04
5643 32.5625 32.5625 32.3125 32.625 57857.25
5643 32.5625 32.5625 32.3125 32.5625 57862.25
5643 32.5625 32.5625 32.3125 32.5625 57867.25
5643 32.5625 32.5625 32.3125 32.5625 57872.25
5643 32.5625 32.5625 32.25 32.5625 57877.28
5643 32.5625 32.5625 32.25 32.625 57882.33
5643 32.5625 32.5625 32.25 32.625 57887.38
5643 32.5625 32.5625 32.3125 32.5625 57892.43
5643 32.5625 32.5625 32.25 32.5625 57897.49
5643 32.5625 32.5625 32.25 32.5625 57902.55
5643 32.5625 32.5625 32.3125 32.5625 57907.59
5643 32.5625 32.5625 32.25 32.5625 57912.62
5643 32.5 32.5625 32.25 32.5625 57917.67
5643 32.5 32.5625 32.25 32.5625 57922.72
5643 32.5625 32.5625 32.25 32.5625 57927.76
5643 32.5 32.5625 32.25 32.5625 57932.82
5643 32.5625 32.5625 32.25 32.5625 57937.85
5643 32.5 32.5625 32.25 32.5625 57942.9
5643 32.5625 32.5625 32.25 32.5625 57947.95
5643 32.5625 32.5625 32.25 32.5625 57953.0
5643 32.5625 32.5625 32.25 32.5625 57958.04
5643 32.5 32.5625 32.25 32.5625 57963.08
5643 32.5 32.5625 32.25 32.5625 57968.13
5643 32.5 32.5625 32.25 32.5625 57973.18
5643 32.5 32.5625 32.25 32.5625 57978.22
5643 32.5 32.5625 32.25 32.5625 57983.26
5643 32.5 32.5 32.25 32.5625 57988.31
5643 32.5 32.5625 32.25 32.5625 57993.34
5643 32.5 32.5625 32.25 32.5625 57998.39
5643 32.5 32.5 32.25 32.5625 58003.44
5643 32.5 32.5 32.25 32.5625 58008.48
5643 32.5 32.5 32.25 32.5625 58013.52
5643 32.5 32.5 32.25 32.5625 58018.57
5643 32.5 32.5 32.25 32.5625 58023.61
5643 32.5 32.5625 32.1875 32.5625 58028.66
5643 32.5 32.5 32.25 32.5625 58033.69
5643 32.5 32.5 32.1875 32.5625 58038.74
5643 32.5 32.5 32.25 32.5625 58043.79
5643 32.5 32.5 32.1875 32.5625 58048.84
5643 32.5 32.5 32.1875 32.5625 58053.89
5643 32.5 32.5 32.1875 32.5 58058.94
5643 32.5 32.5 32.25 32.5 58063.99
5643 32.5 32.5 32.1875 32.5 58069.03
5643 32.5 32.5 32.1875 32.5 58074.08
5643 32.5 32.5 32.1875 32.5 58079.13
5643 32.5 32.5 32.1875 32.5 58084.18
5643 32.5 32.5 32.25 32.5 58089.23
5643 32.5 32.5 32.1875 32.5 58094.28
5643 32.4375 32.5 32.1875 32.5 58099.32
5643 32.4375 32.5 32.1875 32.5 58104.38
5643 32.4375 32.5 32.1875 32.5 58109.42
5643 32.5 32.5 32.1875 32.5 58114.47
5643 32.4375 32.5 32.1875 32.5 58119.52
5643 32.4375 32.5 32.1875 32.5 58124.57
5643 32.4375 32.5 32.1875 32.5 58129.61
5643 32.4375 32.5 32.1875 32.5 58134.67
5643 32.4375 32.5 32.1875 32.5 58139.72
5643 32.4375 32.5 32.1875 32.5 58144.77
5643 32.4375 32.5 32.1875 32.5 58149.81
5643 32.4375 32.5 32.1875 32.5 58154.86
5643 32.4375 32.5 32.1875 32.5 58160.05
5643 32.4375 32.5 32.1875 32.5 58165.1
5643 32.4375 32.5 32.1875 32.5 58170.15
5643 32.4375 32.5 32.1875 32.5 58175.18
5643 32.4375 32.5 32.1875 32.5 58180.24
5643 32.4375 32.5 32.1875 32.5 58185.29
5643 32.4375 32.4375 32.1875 32.5 58190.33
5643 32.4375 32.4375 32.1875 32.5 58195.38
5643 32.4375 32.4375 32.1875 32.5 58200.42
5643 32.4375 32.5 32.1875 32.5 58205.48
5643 32.4375 32.4375 32.1875 32.5 58210.53
5643 32.4375 32.4375 32.1875 32.5 58215.57
5643 32.4375 32.4375 32.1875 32.4375 58220.62
5643 32.4375 32.4375 32.1875 32.5 58225.67
5643 32.4375 32.4375 32.1875 32.4375 58230.71
5643 32.4375 32.4375 32.125 32.5 58235.77
5643 32.4375 32.4375 32.1875 32.5 58240.82
5643 32.4375 32.4375 32.1875 32.4375 58245.89
5643 32.4375 32.4375 32.1875 32.4375 58250.94
5643 32.4375 32.4375 32.125 32.4375 58255.99
5643 32.4375 32.4375 32.1875 32.5 58261.04
5643 32.4375 32.4375 32.1875 32.4375 58266.08
5643 32.375 32.4375 32.125 32.5 58271.13
5643 32.375 32.4375 32.125 32.4375 58276.18
5643 32.375 32.4375 32.125 32.4375 58281.3
5643 32.4375 32.4375 32.125 32.4375 58286.3
5643 32.375 32.4375 32.125 32.4375 58291.35
5643 32.4375 32.4375 32.125 32.4375 58296.4
5643 32.375 32.4375 32.125 32.4375 58301.45
5643 32.375 32.4375 32.125 32.4375 58306.51
5643 32.375 32.4375 32.125 32.4375 58311.56
5643 32.375 32.4375 32.125 32.4375 58316.6
5643 32.375 32.4375 32.125 32.4375 58321.65
5643 32.375 32.4375 32.125 32.4375 58326.7
5643 32.375 32.4375 32.125 32.4375 58331.74
5643 32.375 32.4375 32.125 32.4375 58336.81
5643 32.375 32.4375 32.125 32.4375 58341.85
5643 32.375 32.4375 32.125 32.4375 58346.9
5643 32.375 32.375 32.125 32.4375 58351.95
5643 32.375 32.4375 32.125 32.4375 58356.99
5643 32.375 32.4375 32.125 32.4375 58362.05
5643 32.375 32.4375 32.125 32.4375 58367.25
5643 32.375 32.375 32.125 32.4375 58372.24
5643 32.375 32.375 32.125 32.4375 58377.25
5643 32.375 32.375 32.125 32.4375 58382.24
5643 32.375 32.375 32.125 32.4375 58387.27
5643 32.375 32.375 32.0625 32.4375 58392.32
5643 32.375 32.375 32.125 32.4375 58397.36
5643 32.375 32.375 32.125 32.4375 58402.42
5643 32.375 32.375 32.125 32.4375 58407.46
5643 32.375 32.375 32.0625 32.4375 58412.52
5643 32.375 32.375 32.125 32.4375 58417.58
5643 32.375 32.375 32.125 32.4375 58422.62
5643 32.375 32.375 32.0625 32.375 58427.66
5643 32.375 32.375 32.0625 32.4375 58432.71
5643 32.375 32.375 32.125 32.4375 58437.76
5643 32.3125 32.375 32.0625 32.375 58442.81
5643 32.3125 32.375 32.125 32.375 58447.86
5643 32.375 32.375 32.125 32.375 58452.91
5643 32.3125 32.375 32.125 32.4375 58457.95
5643 32.375 32.375 32.0625 32.4375 58463.0
5643 32.3125 32.375 32.0625 32.375 58468.07
5643 32.3125 32.375 32.0625 32.375 58473.12
5643 32.3125 32.375 32.0625 32.375 58478.17
5643 32.375 32.375 32.0625 32.375 58483.22
5643 32.3125 32.375 32.0625 32.375 58488.26
5643 32.3125 32.375 32.0625 32.375 58493.31
5643 32.3125 32.375 32.0625 32.375 58498.36
5643 32.3125 32.375 32.0625 32.3125 58503.41
5643 32.3125 32.375 32.0625 32.375 58508.45
5643 32.3125 32.375 32.0625 32.3125 58513.5
5643 32.3125 32.375 32.0625 32.375 58518.54
5643 32.3125 32.375 32.0625 32.375 58523.59
5643 32.3125 32.375 32.0625 32.3125 58528.63
5643 32.3125 32.3125 32.0625 32.375 58533.68
5643 32.3125 32.375 32.0625 32.375 58538.74
5643 32.3125 32.3125 32.0625 32.3125 58543.79
5643 32.3125 32.375 32.0625 32.3125 58548.84
5643 32.3125 32.3125 32.0625 32.3125 58553.88
5643 32.3125 32.3125 32.0625 32.3125 58558.93
5643 32.3125 32.3125 32.0625 32.3125 58563.97
5643 32.3125 32.3125 32.0625 32.3125 58569.02
5643 32.3125 32.3125 32.0625 32.3125 58574.07
5643 32.3125 32.3125 32.0625 32.3125 58579.11
5643 32.3125 32.3125 32.0625 32.3125 58584.16
5643 32.3125 32.3125 32.0625 32.3125 58589.21
5643 32.3125 32.3125 32.0625 32.3125 58594.27
5643 32.3125 32.3125 32.0 32.3125 58599.31
5643 32.3125 32.3125 32.0625 32.3125 58604.36
5643 32.3125 32.3125 32.0625 32.3125 58609.4
5643 32.3125 32.3125 32.0625 32.3125 58614.45
5643 32.3125 32.3125 32.0625 32.3125 58619.5
5643 32.3125 32.3125 32.0 32.3125 58624.56
5643 32.3125 32.3125 32.0625 32.3125 58629.6
5643 32.3125 32.3125 32.0625 32.3125 58634.65
5643 32.3125 32.3125 32.0625 32.3125 58639.7
5643 32.3125 32.3125 32.0625 32.3125 58644.75
5643 32.25 32.3125 32.0 32.3125 58649.8
5643 32.25 32.3125 32.0 32.3125 58654.84
5643 32.25 32.3125 32.0 32.3125 58659.89
5643 32.25 32.3125 32.0 32.3125 58664.95
5643 32.25 32.3125 32.0 32.3125 58670.0
5643 32.25 32.3125 32.0 32.3125 58675.04
5643 32.25 32.3125 32.0 32.3125 58680.09
5643 32.25 32.3125 32.0 32.3125 58685.14
5643 32.25 32.3125 32.0 32.3125 58690.19
5643 32.25 32.3125 32.0 32.25 58695.24
5643 32.25 32.3125 32.0 32.3125 58700.29
5643 32.25 32.3125 32.0 32.3125 58705.34
5643 32.25 32.3125 32.0 32.25 58710.41
5643 32.25 32.3125 32.0 32.3125 58715.46
5643 32.25 32.25 32.0 32.3125 58720.51
5643 32.25 32.3125 32.0 32.3125 58725.56
5643 32.25 32.3125 32.0 32.25 58730.61
5643 32.25 32.3125 32.0 32.3125 58735.66
5643 32.25 32.3125 32.0 32.3125 58740.71
5643 32.25 32.25 32.0 32.3125 58745.76
5643 32.25 32.3125 32.0 32.25 58750.81
5643 32.25 32.25 32.0 32.25 58755.86
5643 32.25 32.25 32.0 32.25 58760.92
5643 32.1875 32.25 32.0 32.3125 58765.97
5643 32.25 32.25 32.0 32.25 58771.11
5643 32.25 32.25 32.0 32.25 58776.16
5643 32.25 32.25 31.9375 32.25 58781.21
5643 32.25 32.25 32.0 32.25 58786.3
5643 32.25 32.25 32.0 32.25 58791.31
5643 32.1875 32.25 32.0 32.25 58796.36
5643 32.25 32.25 32.0 32.25 58801.41
5643 32.25 32.25 31.9375 32.25 58806.45
5643 32.25 32.25 32.0 32.25 58811.5
5643 32.1875 32.25 31.9375 32.25 58816.55
5643 32.25 32.25 32.0 32.25 58821.6
5643 32.25 32.25 32.0 32.25 58826.64
5643 32.1875 32.25 32.0 32.25 58831.7
5643 32.1875 32.25 32.0 32.25 58836.75
5643 32.1875 32.25 32.0 32.25 58841.79
5643 32.1875 32.25 31.9375 32.25 58846.84
5643 32.1875 32.25 31.9375 32.25 58851.88
5643 32.1875 32.25 31.9375 32.25 58856.93
5643 32.1875 32.25 32.0 32.25 58861.98
5643 32.1875 32.25 31.9375 32.25 58867.04
5643 32.1875 32.25 31.9375 32.25 58872.24
5643 32.1875 32.25 31.9375 32.25 58877.24
5643 32.1875 32.25 31.9375 32.25 58882.24
5643 32.1875 32.1875 31.9375 32.25 58887.24
5643 32.1875 32.25 31.9375 32.25 58892.27
5643 32.1875 32.1875 31.9375 32.25 58897.32
5643 32.1875 32.25 31.9375 32.25 58902.36
5643 32.1875 32.25 31.9375 32.1875 58907.41
5643 32.1875 32.25 31.9375 32.25 58912.46
5643 32.1875 32.25 31.9375 32.25 58917.53
5643 32.1875 32.1875 31.9375 32.25 58922.58
5643 32.1875 32.25 31.9375 32.25 58927.65
5643 32.1875 32.25 31.9375 32.1875 58932.7
5643 32.1875 32.1875 31.9375 32.25 58937.74
5643 32.1875 32.1875 31.9375 32.1875 58942.82
5643 32.1875 32.1875 31.9375 32.1875 58947.85
5643 32.1875 32.1875 31.9375 32.1875 58952.91
5643 32.1875 32.1875 31.9375 32.25 58958.11
5643 32.1875 32.1875 31.9375 32.25 58963.17
5643 32.1875 32.1875 31.9375 32.1875 58968.21
5643 32.1875 32.1875 31.9375 32.1875 58973.25
5643 32.1875 32.1875 31.9375 32.1875 58978.31
5643 32.1875 32.1875 31.9375 32.25 58983.36
5643 32.1875 32.1875 31.875 32.1875 58988.4
5643 32.1875 32.1875 31.875 32.1875 58993.45
5643 32.1875 32.1875 31.875 32.1875 58998.5
5643 32.1875 32.1875 31.875 32.1875 59003.54
5643 32.125 32.1875 31.875 32.1875 59008.59
5643 32.1875 32.1875 31.875 32.1875 59013.64
5643 32.125 32.1875 31.875 32.1875 59018.69
5643 32.125 32.1875 31.875 32.1875 59023.74
5643 32.125 32.1875 31.875 32.1875 59028.79
5643 32.125 32.1875 31.875 32.1875 59033.82
5643 32.125 32.1875 31.875 32.1875 59038.88
5643 32.125 32.1875 31.875 32.1875 59043.93
5643 32.125 32.125 31.875 32.1875 59048.98
5643 32.125 32.1875 31.875 32.1875 59054.02
5643 32.125 32.1875 31.875 32.1875 59059.06
5643 32.125 32.125 31.875 32.1875 59064.11
5643 32.125 32.1875 31.875 32.1875 59069.16
5643 32.1875 32.1875 31.875 32.1875 59074.22
5643 32.125 32.125 31.875 32.1875 59079.27
5643 32.125 32.125 31.875 32.1875 59084.32
5643 32.125 32.125 31.875 32.1875 59089.38
5643 32.125 32.1875 31.875 32.1875 59094.44
5643 32.125 32.1875 31.875 32.1875 59099.49
5643 32.125 32.1875 31.875 32.1875 59104.54
5643 32.125 32.1875 31.875 32.1875 59109.59
5643 32.125 32.125 31.875 32.1875 59114.64
5643 32.125 32.125 31.875 32.1875 59119.69
5643 32.125 32.1875 31.875 32.1875 59124.73
5643 32.125 32.125 31.875 32.1875 59129.78
5643 32.125 32.125 31.875 32.1875 59134.83
5643 32.125 32.125 31.875 32.125 59139.87
5643 32.125 32.125 31.875 32.1875 59144.92
5643 32.125 32.125 31.875 32.1875 59149.98
5643 32.125 32.125 31.875 32.1875 59155.02
5643 32.125 32.125 31.875 32.125 59160.07
5643 32.125 32.125 31.875 32.125 59165.12
5643 32.0625 32.125 31.875 32.125 59170.16
5643 32.125 32.125 31.875 32.1875 59175.21
5643 32.125 32.125 31.875 32.125 59180.26
5643 32.125 32.125 31.875 32.125 59185.31
5643 32.125 32.125 31.875 32.1875 59190.36
5643 32.125 32.125 31.8125 32.125 59195.4
5643 32.0625 32.125 31.8125 32.125 59200.45
5643 32.125 32.125 31.8125 32.125 59205.5
5643 32.0625 32.125 31.875 32.125 59210.55
5643 32.0625 32.125 31.8125 32.125 59215.6
5643 32.0625 32.125 31.8125 32.125 59220.64
5643 32.0625 32.125 31.8125 32.125 59225.69
5643 32.0625 32.125 31.8125 32.125 59230.75
5643 32.0625 32.125 31.875 32.125 59235.79
5643 32.0625 32.125 31.8125 32.125 59240.87
5643 32.0625 32.125 31.8125 32.125 59245.92
5643 32.0625 32.125 31.8125 32.125 59250.97
5643 32.0625 32.0625 31.8125 32.125 59256.05
5643 32.0625 32.125 31.8125 32.125 59261.1
5643 32.0625 32.125 31.8125 32.125 59266.14
5643 32.0625 32.125 31.8125 32.125 59271.19
5643 32.0625 32.0625 31.8125 32.125 59276.3
5643 32.0625 32.125 31.8125 32.125 59281.3
5643 32.0625 32.0625 31.8125 32.125 59286.32
5643 32.0625 32.0625 31.8125 32.125 59291.37
5643 32.0625 32.0625 31.8125 32.125 59296.43
5643 32.0625 32.125 31.8125 32.125 59301.48
5643 32.0625 32.125 31.8125 32.125 59306.54
5643 32.0625 32.125 31.8125 32.125 59311.57
5643 32.0625 32.0625 31.8125 32.125 59316.62
5643 32.0625 32.0625 31.8125 32.125 59321.66
5643 32.0625 32.0625 31.8125 32.0625 59326.71
5643 32.0625 32.0625 31.8125 32.0625 59331.76
5643 32.0625 32.0625 31.8125 32.0625 59336.81
5643 32.0625 32.0625 31.8125 32.125 59341.85
5643 32.0625 32.0625 31.8125 32.0625 59346.9
5643 32.0625 32.125 31.8125 32.125 59351.95
5643 32.0625 32.0625 31.8125 32.125 59356.99
5643 32.0625 32.0625 31.8125 32.125 59362.04
5643 32.0 32.0625 31.8125 32.0625 59367.24
5643 32.0625 32.0625 31.8125 32.0625 59372.24
5643 32.0 32.0625 31.8125 32.0625 59377.24
5643 32.0625 32.0625 31.8125 32.0625 59382.24
5643 32.0 32.0625 31.75 32.0625 59387.29
5643 32.0 32.0625 31.8125 32.0625 59392.33
5643 32.0 32.0625 31.8125 32.0625 59397.38
5643 32.0 32.0625 31.75 32.0625 59402.42
5643 32.0625 32.0625 31.75 32.0625 59407.47
5643 32.0 32.0625 31.75 32.0625 59412.51
5643 32.0 32.0625 31.75 32.0625 59417.56
5643 32.0 32.0625 31.75 32.0625 59422.62
5643 32.0 32.0625 31.75 32.0625 59427.66
5643 32.0 32.0625 31.75 32.0625 59432.71
5643 32.0 32.0625 31.75 32.0625 59437.76
5643 32.0 32.0625 31.75 32.0625 59442.8
5643 32.0 32.0625 31.75 32.0625 59447.85
5643 32.0 32.0625 31.75 32.0625 59452.89
5643 32.0 32.0625 31.75 32.0625 59457.95
5643 32.0 32.0 31.75 32.0625 59463.0
5643 32.0 32.0625 31.75 32.0625 59468.04
5643 32.0 32.0 31.75 32.0625 59473.09
5643 32.0 32.0 31.75 32.0625 59478.14
5643 32.0 32.0 31.75 32.0625 59483.18
5643 32.0 32.0625 31.75 32.0625 59488.23
5643 32.0 32.0 31.75 32.0625 59493.28
5643 32.0 32.0 31.75 32.0625 59498.31
5643 32.0 32.0625 31.75 32.0625 59503.36
5643 31.9375 32.0 31.75 32.0 59573.43
5643 31.9375 32.0 31.75 32.0 59578.51
5643 31.9375 32.0 31.75 32.0 59583.56
5643 32.0 32.0 31.75 32.0 59588.6
5643 31.9375 32.0 31.6875 32.0625 59593.66
5643 31.9375 32.0 31.6875 32.0 59598.71
5643 31.9375 32.0 31.75 32.0 59603.75
5643 32.0 32.0 31.6875 32.0 59608.79
5643 31.9375 32.0 31.6875 31.9375 59613.84
5643 32.0 31.9375 31.6875 32.0 59618.88
5643 31.9375 32.0 31.6875 31.9375 59623.92
5643 31.9375 31.9375 31.6875 31.9375 59628.97
5643 31.9375 32.0 31.6875 32.0 59634.03
5643 31.9375 32.0 31.6875 31.9375 59639.08
5643 31.9375 32.0 31.6875 31.9375 59644.12
5643 31.9375 32.0 31.6875 32.0 59649.16
5643 31.9375 32.0 31.6875 31.9375 59654.26
5643 31.9375 32.0 31.6875 32.0 59659.3
5643 31.9375 32.0 31.6875 32.0 59664.36
5643 31.9375 31.9375 31.6875 31.9375 59669.41
5643 31.9375 32.0 31.6875 31.9375 59674.46
5643 31.9375 32.0 31.6875 31.9375 59679.51
5643 31.9375 31.9375 31.6875 31.9375 59684.56
5643 31.9375 31.9375 31.6875 31.9375 59689.6
5643 31.9375 31.9375 31.6875 31.9375 59694.74
5643 31.9375 31.9375 31.6875 31.9375 59699.79
5643 31.9375 31.9375 31.6875 31.9375 59704.83
5643 31.9375 31.9375 31.6875 31.9375 59709.88
5643 31.9375 31.9375 31.6875 31.9375 59714.95
5643 31.9375 31.9375 31.6875 31.9375 59719.99
5643 31.875 31.9375 31.6875 31.9375 59725.04
5643 31.9375 31.9375 31.6875 31.9375 59730.08
5643 31.9375 31.9375 31.6875 31.9375 59735.14
5643 31.9375 31.9375 31.6875 31.9375 59740.19
5643 31.875 31.9375 31.6875 31.9375 59745.24
5643 31.875 31.9375 31.6875 31.9375 59750.29
5643 31.9375 31.9375 31.6875 31.9375 59755.34
5643 31.9375 31.9375 31.6875 31.9375 59760.39
5643 31.875 31.9375 31.6875 31.9375 59765.44
5643 31.875 31.9375 31.6875 31.9375 59770.48
5643 31.9375 31.9375 31.6875 31.9375 59775.53
5643 31.875 31.9375 31.625 31.9375 59780.58
5643 31.875 31.9375 31.625 31.9375 59785.62
5643 31.875 31.9375 31.6875 31.9375 59790.68
5643 31.875 31.9375 31.625 31.9375 59795.73
5643 31.875 31.9375 31.6875 31.9375 59800.78
5643 31.9375 31.9375 31.6875 31.9375 59805.83
5643 31.875 31.9375 31.625 31.875 59810.87
5643 31.875 31.9375 31.6875 31.9375 59815.91
5643 31.875 31.9375 31.625 31.9375 59820.98
5643 31.875 31.9375 31.625 31.9375 59826.02
5643 31.875 31.875 31.625 31.9375 59831.08
5643 31.875 31.875 31.625 31.9375 59836.12
5643 31.875 31.9375 31.625 31.9375 59841.16
5643 31.875 31.9375 31.625 31.9375 59846.21
5643 31.875 31.875 31.625 31.875 59851.3
5643 31.875 31.9375 31.625 31.9375 59856.3
5643 31.875 31.875 31.625 31.875 59861.34
5643 31.875 31.9375 31.625 31.9375 59866.39
5643 31.875 31.9375 31.625 31.875 59871.45
5643 31.875 31.875 31.625 31.875 59876.5
5643 31.875 31.9375 31.625 31.875 59881.55
5643 31.875 31.875 31.625 31.9375 59886.6
5643 31.875 31.875 31.625 31.875 59891.64
5643 31.875 31.875 31.625 31.875 59896.69
5643 31.875 31.875 31.625 31.875 59901.74
5643 31.875 31.875 31.625 31.875 59906.79
5643 31.875 31.875 31.625 31.9375 59911.84
5643 31.875 31.875 31.625 31.875 59916.9
5643 31.875 31.875 31.625 31.875 59921.93
5643 31.875 31.875 31.625 31.875 59926.99
5643 31.8125 31.875 31.625 31.875 59932.04
5643 31.875 31.875 31.625 31.875 59937.24
5643 31.8125 31.875 31.625 31.875 59942.24
5643 31.875 31.875 31.5625 31.875 59947.24
5643 31.8125 31.875 31.625 31.875 59952.24
5643 31.8125 31.875 31.625 31.875 59957.29
5643 31.8125 31.875 31.625 31.875 59962.34
5643 31.8125 31.875 31.625 31.875 59967.39
5643 31.8125 31.875 31.5625 31.875 59972.44
5643 31.8125 31.875 31.625 31.875 59977.48
5643 31.8125 31.875 31.625 31.875 59982.53
5643 31.8125 31.875 31.5625 31.875 59987.58
5643 31.8125 31.875 31.625 31.875 59992.62
5643 31.8125 31.875 31.5625 31.875 59997.68
5643 31.8125 31.875 31.625 31.875 60004.54
5643 31.875 31.875 31.5625 31.875 60009.59
5643 31.8125 31.8125 31.5625 31.875 60014.63
5643 31.8125 31.875 31.5625 31.875 60019.68
5643 31.8125 31.8125 31.5625 31.875 60024.73
5643 31.8125 31.875 31.5625 31.875 60029.77
5643 31.8125 31.8125 31.5625 31.875 60034.83
5643 31.8125 31.875 31.5625 31.875 60039.88
5643 31.8125 31.875 31.625 31.875 60044.92
5643 31.8125 31.875 31.5625 31.875 60049.97
5643 31.8125 31.8125 31.5625 31.875 60055.03
5643 31.8125 31.8125 31.5625 31.875 60060.06
5643 31.8125 31.8125 31.5625 31.875 60065.1
5643 31.8125 31.8125 31.5625 31.8125 60070.15
5643 31.8125 31.8125 31.5625 31.875 60075.2
5643 31.8125 31.8125 31.5625 31.875 60080.24
5643 31.8125 31.8125 31.5625 31.8125 60085.29
5643 31.8125 31.8125 31.5625 31.8125 60090.34
5643 31.8125 31.8125 31.5625 31.8125 60095.39
5643 31.8125 31.8125 31.5625 31.8125 60100.43
5643 31.8125 31.8125 31.5625 31.8125 60105.48
5643 31.8125 31.8125 31.5625 31.8125 60110.53
5643 31.75 31.8125 31.5625 31.8125 60115.59
5643 31.8125 31.8125 31.5625 31.8125 60120.64
5643 31.8125 31.8125 31.5625 31.8125 60125.68
5643 31.8125 31.8125 31.5625 31.8125 60130.73
5643 31.75 31.8125 31.5625 31.8125 60135.77
5643 31.75 31.8125 31.5625 31.8125 60140.82
5643 31.8125 31.8125 31.5625 31.8125 60145.87
5643 31.75 31.8125 31.5625 31.8125 60150.91
5643 31.75 31.8125 31.5625 31.8125 60155.96
5643 31.75 31.8125 31.5625 31.8125 60161.01
5643 31.75 31.8125 31.5625 31.8125 60166.04
5643 31.75 31.8125 31.5 31.8125 60171.09
5643 31.75 31.8125 31.5625 31.8125 60176.14
