WI06 TVD02 TVD06 PT1000_1 "Master clock"
5637 61.5625 60.625 61.25 21642.82
5637 61.5625 60.625 61.25 21647.87
5637 61.5625 60.625 61.1875 21652.9
5637 61.5625 60.625 61.25 21657.95
5637 61.5625 60.625 61.1875 21662.99
5637 61.5625 60.625 61.1875 21668.02
5637 61.5625 60.625 61.1875 21673.07
5637 61.5625 60.5625 61.1875 21678.1
5637 61.5 60.5625 61.1875 21683.14
5637 61.5 60.5625 61.1875 21688.19
5637 61.5 60.5625 61.1875 21693.21
5637 61.5 60.5625 61.125 21698.27
5637 61.5 60.5625 61.125 21703.31
5637 61.5 60.5625 61.125 21708.35
5637 61.5 60.5 61.125 21713.38
5637 61.4375 60.5 61.125 21718.42
5637 61.4375 60.5 61.125 21723.46
5637 61.4375 60.5 61.0625 21728.51
5637 61.4375 60.5 61.0625 21733.55
5637 61.4375 60.4375 61.0625 21738.6
5637 61.375 60.5 61.0625 21743.62
5637 61.375 60.4375 61.0625 21748.67
5637 61.375 60.4375 61.0625 21753.71
5637 61.375 60.4375 61.0625 21758.74
5637 61.375 60.4375 61.0625 21763.79
5637 61.375 60.4375 61.0625 21768.83
5637 61.3125 60.4375 61.0 21773.86
5637 61.375 60.375 61.0 21778.9
5637 61.3125 60.375 61.0 21783.93
5637 61.3125 60.375 61.0 21788.98
5637 61.3125 60.375 61.0 21794.03
5637 61.3125 60.375 61.0 21799.08
5637 61.25 60.3125 61.0 21804.11
5637 61.3125 60.375 60.9375 21809.17
5637 61.25 60.3125 60.9375 21814.22
5637 61.25 60.3125 60.875 21819.27
5637 61.25 60.3125 60.875 21824.3
5637 61.25 60.3125 60.875 21829.35
5637 61.25 60.3125 60.875 21834.39
5637 61.1875 60.3125 60.875 21839.42
5637 61.25 60.25 60.875 21844.47
5637 61.1875 60.3125 60.875 21849.52
5637 61.1875 60.25 60.875 21854.56
5637 61.1875 60.25 60.8125 21859.63
5637 61.1875 60.25 60.8125 21864.69
5637 61.1875 60.25 60.8125 21869.75
5637 61.125 60.25 60.8125 21874.78
5637 61.125 60.25 60.8125 21879.83
5637 61.125 60.1875 60.8125 21884.87
5637 61.125 60.1875 60.8125 21889.9
5637 61.125 60.1875 60.75 21894.95
5637 61.125 60.1875 60.8125 21899.99
5637 61.125 60.1875 60.8125 21905.03
5637 61.125 60.125 60.75 21910.06
5637 61.0625 60.125 60.75 21915.1
5637 61.0625 60.125 60.75 21920.15
5637 61.0625 60.125 60.75 21925.19
5637 61.0625 60.125 60.75 21930.24
5637 61.0625 60.125 60.75 21935.27
5637 61.0625 60.125 60.6875 21940.33
5637 61.0 60.0625 60.6875 21945.37
5637 61.0 60.125 60.6875 21950.4
5637 61.0 60.0625 60.6875 21955.45
5637 61.0 60.0625 60.6875 21960.49
5637 61.0 60.0625 60.6875 21965.54
5637 61.0 60.0625 60.6875 21970.58
5637 60.9375 60.0625 60.6875 21975.61
5637 60.9375 60.0625 60.625 21980.66
5637 60.9375 60.0625 60.625 21985.7
5637 60.9375 60.0625 60.625 21990.73
5637 60.9375 60.0 60.625 21995.77
5637 60.9375 60.0 60.625 22000.8
5637 60.9375 60.0 60.625 22005.85
5637 60.875 60.0 60.5625 22010.88
5637 60.9375 60.0 60.5625 22015.93
5637 60.875 59.9375 60.5625 22020.95
5637 60.875 59.9375 60.5625 22026.0
5637 60.875 59.9375 60.5625 22031.05
5637 60.875 59.9375 60.5 22036.07
5637 60.875 59.9375 60.5 22041.12
5637 60.8125 59.9375 60.5 22046.16
5637 60.8125 59.9375 60.5 22051.2
5637 60.8125 59.875 60.5 22056.28
5637 60.8125 59.875 60.4375 22061.3
5637 60.8125 59.875 60.4375 22066.34
5637 60.8125 59.875 60.5 22071.39
5637 60.8125 59.875 60.4375 22076.43
5637 60.75 59.875 60.4375 22081.46
5637 60.75 59.875 60.4375 22086.51
5637 60.75 59.875 60.375 22091.55
5637 60.75 59.8125 60.4375 22096.6
5637 60.75 59.875 60.4375 22101.62
5637 60.75 59.8125 60.375 22106.67
5637 60.6875 59.8125 60.4375 22111.71
5637 60.6875 59.8125 60.375 22116.77
5637 60.6875 59.8125 60.375 22121.8
5637 60.6875 59.8125 60.375 22126.85
5637 60.6875 59.75 60.375 22131.9
5637 60.6875 59.75 60.375 22136.93
5637 60.6875 59.75 60.375 22141.98
5637 60.6875 59.75 60.375 22147.0
5637 60.625 59.75 60.3125 22152.23
5637 60.625 59.6875 60.3125 22157.23
5637 60.625 59.6875 60.3125 22162.23
5637 60.625 59.6875 60.3125 22167.23
5637 60.625 59.6875 60.3125 22172.24
5637 60.5625 59.6875 60.25 22177.27
5637 60.5625 59.6875 60.25 22182.31
5637 60.5625 59.6875 60.25 22187.35
5637 60.5625 59.625 60.25 22192.39
5637 60.5625 59.625 60.25 22197.45
5637 60.5625 59.625 60.25 22202.5
5637 60.5625 59.625 60.25 22207.52
5637 60.5625 59.625 60.25 22212.57
5637 60.5625 59.625 60.1875 22217.6
5637 60.5 59.625 60.1875 22222.64
5637 60.5 59.5625 60.1875 22227.69
5637 60.5 59.5625 60.125 22232.74
5637 60.5 59.5625 60.125 22237.77
5637 60.5 59.5625 60.125 22242.81
5637 60.4375 59.5625 60.125 22247.84
5637 60.4375 59.5625 60.125 22252.88
5637 60.4375 59.5625 60.125 22257.92
5637 60.4375 59.5 60.125 22262.96
5637 60.4375 59.5 60.125 22268.0
5637 60.375 59.5625 60.125 22273.04
5637 60.4375 59.5 60.0625 22278.08
5637 60.4375 59.5 60.0625 22283.13
5637 60.375 59.4375 60.0625 22288.15
5637 60.375 59.5 60.0625 22293.2
5637 60.375 59.5 60.0625 22298.23
5637 60.375 59.4375 60.0625 22303.28
5637 60.375 59.4375 60.0625 22308.31
5637 60.375 59.4375 60.0 22313.36
5637 60.3125 59.4375 60.0 22318.41
5637 60.3125 59.4375 60.0 22323.45
5637 60.3125 59.4375 60.0 22328.48
5637 60.3125 59.375 60.0 22333.52
5637 60.3125 59.375 60.0 22338.57
5637 60.3125 59.375 60.0 22343.61
5637 60.25 59.375 60.0 22348.65
5637 60.3125 59.375 60.0 22353.69
5637 60.25 59.375 59.9375 22358.72
5637 60.25 59.375 59.9375 22363.77
5637 60.25 59.3125 59.9375 22368.81
5637 60.25 59.3125 59.9375 22373.84
5637 60.25 59.3125 59.9375 22378.89
5637 60.25 59.3125 59.9375 22383.92
5637 60.1875 59.3125 59.9375 22388.97
5637 60.1875 59.3125 59.875 22394.01
5637 60.1875 59.3125 59.875 22399.04
5637 60.1875 59.3125 59.875 22404.13
5637 60.1875 59.3125 59.875 22409.16
5637 60.1875 59.3125 59.875 22414.21
5637 60.125 59.25 59.875 22419.26
5637 60.125 59.25 59.875 22424.3
5637 60.125 59.25 59.8125 22429.33
5637 60.125 59.25 59.8125 22434.37
5637 60.125 59.25 59.8125 22439.42
5637 60.125 59.1875 59.75 22444.46
5637 60.125 59.1875 59.8125 22449.51
5637 60.0625 59.1875 59.75 22454.54
5637 60.0625 59.1875 59.8125 22459.59
5637 60.0625 59.1875 59.75 22464.64
5637 60.0625 59.1875 59.75 22469.67
5637 60.0625 59.1875 59.75 22474.71
5637 60.0625 59.1875 59.75 22479.75
5637 60.0625 59.125 59.75 22484.79
5637 60.0625 59.125 59.6875 22489.84
5637 60.0 59.125 59.6875 22494.87
5637 60.0 59.125 59.6875 22499.92
5637 60.0 59.125 59.6875 22504.96
5637 60.0 59.125 59.6875 22510.01
5637 60.0 59.125 59.6875 22515.04
5637 60.0 59.0625 59.6875 22520.09
5637 59.9375 59.0625 59.6875 22525.13
5637 59.9375 59.0625 59.625 22530.18
5637 59.9375 59.0625 59.625 22535.2
5637 59.9375 59.0625 59.625 22540.25
5637 59.9375 59.0625 59.625 22545.3
5637 59.9375 59.0625 59.625 22550.35
5637 59.9375 59.0 59.625 22555.39
5637 59.9375 59.0 59.625 22560.45
5637 59.875 59.0 59.625 22565.49
5637 59.875 59.0 59.5625 22570.69
5637 59.875 59.0 59.5625 22575.75
5637 59.875 59.0 59.5625 22580.81
5637 59.875 59.0 59.5625 22585.88
5637 59.875 58.9375 59.5625 22590.93
5637 59.875 58.9375 59.5625 22595.98
5637 59.875 58.9375 59.5625 22601.02
5637 59.8125 58.9375 59.5625 22606.05
5637 59.8125 58.9375 59.5 22611.1
5637 59.8125 58.9375 59.5 22616.14
5637 59.8125 58.9375 59.5 22621.19
5637 59.8125 58.9375 59.5 22626.29
5637 59.75 58.9375 59.5 22631.28
5637 59.75 58.875 59.5 22636.32
5637 59.75 58.875 59.4375 22641.37
5637 59.75 58.875 59.4375 22646.4
5637 59.75 58.875 59.4375 22651.45
5637 59.6875 58.875 59.4375 22656.5
5637 59.6875 58.875 59.4375 22661.54
5637 59.6875 58.875 59.4375 22666.57
5637 59.6875 58.8125 59.375 22671.63
5637 59.6875 58.8125 59.375 22677.23
5637 59.6875 58.8125 59.375 22682.43
5637 59.625 58.8125 59.375 22687.61
5637 59.625 58.75 59.375 22692.65
5637 59.625 58.75 59.375 22697.68
5637 59.625 58.75 59.3125 22702.74
5637 59.625 58.75 59.3125 22707.79
5637 59.625 58.75 59.3125 22712.83
5637 59.625 58.75 59.3125 22717.85
5637 59.625 58.75 59.3125 22722.9
5637 59.625 58.75 59.3125 22727.95
5637 59.625 58.6875 59.3125 22733.0
5637 59.625 58.6875 59.3125 22738.02
5637 59.5625 58.6875 59.25 22743.07
5637 59.5625 58.6875 59.25 22748.1
5637 59.5625 58.6875 59.25 22753.15
5637 59.5625 58.6875 59.25 22758.19
5637 59.5 58.6875 59.25 22763.21
5637 59.5 58.625 59.25 22768.27
5637 59.5 58.6875 59.25 22773.31
5637 59.5 58.625 59.25 22778.34
5637 59.5 58.625 59.25 22783.39
5637 59.5 58.625 59.1875 22788.44
5637 59.5 58.625 59.1875 22793.48
5637 59.5 58.625 59.1875 22798.51
5637 59.4375 58.625 59.1875 22803.55
5637 59.5 58.5625 59.1875 22808.6
5637 59.4375 58.5625 59.1875 22813.66
5637 59.4375 58.5625 59.1875 22818.7
5637 59.4375 58.5625 59.125 22823.76
5637 59.4375 58.5625 59.125 22828.82
5637 59.4375 58.5625 59.125 22833.88
5637 59.375 58.5625 59.125 22838.95
5637 59.375 58.5 59.125 22844.0
5637 59.375 58.5 59.0625 22849.04
5637 59.375 58.5 59.0625 22854.08
5637 59.375 58.5 59.0625 22859.11
5637 59.375 58.5 59.0625 22864.16
5637 59.375 58.5 59.0625 22869.18
5637 59.3125 58.4375 59.0625 22874.23
5637 59.3125 58.5 59.0 22879.28
5637 59.3125 58.4375 59.0 22884.3
5637 59.3125 58.4375 59.0 22889.35
5637 59.3125 58.4375 59.0 22894.4
5637 59.3125 58.4375 59.0 22899.44
5637 59.3125 58.4375 59.0 22904.49
5637 59.3125 58.4375 59.0 22909.51
5637 59.25 58.4375 59.0 22914.56
5637 59.25 58.4375 59.0 22919.6
5637 59.25 58.375 59.0 22924.65
5637 59.25 58.375 58.9375 22929.67
5637 59.25 58.375 58.9375 22934.72
5637 59.25 58.375 58.9375 22939.77
5637 59.25 58.375 58.9375 22944.81
5637 59.25 58.375 58.9375 22949.86
5637 59.1875 58.375 58.9375 22954.9
5637 59.1875 58.3125 58.875 22959.95
5637 59.1875 58.3125 58.875 22965.0
5637 59.1875 58.3125 58.9375 22970.05
5637 59.1875 58.3125 58.875 22975.22
5637 59.1875 58.3125 58.875 22980.29
5637 59.1875 58.3125 58.875 22985.35
5637 59.125 58.3125 58.875 22990.39
5637 59.125 58.3125 58.875 22995.43
5637 59.125 58.3125 58.875 23000.48
5637 59.125 58.3125 58.8125 23005.53
5637 59.125 58.25 58.8125 23010.56
5637 59.0625 58.25 58.8125 23015.6
5637 59.125 58.25 58.8125 23020.62
5637 59.0625 58.25 58.8125 23025.67
5637 59.0625 58.25 58.8125 23030.71
5637 59.0625 58.1875 58.8125 23035.74
5637 59.0625 58.1875 58.75 23040.78
5637 59.0625 58.1875 58.75 23045.82
5637 59.0625 58.1875 58.75 23050.86
5637 59.0625 58.1875 58.75 23055.9
5637 59.0 58.1875 58.75 23060.94
5637 59.0 58.1875 58.6875 23065.97
5637 59.0 58.1875 58.6875 23071.02
5637 59.0 58.1875 58.6875 23076.06
5637 59.0 58.125 58.6875 23081.08
5637 59.0 58.125 58.6875 23086.13
5637 59.0 58.125 58.6875 23091.17
5637 58.9375 58.125 58.6875 23096.28
5638 58.9375 58.125 58.6875 23101.28
5638 58.9375 58.125 58.625 23106.3
5638 58.9375 58.125 58.625 23111.32
5638 58.9375 58.125 58.625 23116.37
5638 58.9375 58.0625 58.625 23121.42
5638 58.9375 58.0625 58.625 23126.45
5638 58.875 58.0625 58.625 23131.49
5638 58.875 58.0625 58.625 23136.52
5638 58.875 58.0625 58.625 23141.56
5638 58.875 58.0625 58.5625 23146.6
5638 58.875 58.0 58.5625 23151.63
5638 58.875 58.0 58.5625 23156.68
5638 58.875 58.0 58.5625 23161.72
5638 58.875 58.0 58.5625 23166.77
5638 58.875 58.0 58.5625 23171.8
5638 58.8125 58.0 58.5625 23176.84
5638 58.8125 58.0 58.5625 23181.86
5638 58.8125 58.0 58.5 23186.91
5638 58.8125 57.9375 58.5 23191.95
5638 58.8125 58.0 58.5 23196.98
5638 58.8125 57.9375 58.5625 23202.03
5638 58.75 57.9375 58.5 23207.23
5638 58.75 57.9375 58.5 23212.23
5638 58.75 57.9375 58.5 23217.23
5638 58.75 57.9375 58.5 23222.23
5638 58.75 57.875 58.5 23227.25
5638 58.75 57.875 58.4375 23232.29
5638 58.75 57.875 58.4375 23237.34
5638 58.75 57.875 58.4375 23242.37
5638 58.6875 57.875 58.4375 23247.42
5638 58.6875 57.875 58.4375 23252.47
5638 58.6875 57.875 58.4375 23257.5
5638 58.6875 57.875 58.375 23262.55
5638 58.6875 57.8125 58.375 23267.58
5638 58.6875 57.8125 58.375 23272.7
5638 58.6875 57.8125 58.375 23277.76
5638 58.625 57.8125 58.375 23282.79
5638 58.625 57.8125 58.3125 23287.85
5638 58.625 57.8125 58.3125 23292.89
5638 58.625 57.8125 58.3125 23297.94
5638 58.625 57.8125 58.3125 23302.96
5638 58.625 57.75 58.3125 23308.01
5638 58.625 57.75 58.3125 23313.06
5638 58.625 57.75 58.3125 23318.09
5638 58.5625 57.75 58.3125 23323.12
5638 58.5625 57.75 58.25 23328.17
5638 58.5625 57.75 58.25 23333.22
5638 58.5625 57.6875 58.25 23338.26
5638 58.5625 57.6875 58.25 23343.3
5638 58.5625 57.75 58.25 23348.34
5638 58.5625 57.6875 58.25 23353.38
5638 58.5 57.6875 58.25 23358.43
5638 58.5 57.6875 58.1875 23363.6
5638 58.5 57.6875 58.1875 23368.65
5638 58.5 57.6875 58.1875 23373.7
5638 58.5 57.6875 58.1875 23378.76
5638 58.5 57.625 58.1875 23383.8
5638 58.4375 57.625 58.1875 23388.85
5638 58.5 57.625 58.1875 23393.88
5638 58.4375 57.625 58.1875 23398.93
5638 58.4375 57.625 58.1875 23403.98
5638 58.4375 57.625 58.125 23409.05
5638 58.4375 57.5625 58.1875 23414.24
5638 58.4375 57.625 58.125 23419.29
5638 58.375 57.625 58.125 23424.34
5638 58.4375 57.5625 58.125 23429.38
5638 58.375 57.5625 58.125 23434.43
5638 58.375 57.5625 58.125 23439.47
5638 58.375 57.5625 58.125 23444.5
5638 58.375 57.5625 58.125 23449.55
5638 58.375 57.5625 58.125 23454.59
5638 58.375 57.5625 58.0625 23459.64
5638 58.375 57.5 58.0625 23464.69
5638 58.3125 57.5 58.0625 23469.72
5638 58.3125 57.5 58.0625 23474.77
5638 58.3125 57.5 58.0625 23479.8
5638 58.3125 57.5 58.0625 23484.85
5638 58.3125 57.5 58.0625 23489.89
5638 58.3125 57.4375 58.0625 23494.93
5638 58.3125 57.4375 58.0 23499.96
5638 58.25 57.4375 58.0 23505.01
5638 58.25 57.4375 58.0 23510.03
5638 58.25 57.4375 58.0 23515.08
5638 58.25 57.4375 58.0 23520.12
5638 58.25 57.4375 57.9375 23525.15
5638 58.25 57.4375 57.9375 23530.2
5638 58.25 57.375 57.9375 23535.24
5638 58.1875 57.4375 57.9375 23540.28
5638 58.1875 57.375 57.9375 23545.33
5638 58.1875 57.375 57.9375 23550.36
5638 58.1875 57.375 57.9375 23555.4
5638 58.1875 57.375 57.875 23560.44
5638 58.1875 57.375 57.875 23565.49
5638 58.1875 57.375 57.875 23570.54
5638 58.1875 57.375 57.875 23575.59
5638 58.125 57.3125 57.875 23580.63
5638 58.125 57.3125 57.875 23585.68
5638 58.125 57.3125 57.875 23590.71
5638 58.125 57.3125 57.875 23595.76
5638 58.125 57.3125 57.875 23600.8
5638 58.125 57.3125 57.8125 23605.84
5638 58.0625 57.3125 57.8125 23610.87
5638 58.0625 57.3125 57.8125 23615.92
5638 58.0625 57.25 57.8125 23620.96
5638 58.0625 57.25 57.8125 23626.0
5638 58.0625 57.25 57.8125 23631.03
5638 58.0625 57.25 57.8125 23636.08
5638 58.0625 57.25 57.8125 23641.12
5638 58.0625 57.25 57.75 23646.17
5638 58.0625 57.25 57.75 23651.28
5638 58.0 57.25 57.75 23656.28
5638 58.0 57.1875 57.75 23661.3
5638 58.0 57.25 57.75 23666.34
5638 58.0 57.1875 57.75 23671.39
5638 58.0 57.1875 57.75 23676.41
5638 58.0 57.1875 57.75 23681.46
5638 58.0 57.1875 57.75 23686.5
5638 58.0 57.1875 57.75 23691.53
5638 57.9375 57.125 57.6875 23696.58
5638 57.9375 57.125 57.6875 23701.6
5638 57.9375 57.1875 57.6875 23706.66
5638 57.9375 57.125 57.6875 23711.8
5638 57.9375 57.125 57.6875 23716.85
5638 57.9375 57.125 57.6875 23721.88
5638 57.9375 57.125 57.6875 23726.93
5638 57.9375 57.125 57.6875 23731.97
5638 57.875 57.125 57.6875 23737.0
5638 57.875 57.0625 57.625 23742.23
5638 57.875 57.0625 57.5625 23747.23
5638 57.875 57.0625 57.625 23752.23
5638 57.875 57.0625 57.625 23757.23
5638 57.8125 57.0625 57.5625 23762.23
5638 57.875 57.0625 57.5625 23767.27
5638 57.8125 57.0625 57.5625 23772.32
5638 57.8125 57.0 57.5625 23777.36
5638 57.8125 57.0 57.5625 23782.39
5638 57.8125 57.0 57.5625 23787.44
5638 57.8125 57.0 57.5 23792.48
5638 57.75 57.0 57.5 23797.52
5638 57.8125 57.0 57.5 23802.55
5638 57.8125 57.0 57.5 23807.61
5638 57.75 57.0 57.5 23812.65
5638 57.75 57.0 57.5 23817.7
5638 57.75 57.0 57.5 23822.73
5638 57.75 56.9375 57.5 23827.78
5638 57.75 56.9375 57.4375 23832.82
5638 57.75 56.9375 57.4375 23837.87
5638 57.6875 56.9375 57.4375 23842.9
5638 57.6875 56.9375 57.4375 23847.94
5638 57.6875 56.9375 57.4375 23852.99
5638 57.6875 56.9375 57.4375 23858.03
5638 57.6875 56.875 57.4375 23863.06
5638 57.6875 56.875 57.4375 23868.11
5638 57.6875 56.875 57.4375 23873.13
5638 57.6875 56.875 57.4375 23878.18
5638 57.625 56.875 57.375 23883.23
5638 57.6875 56.875 57.375 23888.25
5638 57.625 56.8125 57.375 23893.3
5638 57.625 56.875 57.375 23898.34
5638 57.625 56.8125 57.375 23903.38
5638 57.625 56.8125 57.375 23908.41
5638 57.625 56.8125 57.375 23913.46
5638 57.625 56.8125 57.375 23918.5
5638 57.625 56.8125 57.3125 23923.54
5638 57.5625 56.8125 57.375 23928.57
5638 57.5625 56.8125 57.3125 23933.61
5638 57.5625 56.8125 57.3125 23938.64
5638 57.5625 56.75 57.3125 23943.69
5638 57.5625 56.75 57.3125 23948.74
5638 57.5625 56.75 57.3125 23953.78
5638 57.5 56.75 57.3125 23958.81
5638 57.5625 56.75 57.3125 23963.86
5638 57.5 56.75 57.3125 23968.9
5638 57.5 56.75 57.3125 23973.95
5638 57.5 56.6875 57.3125 23978.98
5638 57.5 56.6875 57.25 23984.03
5638 57.5 56.6875 57.25 23989.07
5638 57.5 56.6875 57.1875 23994.1
5638 57.4375 56.6875 57.1875 23999.15
5638 57.4375 56.6875 57.1875 24004.41
5638 57.5 56.6875 57.1875 24009.47
5638 57.4375 56.625 57.1875 24014.52
5638 57.4375 56.625 57.1875 24019.57
5638 57.4375 56.625 57.1875 24024.62
5638 57.4375 56.625 57.1875 24029.67
5638 57.4375 56.625 57.1875 24034.71
5638 57.375 56.625 57.125 24039.75
5638 57.375 56.625 57.125 24044.8
5638 57.375 56.625 57.125 24049.83
5638 57.375 56.625 57.125 24054.88
5638 57.375 56.625 57.125 24059.92
5638 57.375 56.5625 57.125 24064.96
5638 57.375 56.5625 57.125 24070.01
5638 57.375 56.5625 57.125 24075.06
5638 57.375 56.5625 57.125 24080.1
5638 57.375 56.5625 57.0625 24085.13
5638 57.3125 56.5625 57.0625 24090.17
5638 57.3125 56.5625 57.0625 24095.21
5638 57.3125 56.5 57.0625 24100.25
5638 57.3125 56.5 57.0625 24105.3
5638 57.3125 56.5 57.0625 24110.33
5638 57.3125 56.5 57.0625 24115.38
5638 57.25 56.5 57.0625 24120.42
5638 57.25 56.5 57.0 24125.47
5638 57.25 56.5 57.0 24130.49
5638 57.25 56.4375 57.0 24135.55
5638 57.25 56.5 57.0 24140.59
5638 57.25 56.4375 57.0 24145.63
5638 57.25 56.5 57.0 24150.67
5638 57.1875 56.4375 57.0 24155.72
5638 57.1875 56.4375 57.0 24160.78
5638 57.1875 56.4375 56.9375 24165.81
5638 57.1875 56.4375 57.0 24171.05
5638 57.1875 56.4375 56.9375 24176.11
5638 57.1875 56.4375 56.9375 24181.42
5638 57.1875 56.375 56.9375 24186.47
5638 57.1875 56.375 56.9375 24191.51
5638 57.125 56.375 56.9375 24196.63
5638 57.1875 56.375 56.9375 24201.67
5638 57.125 56.375 56.9375 24206.71
5638 57.125 56.375 56.875 24211.76
5638 57.125 56.375 56.9375 24216.8
5638 57.125 56.375 56.875 24221.83
5638 57.125 56.375 56.8125 24226.88
5638 57.125 56.375 56.875 24231.92
5638 57.125 56.3125 56.875 24236.96
5638 57.0625 56.3125 56.8125 24242.0
5638 57.0625 56.3125 56.8125 24247.23
5638 57.0625 56.3125 56.8125 24252.23
5638 57.0625 56.3125 56.8125 24257.23
5638 57.0625 56.3125 56.8125 24262.23
5638 57.0 56.25 56.8125 24267.39
5638 57.0 56.25 56.8125 24272.44
5638 57.0625 56.25 56.75 24277.48
5638 57.0 56.25 56.75 24282.52
5638 57.0 56.25 56.75 24287.56
5638 57.0 56.25 56.75 24292.58
5638 57.0 56.25 56.75 24297.63
5638 57.0 56.25 56.75 24302.68
5638 57.0 56.1875 56.75 24307.71
5638 57.0 56.1875 56.75 24312.76
5638 57.0 56.1875 56.75 24317.8
5638 56.9375 56.1875 56.75 24322.85
5638 56.9375 56.1875 56.6875 24327.89
5638 56.9375 56.1875 56.6875 24332.96
5638 56.9375 56.1875 56.6875 24338.0
5638 56.9375 56.1875 56.6875 24343.03
5638 56.875 56.1875 56.6875 24348.07
5638 56.9375 56.125 56.6875 24353.12
5638 56.9375 56.125 56.625 24358.16
5638 56.875 56.125 56.6875 24363.19
5638 56.875 56.125 56.6875 24368.24
5638 56.875 56.125 56.625 24373.3
5638 56.875 56.125 56.625 24378.35
5638 56.875 56.125 56.625 24383.37
5638 56.875 56.0625 56.625 24388.43
5638 56.8125 56.0625 56.625 24393.47
5638 56.875 56.0625 56.625 24398.51
5638 56.8125 56.0625 56.625 24403.55
5638 56.8125 56.0625 56.5625 24408.57
5638 56.8125 56.0625 56.5625 24413.61
5638 56.8125 56.0625 56.5625 24418.66
5638 56.8125 56.0625 56.5625 24423.71
5638 56.8125 56.0625 56.5625 24428.74
5638 56.8125 56.0625 56.5625 24433.8
5638 56.8125 56.0 56.5625 24438.83
5638 56.75 56.0 56.5625 24443.9
5638 56.75 56.0 56.5 24448.94
5638 56.75 56.0 56.5 24453.99
5638 56.75 56.0 56.5 24459.02
5638 56.75 56.0 56.5 24464.07
5638 56.75 56.0 56.5 24469.12
5638 56.75 55.9375 56.5 24474.17
5638 56.75 55.9375 56.4375 24479.2
5638 56.6875 55.9375 56.5 24484.25
5638 56.6875 55.9375 56.4375 24489.29
5638 56.6875 55.9375 56.4375 24494.33
5638 56.6875 55.9375 56.4375 24499.38
5638 56.6875 55.9375 56.4375 24504.41
5638 56.6875 55.9375 56.4375 24509.46
5638 56.625 55.9375 56.4375 24514.5
5638 56.625 55.9375 56.375 24519.54
5638 56.625 55.875 56.4375 24524.57
5638 56.625 55.875 56.4375 24529.61
5638 56.625 55.875 56.375 24534.66
5638 56.625 55.875 56.375 24539.7
5638 56.625 55.875 56.375 24544.74
5638 56.625 55.875 56.375 24549.77
5638 56.625 55.875 56.375 24554.82
5638 56.625 55.875 56.375 24559.86
5638 56.5625 55.8125 56.375 24564.9
5638 56.5625 55.8125 56.375 24569.93
5638 56.5625 55.8125 56.3125 24574.99
5638 56.5625 55.8125 56.3125 24580.04
5638 56.5625 55.8125 56.3125 24585.08
5638 56.5625 55.8125 56.3125 24590.14
5638 56.5625 55.8125 56.3125 24595.18
5638 56.5 55.8125 56.3125 24600.22
5638 56.5625 55.75 56.3125 24605.25
5639 56.5 55.75 56.3125 24610.31
5639 56.5 55.75 56.25 24615.36
5639 56.5 55.75 56.3125 24620.4
5639 56.5 55.75 56.25 24625.43
5639 56.5 55.75 56.25 24630.48
5639 56.4375 55.75 56.25 24635.53
5639 56.5 55.75 56.25 24640.57
5639 56.4375 55.75 56.25 24645.6
5639 56.4375 55.75 56.25 24650.64
5639 56.4375 55.6875 56.25 24655.68
5639 56.4375 55.6875 56.25 24660.73
5639 56.4375 55.6875 56.1875 24665.76
5639 56.4375 55.6875 56.1875 24670.81
5639 56.4375 55.6875 56.1875 24675.83
5639 56.375 55.6875 56.1875 24680.88
5639 56.375 55.6875 56.1875 24685.92
5639 56.375 55.6875 56.125 24690.95
5639 56.375 55.6875 56.125 24696.0
5639 56.375 55.625 56.125 24701.04
5639 56.375 55.625 56.125 24706.09
5639 56.375 55.625 56.125 24711.14
5639 56.375 55.625 56.125 24716.17
5639 56.375 55.5625 56.125 24721.28
5639 56.375 55.625 56.0625 24726.29
5639 56.3125 55.625 56.0625 24731.51
5639 56.375 55.5625 56.0625 24736.55
5639 56.3125 55.5625 56.0625 24741.58
5639 56.3125 55.5625 56.0625 24746.62
5639 56.3125 55.5625 56.0625 24751.67
5639 56.3125 55.5625 56.0625 24756.69
5639 56.3125 55.5625 56.0625 24761.74
5639 56.3125 55.5625 56.0 24766.77
5639 56.3125 55.5625 56.0625 24771.82
5639 56.25 55.5 56.0 24776.87
5639 56.25 55.5 56.0 24781.92
5639 56.25 55.5 56.0 24786.97
5639 56.25 55.5 56.0 24792.01
5639 56.25 55.5 56.0 24797.23
5639 56.1875 55.5 56.0 24802.23
5639 56.25 55.5 56.0 24807.23
5639 56.25 55.4375 56.0 24812.23
5639 56.1875 55.5 55.9375 24817.25
5639 56.1875 55.4375 55.9375 24822.3
5639 56.1875 55.4375 56.0 24827.34
5639 56.1875 55.4375 55.9375 24832.38
5639 56.1875 55.4375 55.9375 24837.42
5639 56.1875 55.4375 55.9375 24842.47
5639 56.125 55.4375 55.9375 24847.51
5639 56.1875 55.4375 55.9375 24852.56
5639 56.125 55.4375 55.9375 24857.59
5639 56.125 55.4375 55.9375 24862.64
5639 56.125 55.375 55.875 24867.68
5639 56.125 55.375 55.875 24872.73
5639 56.125 55.375 55.875 24877.76
5639 56.125 55.375 55.875 24882.81
5639 56.0625 55.375 55.875 24887.85
5639 56.0625 55.375 55.875 24892.9
5639 56.0625 55.375 55.875 24897.93
5639 56.0625 55.3125 55.875 24902.98
5639 56.0625 55.3125 55.875 24908.33
5639 56.0625 55.3125 55.8125 24913.38
