WI06 TVD02 TVD06 TVD03 PT1000_1 "Master clock"
1040 43.5 39.9375 73.4375 46.0625 2004.73
1043 43.5 40.0 73.5 46.1875 2009.8
1045 43.5625 40.0 73.4375 46.1875 2014.85
1048 43.625 40.125 73.625 46.375 2019.9
1051 43.6875 40.125 73.5625 46.25 2024.95
1053 43.6875 40.1875 73.6875 46.1875 2030.01
1056 43.75 40.25 74.1875 46.375 2035.05
1058 43.8125 40.25 74.0 46.3125 2040.11
1061 43.8125 40.3125 73.625 46.25 2045.14
1064 43.875 40.375 73.8125 46.3125 2050.18
1066 43.9375 40.4375 73.9375 46.625 2055.22
1069 44.0625 40.4375 74.125 46.75 2060.27
1071 44.125 40.5 73.9375 46.75 2065.31
1074 44.125 40.5 74.0 46.75 2070.37
1077 44.1875 40.5625 74.125 46.75 2075.4
1079 44.1875 40.625 74.125 46.75 2080.45
1082 44.25 40.6875 74.0625 46.875 2085.5
1084 44.3125 40.75 74.125 46.8125 2090.54
1087 44.3125 40.75 74.375 46.8125 2095.59
1089 44.375 40.8125 74.5625 46.8125 2100.69
1092 44.4375 40.875 74.625 46.9375 2105.69
1095 44.5 40.875 74.8125 46.9375 2110.72
1097 44.5 40.9375 74.875 47.0625 2115.91
1100 44.5625 41.0 74.6875 47.0 2120.95
1102 44.5625 41.0 74.8125 47.0 2126.0
1105 44.625 41.0625 75.0 47.125 2131.04
1108 44.6875 41.125 75.3125 47.1875 2136.09
1110 44.75 41.1875 75.6875 47.25 2141.12
1113 44.8125 41.1875 75.8125 47.375 2146.17
1115 44.8125 41.25 75.5 47.375 2151.21
1118 44.875 41.3125 75.4375 47.4375 2156.26
1121 44.9375 41.3125 75.3125 47.4375 2161.3
1123 44.9375 41.375 74.9375 47.375 2166.35
1126 45.0 41.4375 75.0 47.4375 2171.4
1131 45.125 41.5 75.3125 47.625 2176.64
1134 45.1875 41.5625 75.625 47.8125 2181.64
1136 45.25 41.625 75.5 47.9375 2186.64
1139 45.25 41.6875 75.25 48.0 2191.64
1141 45.3125 41.6875 75.0625 47.875 2196.64
1144 45.3125 41.75 74.8125 48.0 2201.66
1147 45.4375 41.8125 74.75 47.9375 2206.71
1149 45.4375 41.875 74.5 47.9375 2211.76
1152 45.5625 41.875 74.875 48.0625 2216.79
1154 45.625 41.9375 75.125 48.125 2221.83
1157 45.6875 42.0 75.625 48.375 2226.88
1160 45.8125 42.0625 75.75 48.6875 2231.92
1162 45.875 42.125 75.6875 48.5625 2236.97
1165 45.875 42.125 75.5625 48.4375 2242.02
1167 45.9375 42.1875 75.5 48.5625 2247.07
1170 45.9375 42.25 75.6875 48.4375 2252.12
1173 46.0 42.3125 75.875 48.5625 2257.15
1175 46.0625 42.3125 76.0 48.625 2262.2
1178 46.0625 42.375 76.0625 48.4375 2267.25
1180 46.125 42.4375 75.8125 48.4375 2272.3
1183 46.1875 42.5 76.125 48.5 2277.35
1186 46.1875 42.5 76.75 48.625 2282.39
1188 46.25 42.5625 77.0 48.875 2287.44
1191 46.3125 42.625 76.625 48.75 2292.49
1194 46.3125 42.6875 76.1875 48.625 2297.53
1196 46.3125 42.6875 76.4375 48.8125 2302.58
1199 46.4375 42.75 76.625 48.9375 2307.62
1201 46.4375 42.8125 76.875 48.9375 2312.67
1204 46.5 42.875 76.9375 49.125 2317.72
1206 46.625 42.9375 77.1875 49.125 2322.77
1209 46.625 42.9375 77.1875 49.0625 2327.8
1212 46.625 43.0 77.0625 49.0 2332.85
1214 46.625 43.0625 77.125 49.0 2337.89
1217 46.6875 43.0625 77.3125 48.9375 2342.94
1219 46.6875 43.125 77.4375 48.8125 2347.99
1222 46.6875 43.1875 77.3125 48.875 2353.04
1225 46.8125 43.25 77.375 48.9375 2358.08
1227 46.8125 43.25 77.75 49.1875 2363.13
1230 46.875 43.3125 77.8125 49.3125 2368.18
1232 46.875 43.375 77.875 49.375 2373.22
1235 46.9375 43.4375 77.9375 49.4375 2378.26
1238 47.0 43.4375 77.8125 49.375 2383.31
1240 47.0625 43.5 77.875 49.375 2388.36
1243 47.0625 43.5625 78.125 49.5625 2393.4
1245 47.1875 43.5625 78.3125 49.75 2398.45
1248 47.25 43.625 78.0625 49.75 2403.48
1251 47.3125 43.6875 78.125 49.75 2408.53
1253 47.375 43.75 78.1875 50.0625 2413.57
1256 47.4375 43.8125 78.5 50.1875 2418.62
1258 47.4375 43.8125 78.375 50.0625 2423.66
1261 47.5 43.875 78.0 50.0625 2428.71
1263 47.5 43.9375 78.0625 49.9375 2433.76
1266 47.625 43.9375 78.625 50.125 2438.79
1269 47.6875 44.0 79.0 50.375 2443.83
1271 47.75 44.0625 79.0625 50.4375 2448.99
1274 47.8125 44.0625 78.9375 50.625 2454.05
1276 47.875 44.125 78.6875 50.5625 2459.1
1279 47.9375 44.1875 78.5625 50.4375 2464.31
1282 47.9375 44.25 78.625 50.4375 2469.35
1284 48.0625 44.25 79.125 50.625 2474.39
1287 48.125 44.3125 79.3125 50.875 2479.44
1289 48.1875 44.375 79.5 51.0 2484.49
1292 48.1875 44.4375 79.375 51.0 2489.53
1295 48.25 44.4375 79.5625 51.0625 2494.58
1297 48.3125 44.5625 79.625 51.25 2499.62
1300 48.3125 44.5625 79.75 51.125 2504.67
1302 48.375 44.625 79.8125 51.0 2509.72
1305 48.4375 44.6875 79.8125 51.0 2514.77
1308 48.4375 44.6875 79.8125 50.9375 2519.81
1310 48.4375 44.75 79.625 50.875 2524.85
1313 48.5 44.8125 79.8125 51.0625 2529.9
1316 48.5625 44.875 80.1875 51.1875 2534.95
1318 48.6875 44.875 80.4375 51.25 2539.99
1321 48.6875 44.9375 80.6875 51.25 2545.04
1323 48.75 45.0 80.875 51.3125 2550.08
1326 48.8125 45.0625 80.875 51.4375 2555.13
1329 48.875 45.0625 81.0 51.375 2560.18
1331 48.875 45.125 80.6875 51.3125 2565.22
1334 48.875 45.1875 80.625 51.375 2570.27
1336 48.9375 45.25 80.625 51.4375 2575.32
1339 49.0 45.3125 80.75 51.5625 2580.35
1342 49.0625 45.3125 80.875 51.625 2585.4
1344 49.125 45.375 80.75 51.5625 2590.44
1347 49.125 45.375 80.625 51.625 2595.5
1350 49.1875 45.4375 80.75 51.6875 2600.56
1352 49.1875 45.5 80.9375 51.8125 2605.6
1355 49.1875 45.5625 81.125 51.6875 2610.69
1357 49.25 45.625 80.875 51.75 2615.73
1360 49.25 45.6875 80.9375 51.6875 2620.8
1363 49.3125 45.6875 80.9375 51.75 2625.84
1365 49.375 45.75 81.125 51.75 2630.89
1368 49.4375 45.8125 81.3125 51.9375 2635.94
1371 49.5 45.875 81.4375 51.875 2640.98
1373 49.5625 45.9375 81.5625 51.8125 2646.03
1376 49.5625 45.9375 81.5625 51.8125 2651.07
1378 49.5625 46.0 81.5625 52.0 2656.12
1381 49.5625 46.0 81.375 52.125 2661.16
1384 49.625 46.0625 81.3125 52.1875 2666.21
1386 49.6875 46.125 81.375 52.1875 2671.26
1389 49.75 46.1875 81.25 52.375 2676.31
1391 49.8125 46.1875 81.25 52.375 2681.35
1394 49.8125 46.25 81.25 52.3125 2686.39
1397 49.875 46.3125 81.375 52.25 2691.42
1402 49.9375 46.375 81.5 52.1875 2696.64
1404 50.0 46.4375 81.625 52.25 2701.64
1407 50.0625 46.5 81.625 52.375 2706.64
1410 50.0625 46.5625 81.75 52.4375 2711.64
1412 50.125 46.5625 81.875 52.4375 2716.65
1415 50.125 46.625 82.0 52.5625 2721.7
1418 50.1875 46.625 82.0625 52.5 2726.74
1420 50.1875 46.6875 81.875 52.625 2731.79
1423 50.25 46.6875 82.0625 52.5625 2737.02
1425 50.3125 46.75 82.1875 52.6875 2742.07
1428 50.3125 46.8125 82.3125 52.625 2747.13
1431 50.375 46.8125 82.3125 52.75 2752.17
1433 50.4375 46.875 82.375 52.875 2757.21
1436 50.5625 46.875 82.6875 53.0 2762.26
1438 50.625 47.0 82.625 53.0625 2767.3
1441 50.625 47.0 82.5625 53.0625 2772.35
1444 50.625 47.0625 82.5625 52.9375 2777.4
1446 50.6875 47.125 82.6875 53.0625 2782.44
1449 50.75 47.125 82.8125 53.0 2787.49
1452 50.75 47.1875 82.9375 53.0625 2792.54
1454 50.75 47.25 82.9375 53.25 2797.58
1457 50.8125 47.3125 83.1875 53.375 2802.62
