WI06 TVD02 TVD06 TVD03 PT1000_1 "Master clock"
2636 66.1875 64.125 81.4375 66.625 5769.0
2636 66.125 64.125 81.3125 66.625 5774.05
2636 66.125 64.0625 81.125 66.625 5779.11
2636 66.125 64.0625 80.9375 66.5625 5784.16
2636 66.0625 64.0 80.8125 66.5625 5789.22
2636 66.0625 64.0 80.625 66.5625 5794.28
2636 66.0625 64.0 80.5 66.5 5799.33
2636 66.0625 63.9375 80.375 66.4375 5804.38
2636 66.0 63.9375 80.3125 66.4375 5809.43
2636 65.9375 63.9375 80.1875 66.375 5814.46
2636 65.9375 63.9375 80.0 66.375 5819.5
2636 65.9375 63.875 79.9375 66.3125 5824.54
2636 65.9375 63.875 79.8125 66.25 5829.59
2636 65.875 63.875 79.625 66.1875 5834.64
2636 65.8125 63.8125 79.5 66.25 5839.68
2636 65.8125 63.75 79.375 66.1875 5844.73
2636 65.8125 63.8125 79.25 66.1875 5849.78
2636 65.8125 63.75 79.125 66.1875 5854.82
2636 65.75 63.75 79.0625 66.125 5859.86
2636 65.75 63.75 78.9375 66.125 5864.91
2636 65.75 63.6875 78.8125 66.0625 5869.96
2636 65.6875 63.6875 78.6875 66.0625 5875.01
2636 65.6875 63.6875 78.5625 66.0625 5880.06
2636 65.6875 63.625 78.5 66.0 5885.11
2636 65.6875 63.625 78.375 66.0 5890.16
2636 65.625 63.625 78.25 65.9375 5895.2
2636 65.625 63.5625 78.125 65.9375 5900.25
2636 65.5625 63.5625 78.0 65.875 5905.3
2636 65.5625 63.5 77.875 65.875 5910.34
2636 65.5625 63.5 77.8125 65.875 5915.39
2636 65.5 63.5 77.6875 65.875 5920.44
2636 65.5 63.4375 77.5625 65.8125 5925.49
2636 65.5 63.4375 77.4375 65.75 5930.53
2636 65.4375 63.4375 77.375 65.75 5935.58
2636 65.4375 63.375 77.3125 65.75 5940.69
2636 65.4375 63.375 77.1875 65.6875 5945.69
2636 65.375 63.375 77.1875 65.6875 5950.74
2636 65.375 63.3125 77.0625 65.6875 5955.8
2636 65.375 63.3125 77.0 65.6875 5960.84
2636 65.375 63.3125 76.875 65.625 5965.89
2636 65.3125 63.3125 76.75 65.5625 5970.94
2636 65.3125 63.25 76.6875 65.5 5975.98
2636 65.3125 63.25 76.5625 65.5 5981.02
2636 65.25 63.1875 76.5 65.5 5986.07
2636 65.25 63.1875 76.375 65.4375 5991.11
2636 65.25 63.1875 76.25 65.4375 5996.16
2636 65.25 63.1875 76.1875 65.4375 6001.21
2636 65.1875 63.125 76.1875 65.4375 6006.25
2636 65.1875 63.125 76.125 65.4375 6011.29
2636 65.125 63.125 76.0 65.375 6016.34
2636 65.125 63.0625 75.9375 65.375 6021.39
2636 65.125 63.0625 75.875 65.375 6026.44
2636 65.0625 63.0 75.6875 65.25 6031.64
2636 65.0625 63.0 75.625 65.25 6036.64
2636 65.0 63.0 75.5625 65.1875 6041.64
2636 65.0 62.9375 75.5 65.1875 6046.64
2636 65.0 62.9375 75.3125 65.125 6051.67
2636 64.9375 62.9375 75.25 65.125 6056.72
2636 64.9375 62.9375 75.1875 65.125 6061.76
2636 64.9375 62.875 75.125 65.0625 6066.8
2636 64.875 62.8125 75.0625 65.125 6071.85
2636 64.875 62.8125 75.0 65.0625 6076.9
2636 64.875 62.8125 74.9375 65.0625 6081.95
2636 64.875 62.8125 74.9375 65.0 6087.0
2636 64.8125 62.75 74.875 65.0 6092.05
2636 64.8125 62.6875 74.75 64.9375 6097.09
2636 64.8125 62.75 74.75 64.9375 6102.14
2636 64.75 62.75 74.6875 64.9375 6107.19
2636 64.75 62.6875 74.625 64.875 6112.24
2636 64.75 62.6875 74.625 64.9375 6117.28
2636 64.75 62.625 74.5625 64.9375 6122.33
2636 64.75 62.625 74.5 64.875 6127.37
2636 64.6875 62.625 74.4375 64.875 6132.42
2636 64.6875 62.5625 74.3125 64.8125 6137.47
2636 64.6875 62.5625 74.3125 64.8125 6142.51
2636 64.625 62.5625 74.25 64.75 6147.56
2636 64.625 62.5 74.1875 64.75 6152.6
2636 64.625 62.5 74.125 64.6875 6157.65
2636 64.5625 62.5 74.0625 64.6875 6162.71
2636 64.5625 62.5 73.9375 64.6875 6167.76
2636 64.5625 62.4375 73.8125 64.6875 6172.8
2636 64.5 62.4375 73.75 64.625 6177.85
2636 64.5 62.375 73.6875 64.625 6182.9
2636 64.5 62.375 73.625 64.625 6187.95
2636 64.5 62.375 73.5625 64.625 6193.0
2636 64.4375 62.375 73.5 64.5625 6198.06
2636 64.4375 62.3125 73.4375 64.5625 6203.1
2636 64.4375 62.3125 73.375 64.5625 6208.15
2636 64.375 62.3125 73.375 64.5625 6213.2
2636 64.375 62.25 73.25 64.4375 6218.25
2636 64.375 62.25 73.25 64.4375 6223.29
2636 64.375 62.25 73.125 64.4375 6228.32
2636 64.375 62.1875 73.125 64.4375 6233.36
2636 64.3125 62.1875 73.125 64.375 6238.41
2636 64.3125 62.1875 73.125 64.375 6243.45
2636 64.25 62.125 73.125 64.375 6248.5
2636 64.25 62.125 73.0625 64.3125 6253.56
2636 64.25 62.125 73.0625 64.375 6258.6
2636 64.25 62.125 73.0625 64.3125 6263.64
2636 64.25 62.0625 72.9375 64.3125 6268.69
2636 64.1875 62.0625 72.9375 64.3125 6273.74
2636 64.1875 62.0625 72.875 64.25 6278.79
2636 64.1875 62.0 72.8125 64.25 6283.84
2636 64.1875 62.0 72.75 64.25 6288.89
2636 64.125 61.9375 72.75 64.1875 6293.94
2636 64.125 61.9375 72.6875 64.1875 6298.98
2636 64.125 61.9375 72.6875 64.1875 6304.03
2636 64.125 61.9375 72.625 64.125 6309.08
2636 64.0625 61.875 72.5625 64.0625 6314.12
2636 64.0625 61.875 72.5625 64.0625 6319.18
2636 64.0625 61.875 72.5 64.0625 6324.22
2636 64.0 61.875 72.4375 64.0625 6329.28
2636 64.0 61.8125 72.375 64.0 6334.34
2636 64.0 61.8125 72.3125 64.0 6339.4
2636 64.0 61.8125 72.3125 64.0 6344.46
2636 63.9375 61.75 72.25 64.0 6349.53
2636 63.9375 61.75 72.1875 63.9375 6354.59
2636 63.9375 61.75 72.125 63.9375 6359.65
2636 63.9375 61.6875 72.125 63.9375 6364.71
2636 63.875 61.6875 72.0625 63.9375 6369.76
2636 63.875 61.6875 72.0 63.9375 6374.82
2636 63.875 61.6875 71.9375 63.875 6379.87
2636 63.875 61.625 71.875 63.875 6385.28
2636 63.8125 61.625 71.8125 63.875 6390.33
2636 63.8125 61.625 71.6875 63.8125 6395.38
2636 63.8125 61.5625 71.6875 63.8125 6400.43
2636 63.8125 61.5625 71.625 63.8125 6405.47
2636 63.75 61.5625 71.625 63.75 6410.52
2636 63.75 61.5 71.5625 63.8125 6415.57
2636 63.75 61.5 71.5 63.75 6420.61
2636 63.75 61.5 71.5625 63.75 6425.69
2636 63.6875 61.4375 71.5 63.6875 6430.71
2636 63.6875 61.4375 71.4375 63.6875 6435.76
2636 63.6875 61.4375 71.375 63.6875 6440.81
2636 63.625 61.375 71.3125 63.625 6445.85
2636 63.625 61.375 71.25 63.625 6450.89
2636 63.625 61.375 71.1875 63.625 6455.93
2636 63.625 61.375 71.125 63.5625 6460.98
2636 63.625 61.3125 71.0625 63.5625 6466.03
2636 63.5625 61.3125 71.0 63.5625 6471.08
2636 63.5625 61.3125 70.9375 63.5625 6476.12
2636 63.5625 61.25 70.9375 63.5625 6481.17
2636 63.5 61.25 70.8125 63.5 6486.22
2636 63.5 61.25 70.8125 63.5 6491.27
2636 63.5 61.25 70.75 63.5 6496.32
2636 63.4375 61.1875 70.6875 63.5 6501.36
2636 63.5 61.1875 70.625 63.4375 6506.41
2636 63.4375 61.125 70.5625 63.375 6511.64
2636 63.4375 61.125 70.5 63.375 6516.64
2636 63.375 61.125 70.5 63.375 6521.67
2636 63.375 61.125 70.4375 63.375 6526.78
2636 63.375 61.0625 70.4375 63.3125 6531.84
2636 63.375 61.0625 70.375 63.3125 6536.91
2636 63.375 61.0 70.25 63.3125 6541.97
2636 63.3125 61.0 70.25 63.25 6547.03
2636 63.3125 61.0 70.1875 63.25 6552.08
2636 63.3125 61.0 70.125 63.25 6557.14
2636 63.25 60.9375 70.0625 63.25 6562.2
2636 63.25 60.9375 70.0625 63.1875 6567.24
2636 63.25 60.9375 70.0625 63.1875 6572.28
2636 63.1875 60.9375 70.0 63.1875 6577.33
2636 63.25 60.875 69.9375 63.125 6582.38
2636 63.1875 60.875 69.875 63.125 6587.42
2636 63.1875 60.875 69.8125 63.125 6592.47
2636 63.1875 60.875 69.8125 63.125 6597.52
2636 63.1875 60.8125 69.75 63.125 6602.57
2636 63.125 60.8125 69.6875 63.0625 6607.61
2636 63.125 60.75 69.625 63.0625 6612.66
2636 63.125 60.75 69.5625 63.0 6617.71
2636 63.0625 60.75 69.5 63.0 6622.76
2636 63.0625 60.75 69.4375 63.0 6627.81
2636 63.0625 60.6875 69.375 63.0 6632.84
2636 63.0625 60.6875 69.3125 63.0 6637.88
2636 63.0625 60.6875 69.25 62.9375 6642.93
2636 63.0 60.6875 69.25 62.9375 6647.97
2636 63.0 60.6875 69.1875 62.9375 6653.02
2636 63.0 60.625 69.125 62.9375 6658.07
2636 63.0 60.625 69.0625 62.875 6663.11
2636 62.9375 60.5625 69.0625 62.875 6668.16
2636 62.9375 60.5625 68.9375 62.875 6673.2
2636 62.9375 60.5625 68.875 62.875 6678.25
2636 62.9375 60.5625 68.8125 62.875 6683.29
2636 62.9375 60.5 68.8125 62.8125 6688.34
2636 62.875 60.5 68.8125 62.8125 6693.39
2636 62.875 60.5 68.75 62.8125 6698.43
2636 62.875 60.5 68.625 62.8125 6703.47
2636 62.875 60.4375 68.5625 62.75 6708.51
2636 62.8125 60.4375 68.5 62.6875 6713.56
2636 62.8125 60.4375 68.5 62.6875 6718.61
2636 62.8125 60.4375 68.5 62.6875 6723.65
2636 62.8125 60.375 68.4375 62.6875 6728.69
2636 62.75 60.375 68.4375 62.625 6733.74
2636 62.75 60.375 68.375 62.625 6738.79
2636 62.75 60.375 68.375 62.625 6743.84
2636 62.75 60.3125 68.3125 62.625 6748.89
2636 62.6875 60.3125 68.25 62.625 6753.94
2636 62.6875 60.3125 68.25 62.5625 6758.99
2636 62.6875 60.3125 68.1875 62.5625 6764.04
2636 62.625 60.25 68.125 62.5625 6769.09
2636 62.6875 60.25 68.125 62.5625 6774.13
2636 62.625 60.25 68.0625 62.5 6779.18
2636 62.625 60.1875 68.0 62.5 6784.22
2636 62.625 60.1875 67.9375 62.5 6789.27
2636 62.5625 60.1875 67.9375 62.5 6794.32
2636 62.5625 60.1875 67.875 62.5 6799.36
2636 62.5625 60.125 67.8125 62.4375 6804.41
2636 62.5625 60.125 67.6875 62.4375 6809.46
2636 62.5625 60.125 67.6875 62.4375 6814.5
2636 62.5 60.125 67.625 62.4375 6819.82
2636 62.5 60.0625 67.625 62.4375 6824.88
2636 62.5 60.0625 67.5625 62.375 6829.94
2636 62.4375 60.0625 67.5 62.3125 6835.08
2636 62.4375 60.0625 67.4375 62.3125 6840.13
2636 62.4375 60.0 67.375 62.3125 6845.19
2636 62.4375 60.0 67.375 62.3125 6850.23
2636 62.4375 60.0 67.3125 62.3125 6855.29
2636 62.4375 59.9375 67.25 62.25 6860.34
2636 62.375 59.9375 67.1875 62.25 6865.4
2636 62.375 59.9375 67.1875 62.25 6870.45
2636 62.375 59.9375 67.125 62.25 6875.5
2636 62.375 59.9375 67.125 62.25 6880.54
2636 62.375 59.875 67.0625 62.1875 6885.59
2636 62.3125 59.875 67.0625 62.1875 6890.69
2636 62.3125 59.875 67.0 62.1875 6895.69
2636 62.3125 59.875 66.9375 62.1875 6900.73
2636 62.3125 59.8125 66.875 62.125 6905.78
2636 62.25 59.8125 66.8125 62.125 6910.82
2636 62.25 59.8125 66.8125 62.125 6915.87
2636 62.25 59.75 66.8125 62.125 6920.91
2636 62.25 59.75 66.75 62.125 6925.96
2636 62.25 59.75 66.75 62.125 6931.0
2636 62.1875 59.75 66.6875 62.0625 6936.05
2636 62.1875 59.75 66.625 62.0625 6941.11
2636 62.1875 59.6875 66.625 62.0625 6946.14
2636 62.1875 59.6875 66.5625 62.0625 6951.19
2636 62.1875 59.6875 66.5 62.0625 6956.24
2636 62.125 59.625 66.5 61.9375 6961.28
2636 62.125 59.625 66.4375 62.0 6966.32
2636 62.125 59.625 66.4375 61.9375 6971.37
2636 62.125 59.625 66.375 61.9375 6976.41
2636 62.0625 59.625 66.3125 61.9375 6981.64
2636 62.0625 59.5625 66.3125 61.9375 6986.64
2636 62.0625 59.5625 66.25 61.875 6991.64
2636 62.0 59.5625 66.25 61.875 6996.64
2636 62.0 59.5625 66.1875 61.875 7001.65
2636 62.0 59.5 66.1875 61.875 7006.68
2636 62.0 59.5 66.1875 61.8125 7011.74
2636 62.0 59.5 66.0625 61.8125 7016.8
2636 61.9375 59.5 66.0 61.8125 7021.85
2636 61.9375 59.4375 66.0 61.75 7026.91
2636 61.9375 59.4375 66.0 61.75 7031.96
2636 61.9375 59.375 65.9375 61.75 7037.02
2636 61.9375 59.375 65.9375 61.75 7042.06
2636 61.875 59.375 65.875 61.6875 7047.11
2636 61.875 59.375 65.8125 61.6875 7052.16
2636 61.875 59.375 65.8125 61.6875 7057.21
2636 61.875 59.375 65.8125 61.6875 7062.25
2636 61.875 59.3125 65.75 61.6875 7067.3
2636 61.8125 59.375 65.75 61.6875 7072.35
2636 61.8125 59.3125 65.75 61.6875 7077.4
2636 61.8125 59.3125 65.6875 61.625 7082.45
2636 61.8125 59.25 65.6875 61.625 7087.48
2636 61.75 59.25 65.625 61.5625 7092.53
2636 61.75 59.25 65.5625 61.5625 7097.58
2636 61.75 59.1875 65.5 61.5625 7102.63
2636 61.75 59.1875 65.5 61.5 7107.68
2636 61.75 59.1875 65.4375 61.5 7112.72
2636 61.6875 59.1875 65.4375 61.5 7117.77
2636 61.6875 59.1875 65.375 61.5 7122.82
2636 61.6875 59.1875 65.3125 61.5 7127.87
2636 61.6875 59.125 65.3125 61.5 7132.91
2636 61.625 59.125 65.25 61.5 7137.96
2636 61.6875 59.125 65.1875 61.5 7143.01
2636 61.625 59.125 65.1875 61.4375 7148.05
2636 61.625 59.0625 65.1875 61.4375 7153.11
2636 61.625 59.0625 65.125 61.4375 7158.17
2636 61.625 59.0625 65.0625 61.4375 7163.24
2636 61.5625 59.0625 65.0 61.375 7168.29
2636 61.5625 59.0 65.0 61.375 7173.33
2636 61.5625 59.0 65.0 61.375 7178.38
2636 61.5625 59.0 64.9375 61.375 7183.43
2636 61.5 59.0 64.9375 61.375 7188.47
2636 61.5 58.9375 64.875 61.3125 7193.52
2636 61.5 58.9375 64.875 61.3125 7198.56
2636 61.5 58.9375 64.8125 61.3125 7203.61
2636 61.5 58.9375 64.75 61.3125 7208.65
2636 61.4375 58.875 64.6875 61.25 7213.7
2636 61.4375 58.9375 64.6875 61.25 7218.92
2636 61.4375 58.875 64.625 61.25 7223.98
2636 61.4375 58.875 64.625 61.1875 7229.04
2636 61.375 58.875 64.5625 61.1875 7234.09
2636 61.375 58.875 64.5 61.1875 7239.14
2636 61.375 58.8125 64.5 61.1875 7244.19
2636 61.375 58.8125 64.5 61.1875 7249.25
2636 61.375 58.8125 64.4375 61.125 7254.3
2636 61.375 58.75 64.4375 61.125 7259.35
2636 61.3125 58.75 64.4375 61.125 7264.4
2636 61.3125 58.75 64.375 61.125 7269.45
2636 61.3125 58.75 64.375 61.125 7274.5
2636 61.3125 58.75 64.3125 61.0625 7279.54
2636 61.25 58.6875 64.3125 61.0625 7284.59
2636 61.3125 58.6875 64.25 61.0625 7289.64
2636 61.25 58.6875 64.1875 61.0625 7294.69
2636 61.25 58.6875 64.125 61.0625 7299.73
2636 61.25 58.625 64.125 61.0625 7304.79
2636 61.1875 58.625 64.125 61.0625 7309.82
2636 61.1875 58.625 64.0625 61.0 7314.87
2636 61.1875 58.625 64.0625 61.0 7319.91
2636 61.1875 58.5625 64.0 61.0 7324.96
2636 61.1875 58.5625 63.9375 61.0 7330.04
2636 61.125 58.5625 63.9375 60.9375 7335.09
2636 61.125 58.5625 63.875 60.9375 7340.14
2636 61.125 58.5625 63.875 60.9375 7345.19
2636 61.125 58.5625 63.875 60.875 7350.23
2636 61.125 58.5 63.8125 60.875 7355.28
2636 61.0625 58.5 63.75 60.875 7360.31
2636 61.0625 58.5 63.75 60.875 7365.36
2636 61.0625 58.4375 63.75 60.875 7370.42
2636 61.0625 58.4375 63.625 60.875 7375.46
2636 61.0625 58.4375 63.625 60.8125 7380.51
2636 61.0 58.4375 63.5625 60.8125 7385.55
2636 61.0 58.4375 63.5625 60.8125 7390.6
2636 61.0 58.4375 63.5625 60.8125 7395.69
2636 61.0 58.375 63.5625 60.8125 7400.7
2636 61.0 58.375 63.5 60.75 7405.74
2636 60.9375 58.375 63.4375 60.8125 7410.79
2636 60.9375 58.375 63.4375 60.8125 7415.84
2636 60.9375 58.3125 63.375 60.75 7420.88
2636 60.9375 58.3125 63.375 60.75 7425.93
2636 60.875 58.3125 63.375 60.75 7430.98
2636 60.875 58.3125 63.3125 60.6875 7436.02
2636 60.875 58.25 63.3125 60.6875 7441.07
2636 60.875 58.3125 63.25 60.6875 7446.12
2636 60.875 58.25 63.1875 60.6875 7451.16
2636 60.875 58.25 63.1875 60.6875 7456.2
2636 60.8125 58.25 63.125 60.625 7461.25
2636 60.8125 58.25 63.0625 60.625 7466.3
2636 60.8125 58.1875 63.0625 60.625 7471.36
2636 60.8125 58.1875 63.0 60.625 7476.4
2636 60.8125 58.1875 62.9375 60.5625 7481.64
2636 60.8125 58.1875 62.875 60.5 7486.64
2636 60.75 58.125 62.875 60.5 7491.64
2636 60.75 58.125 62.8125 60.5 7496.64
2636 60.75 58.125 62.8125 60.5 7501.64
2636 60.75 58.125 62.8125 60.5 7506.69
2636 60.6875 58.125 62.75 60.5 7511.73
2636 60.6875 58.0625 62.75 60.4375 7516.78
2636 60.6875 58.0625 62.6875 60.4375 7521.83
2636 60.6875 58.0625 62.6875 60.4375 7526.87
2636 60.625 58.0 62.625 60.375 7531.92
2636 60.625 58.0 62.625 60.375 7536.96
2636 60.625 58.0 62.625 60.375 7542.01
2636 60.625 58.0 62.5625 60.375 7547.06
2636 60.625 58.0 62.5625 60.375 7552.11
2636 60.5625 58.0 62.5 60.375 7557.15
2636 60.5625 57.9375 62.5 60.375 7562.21
2636 60.5625 57.9375 62.4375 60.3125 7567.26
2636 60.5625 57.9375 62.4375 60.3125 7572.31
2636 60.5 57.9375 62.375 60.3125 7577.34
2636 60.5 57.875 62.375 60.3125 7582.39
2636 60.5 57.9375 62.3125 60.3125 7587.44
2636 60.5 57.875 62.25 60.25 7592.48
2636 60.5 57.875 62.25 60.25 7597.54
2636 60.4375 57.875 62.1875 60.25 7602.58
2636 60.4375 57.875 62.1875 60.1875 7607.62
2636 60.4375 57.8125 62.125 60.1875 7612.67
2636 60.4375 57.8125 62.0625 60.1875 7617.72
2636 60.4375 57.8125 62.0625 60.1875 7622.77
2636 60.375 57.8125 62.0 60.125 7627.82
2636 60.375 57.8125 62.0 60.125 7632.87
2636 60.375 57.75 61.9375 60.1875 7637.91
2636 60.375 57.75 61.9375 60.125 7642.96
2636 60.375 57.75 61.875 60.125 7648.01
2636 60.3125 57.75 61.875 60.125 7653.06
2636 60.375 57.6875 61.875 60.125 7658.1
2636 60.3125 57.6875 61.8125 60.0625 7663.15
2636 60.3125 57.6875 61.8125 60.0625 7668.2
2636 60.3125 57.6875 61.75 60.0625 7673.25
2636 60.25 57.6875 61.6875 60.0625 7678.29
2636 60.25 57.625 61.6875 60.0 7683.34
2636 60.25 57.625 61.625 60.0 7688.39
2636 60.25 57.625 61.625 60.0 7693.44
2636 60.25 57.625 61.625 60.0 7698.48
2636 60.1875 57.5625 61.5625 60.0 7703.53
2636 60.1875 57.5625 61.5 59.9375 7708.58
2636 60.1875 57.5625 61.5 59.9375 7713.63
2636 60.1875 57.5625 61.5 59.9375 7718.69
2636 60.1875 57.5625 61.5 59.9375 7723.74
2636 60.1875 57.5625 61.4375 59.9375 7728.88
2636 60.125 57.5 61.4375 59.875 7733.93
2636 60.125 57.5 61.375 59.875 7738.98
2636 60.125 57.5 61.3125 59.875 7744.02
2636 60.125 57.5 61.3125 59.875 7749.07
2636 60.0625 57.5 61.3125 59.875 7754.12
2636 60.0625 57.4375 61.25 59.875 7759.17
2636 60.0625 57.4375 61.25 59.875 7764.22
2636 60.0625 57.4375 61.25 59.8125 7769.26
2636 60.0625 57.4375 61.1875 59.75 7774.31
2636 60.0625 57.375 61.1875 59.75 7779.36
2636 60.0 57.375 61.125 59.75 7784.4
2636 60.0 57.375 61.125 59.75 7789.45
2636 60.0 57.375 61.125 59.75 7794.5
2636 59.9375 57.375 61.0625 59.6875 7799.54
2636 59.9375 57.375 61.0625 59.6875 7804.59
2636 59.9375 57.3125 61.0 59.6875 7809.63
2636 59.9375 57.3125 61.0 59.6875 7814.68
2636 59.9375 57.3125 60.9375 59.6875 7819.73
2636 59.9375 57.3125 60.875 59.6875 7824.77
2636 59.875 57.3125 60.875 59.625 7829.82
2636 59.875 57.25 60.8125 59.625 7834.87
2636 59.875 57.25 60.8125 59.625 7839.91
2636 59.875 57.25 60.8125 59.625 7844.94
2636 59.8125 57.25 60.75 59.625 7849.98
2636 59.8125 57.1875 60.75 59.625 7855.03
2636 59.8125 57.1875 60.6875 59.5625 7860.07
2636 59.8125 57.1875 60.6875 59.5625 7865.12
2636 59.8125 57.1875 60.625 59.5625 7870.17
2636 59.8125 57.1875 60.625 59.5 7875.21
2636 59.8125 57.125 60.625 59.5 7880.26
2636 59.75 57.125 60.5625 59.5 7885.3
2636 59.75 57.125 60.5625 59.5 7890.36
2636 59.75 57.125 60.5625 59.5 7895.4
2636 59.75 57.125 60.5 59.5 7900.45
2636 59.6875 57.0625 60.5 59.5 7905.52
2636 59.6875 57.0625 60.4375 59.5 7910.58
2636 59.6875 57.0625 60.4375 59.5 7915.69
2636 59.6875 57.0625 60.375 59.4375 7920.7
2636 59.6875 57.0625 60.375 59.4375 7925.76
2636 59.625 57.0625 60.3125 59.375 7930.81
2636 59.625 57.0 60.3125 59.375 7935.87
2636 59.625 57.0 60.3125 59.375 7940.92
2636 59.625 57.0 60.25 59.375 7945.96
2636 59.5625 57.0 60.25 59.3125 7951.0
2636 59.625 57.0 60.1875 59.3125 7956.04
2636 59.5625 57.0 60.1875 59.3125 7961.07
2636 59.5625 56.9375 60.125 59.3125 7966.12
2636 59.5625 56.9375 60.125 59.3125 7971.17
2636 59.5625 56.9375 60.0625 59.3125 7976.2
2636 59.5625 56.9375 60.0625 59.25 7981.25
2636 59.5 56.9375 60.0625 59.25 7986.29
2636 59.5 56.875 60.0 59.25 7991.34
2636 59.5 56.875 60.0 59.25 7996.38
2636 59.5 56.875 60.0 59.25 8001.43
2636 59.4375 56.8125 59.9375 59.1875 8006.64
2636 59.4375 56.8125 59.9375 59.1875 8011.64
2636 59.4375 56.8125 59.875 59.1875 8016.64
2636 59.4375 56.8125 59.875 59.1875 8021.64
2636 59.4375 56.8125 59.8125 59.1875 8026.65
2636 59.4375 56.8125 59.8125 59.1875 8031.7
2636 59.375 56.8125 59.8125 59.125 8036.75
2636 59.375 56.75 59.75 59.125 8041.8
2636 59.375 56.75 59.75 59.125 8046.84
2636 59.375 56.75 59.75 59.0625 8051.89
2636 59.3125 56.75 59.6875 59.0625 8056.94
2636 59.3125 56.75 59.6875 59.0625 8061.99
2636 59.3125 56.6875 59.625 59.0625 8067.03
2636 59.3125 56.6875 59.625 59.0625 8072.07
2636 59.3125 56.6875 59.625 59.0 8077.12
2636 59.3125 56.6875 59.5625 59.0 8082.17
2636 59.25 56.625 59.5625 59.0 8087.24
2636 59.25 56.625 59.5625 59.0 8092.3
2636 59.25 56.625 59.5 59.0 8097.35
2636 59.25 56.625 59.5 58.9375 8102.41
2636 59.1875 56.625 59.5 58.9375 8107.46
2636 59.1875 56.5625 59.4375 58.9375 8112.51
2636 59.1875 56.5625 59.4375 58.9375 8117.56
2636 59.1875 56.5625 59.4375 58.9375 8122.61
2636 59.1875 56.5625 59.375 58.9375 8127.66
2636 59.1875 56.5625 59.375 58.9375 8132.7
2636 59.125 56.5 59.375 58.875 8137.75
2636 59.125 56.5 59.3125 58.875 8142.8
2636 59.125 56.5 59.3125 58.875 8147.84
2636 59.125 56.5 59.3125 58.875 8152.88
2636 59.125 56.5 59.25 58.875 8157.93
2636 59.125 56.5 59.25 58.875 8162.98
2636 59.0625 56.4375 59.25 58.8125 8168.02
2636 59.0625 56.4375 59.1875 58.8125 8173.08
2636 59.0625 56.4375 59.1875 58.8125 8178.11
2636 59.0625 56.4375 59.125 58.8125 8183.15
2636 59.0 56.4375 59.1875 58.8125 8188.21
2636 59.0 56.375 59.125 58.75 8193.26
2636 59.0 56.4375 59.0625 58.75 8198.31
2636 59.0 56.375 59.0625 58.75 8203.36
2636 59.0 56.375 59.0 58.6875 8208.43
2636 58.9375 56.375 59.0625 58.6875 8213.49
2636 58.9375 56.375 59.0 58.6875 8218.65
2636 58.9375 56.375 59.0 58.6875 8223.7
2636 58.9375 56.3125 59.0 58.6875 8228.76
2636 58.9375 56.3125 58.9375 58.625 8233.81
2636 58.9375 56.3125 58.9375 58.625 8238.86
2636 58.875 56.3125 58.9375 58.625 8243.9
2636 58.875 56.3125 58.9375 58.625 8248.95
2636 58.875 56.25 58.9375 58.625 8254.0
2636 58.875 56.25 58.875 58.625 8259.05
2636 58.875 56.25 58.875 58.625 8264.1
2636 58.8125 56.25 58.8125 58.5625 8269.13
2636 58.8125 56.25 58.8125 58.5625 8274.17
2636 58.8125 56.25 58.8125 58.5625 8279.21
2636 58.8125 56.1875 58.75 58.5625 8284.26
2636 58.8125 56.1875 58.75 58.5625 8289.31
2636 58.8125 56.1875 58.75 58.5 8294.36
2636 58.75 56.1875 58.6875 58.5 8299.4
2636 58.75 56.1875 58.6875 58.5 8304.44
2636 58.75 56.125 58.6875 58.5 8309.49
2636 58.75 56.125 58.6875 58.5 8314.54
2636 58.75 56.125 58.625 58.5 8319.58
2636 58.6875 56.125 58.625 58.4375 8324.63
2636 58.6875 56.125 58.625 58.4375 8329.68
2636 58.6875 56.0625 58.5625 58.4375 8334.73
2636 58.6875 56.0625 58.5625 58.4375 8339.84
2636 58.6875 56.0625 58.5625 58.4375 8344.89
2636 58.6875 56.0625 58.5 58.375 8349.93
2636 58.6875 56.0625 58.5 58.375 8354.98
2636 58.625 56.0 58.5 58.375 8360.03
2636 58.625 56.0625 58.4375 58.3125 8365.07
2636 58.625 56.0 58.4375 58.3125 8370.11
2636 58.5625 56.0 58.375 58.3125 8375.16
2636 58.625 56.0 58.375 58.3125 8380.22
2636 58.625 56.0 58.375 58.3125 8385.25
2636 58.5625 55.9375 58.3125 58.3125 8390.3
2636 58.5625 55.9375 58.3125 58.25 8395.35
2636 58.5625 55.9375 58.3125 58.25 8400.4
2636 58.5 55.9375 58.25 58.25 8405.45
2636 58.5 55.9375 58.25 58.25 8410.52
2636 58.5 55.9375 58.25 58.25 8415.57
2636 58.5 55.875 58.1875 58.25 8420.69
2636 58.5 55.875 58.1875 58.1875 8425.69
2636 58.5 55.875 58.1875 58.1875 8430.75
2636 58.4375 55.875 58.125 58.1875 8435.81
2636 58.4375 55.875 58.125 58.1875 8440.87
2636 58.4375 55.875 58.125 58.1875 8445.92
2636 58.4375 55.8125 58.0625 58.125 8450.97
2636 58.4375 55.8125 58.0625 58.1875 8456.02
2636 58.375 55.8125 58.0625 58.125 8461.06
2636 58.375 55.8125 58.0625 58.125 8466.11
2636 58.375 55.8125 58.0 58.125 8471.16
2636 58.375 55.75 58.0 58.0625 8476.2
