WI06 WI05 TVD02 TVD01 TVD05 TVD12 TVD06 TVD07 TVD04 TVD03 PT1000 TVK01 TVK02 TVK03 TVK04 "Master clock"
394 214 23.3375 23.9375 24.25 27.5 26.15 26.875 22.5 32.3125 174.0 26.5 119.5 26.5 183.25 2092.23
395 215 23.3375 23.9375 24.25 27.5 26.15 26.875 22.5 32.375 174.0625 27.0 119.25 26.0 183.25 2097.23
396 215 23.4 23.9375 24.3125 27.5 26.15 26.875 22.5 32.375 174.0625 27.0 119.0 26.75 182.75 2102.23
397 216 23.4 23.9375 24.3125 27.5 26.15 26.875 22.5 32.4375 174.125 26.5 119.25 26.5 183.25 2107.23
398 216 23.4 24.0 24.3125 27.5 26.15 26.875 22.5 32.4375 174.125 26.5 119.25 27.0 183.25 2112.24
399 217 23.4 24.0 24.3125 27.5625 26.2125 26.9375 22.5 32.4375 174.1875 26.75 119.25 26.0 182.75 2117.24
400 217 23.4 24.0 24.3125 27.5 26.2125 26.9375 22.5 32.4375 174.25 26.25 119.25 27.0 183.0 2122.24
401 218 23.4 24.0 24.3125 27.5 26.2125 26.9375 22.5 32.5 174.25 27.0 119.25 26.75 182.75 2127.24
402 218 23.4625 24.0 24.3125 27.5625 26.2125 26.9375 22.5 32.5 174.3125 26.5 119.5 26.75 183.25 2132.25
402 219 23.4 24.0 24.3125 27.5625 26.2125 26.9375 22.5 32.5 174.3125 27.0 119.5 26.25 183.5 2137.25
403 219 23.4625 24.0 24.3125 27.5625 26.2125 27.0 22.5625 32.5 174.4375 26.75 119.25 26.5 183.25 2142.25
404 220 23.4625 24.0 24.3125 27.5625 26.275 27.0 22.5625 32.5625 174.4375 26.75 119.0 26.5 183.0 2147.26
405 220 23.4625 24.0 24.375 27.5625 26.275 27.0 22.5625 32.5625 174.5 27.0 119.5 26.75 183.5 2152.26
406 221 23.4625 24.0 24.375 27.625 26.275 27.0625 22.5625 32.5625 174.5 26.0 119.5 26.75 183.5 2157.26
407 221 23.4625 24.0625 24.375 27.625 26.275 27.0 22.5625 32.625 174.5625 26.25 119.25 27.0 183.25 2162.27
408 222 23.4625 24.0625 24.375 27.625 26.3375 27.0625 22.5625 32.625 174.5625 26.75 119.5 26.75 183.75 2167.27
409 222 23.4625 24.0625 24.375 27.625 26.3375 27.0625 22.5625 32.625 174.6875 26.75 119.75 26.75 184.0 2172.27
410 223 23.4625 24.0625 24.375 27.625 26.3375 27.0625 22.5625 32.6875 174.6875 27.0 120.0 27.0 183.75 2177.28
411 223 23.525 24.0625 24.375 27.625 26.3375 27.0625 22.5625 32.6875 174.75 26.5 120.25 26.5 183.5 2182.28
412 224 23.4625 24.0625 24.375 27.625 26.3375 27.0625 22.5625 32.6875 174.8125 26.75 120.25 26.5 183.25 2187.28
412 224 23.525 24.0625 24.4375 27.625 26.4 27.125 22.5625 32.6875 174.875 27.0 120.0 26.75 183.5 2192.28
413 225 23.525 24.125 24.4375 27.6875 26.4 27.125 22.5625 32.6875 174.875 26.25 120.5 26.5 183.5 2197.29
414 225 23.525 24.125 24.4375 27.6875 26.4 27.125 22.5625 32.75 174.9375 26.5 120.0 26.25 183.75 2202.29
415 226 23.525 24.125 24.4375 27.6875 26.4 27.125 22.5625 32.75 175.0 26.75 120.25 26.75 184.25 2207.29
416 226 23.525 24.125 24.4375 27.6875 26.4 27.125 22.5625 32.75 175.0 27.0 120.0 26.5 184.0 2212.3
417 227 23.525 24.125 24.4375 27.6875 26.4 27.1875 22.5625 32.8125 175.0625 26.75 120.5 26.5 183.5 2217.3
418 227 23.525 24.125 24.4375 27.75 26.4625 27.1875 22.5625 32.8125 175.0625 26.75 120.25 26.25 184.25 2222.3
419 228 23.525 24.125 24.4375 27.6875 26.4625 27.1875 22.625 32.875 175.125 27.0 120.25 26.75 184.25 2227.31
420 228 23.5875 24.125 24.4375 27.75 26.4625 27.1875 22.625 32.875 175.1875 27.25 120.0 26.25 183.75 2232.31
421 229 23.5875 24.1875 24.4375 27.75 26.4625 27.1875 22.625 32.875 175.25 27.0 120.0 26.25 184.0 2237.31
422 229 23.5875 24.125 24.5 27.75 26.4625 27.25 22.5625 32.875 175.25 27.25 120.0 26.75 184.25 2242.32
422 230 23.5875 24.1875 24.5 27.75 26.4625 27.25 22.625 32.875 175.3125 27.0 119.75 26.75 184.25 2247.32
423 230 23.5875 24.1875 24.5 27.8125 26.525 27.25 22.5625 32.9375 175.3125 26.5 120.5 26.75 184.5 2252.32
424 231 23.5875 24.1875 24.5 27.8125 26.525 27.25 22.625 32.9375 175.375 27.0 120.0 26.5 184.0 2257.33
425 231 23.5875 24.1875 24.5 27.8125 26.525 27.25 22.625 32.9375 175.375 27.0 121.0 27.0 184.5 2262.33
426 232 23.5875 24.1875 24.5 27.8125 26.5875 27.25 22.625 33.0 175.375 27.0 120.75 27.0 184.5 2267.33
427 232 23.5875 24.1875 24.5 27.8125 26.525 27.3125 22.625 33.0 175.5 27.25 120.5 26.5 184.25 2272.33
428 233 23.65 24.1875 24.5 27.8125 26.5875 27.3125 22.625 33.0 175.5 26.75 120.75 26.5 184.25 2277.34
429 233 23.65 24.1875 24.5625 27.875 26.5875 27.3125 22.6875 33.0 175.5 27.0 120.75 26.5 184.5 2282.34
430 234 23.65 24.25 24.5 27.875 26.5875 27.3125 22.625 33.0625 175.5625 27.0 120.5 26.25 184.5 2287.34
431 234 23.65 24.1875 24.5625 27.875 26.65 27.3125 22.6875 33.0625 175.5625 27.0 120.75 26.0 184.25 2292.35
431 235 23.65 24.25 24.5 27.875 26.65 27.375 22.625 33.0625 175.5625 27.0 120.75 27.0 184.5 2297.35
432 235 23.65 24.25 24.5625 27.875 26.65 27.375 22.6875 33.125 175.5625 27.25 121.0 26.25 184.5 2302.35
433 236 23.65 24.25 24.5625 27.875 26.65 27.375 22.6875 33.0625 175.625 27.25 120.5 26.0 184.75 2307.35
434 236 23.65 24.25 24.5625 27.875 26.65 27.375 22.6875 33.125 175.625 27.0 121.5 26.5 184.5 2312.36
435 237 23.65 24.25 24.5625 27.9375 26.65 27.375 22.6875 33.125 175.625 27.25 121.25 26.5 184.75 2317.36
436 237 23.7125 24.25 24.5625 27.9375 26.7125 27.375 22.6875 33.125 175.6875 27.0 121.25 26.75 184.75 2322.36
437 238 23.65 24.25 24.5625 27.9375 26.7125 27.375 22.6875 33.1875 175.75 26.75 121.25 26.5 184.75 2327.37
438 238 23.7125 24.25 24.5625 27.9375 26.7125 27.4375 22.6875 33.1875 175.75 27.5 121.25 26.5 184.75 2332.37
439 239 23.7125 24.3125 24.625 27.9375 26.7125 27.4375 22.6875 33.1875 175.75 27.25 121.25 26.5 184.5 2337.37
439 239 23.7125 24.25 24.625 27.9375 26.7125 27.4375 22.6875 33.25 175.8125 27.25 121.25 26.75 184.75 2342.38
440 240 23.7125 24.3125 24.625 28.0 26.775 27.4375 22.6875 33.25 175.8125 27.25 121.5 27.0 184.75 2347.38
441 240 23.7125 24.3125 24.625 28.0 26.775 27.4375 22.6875 33.25 175.875 27.0 121.25 26.5 184.75 2352.38
442 241 23.7125 24.3125 24.625 28.0 26.775 27.5 22.6875 33.25 175.875 27.25 121.25 26.75 184.25 2357.38
443 241 23.7125 24.3125 24.625 27.9375 26.775 27.5 22.75 33.3125 175.9375 26.75 121.75 26.5 185.0 2362.38
444 241 23.775 24.3125 24.625 28.0 26.775 27.5 22.6875 33.3125 176.0 27.0 121.25 26.25 184.5 2367.39
445 242 23.775 24.3125 24.625 28.0 26.8375 27.5 22.75 33.3125 176.0 27.25 122.0 25.75 185.0 2372.39
446 242 23.775 24.375 24.625 28.0625 26.8375 27.5 22.75 33.3125 176.0 27.25 121.75 26.5 184.5 2377.39
447 243 23.775 24.3125 24.625 28.0625 26.8375 27.5625 22.75 33.375 176.0625 27.25 121.5 26.5 185.0 2382.4
448 243 23.775 24.375 24.625 28.0625 26.8375 27.5625 22.75 33.375 176.0625 27.0 121.75 26.75 185.25 2387.4
448 244 23.775 24.375 24.6875 28.0625 26.8375 27.5625 22.75 33.375 176.0625 27.25 121.75 26.75 184.75 2392.4
449 244 23.775 24.375 24.6875 28.0625 26.8375 27.5625 22.75 33.375 176.125 27.25 121.5 26.5 185.0 2397.41
450 245 23.8375 24.375 24.6875 28.0625 26.8375 27.5625 22.75 33.375 176.125 27.25 122.0 26.75 185.25 2402.41
451 245 23.775 24.375 24.6875 28.0625 26.9 27.5625 22.75 33.4375 176.125 27.25 121.75 26.5 185.0 2407.41
452 246 23.775 24.375 24.6875 28.0625 26.9 27.625 22.75 33.4375 176.1875 26.75 121.5 27.0 184.75 2412.42
453 246 23.8375 24.375 24.6875 28.125 26.9 27.625 22.75 33.4375 176.1875 27.5 121.75 27.0 185.25 2417.42
454 247 23.8375 24.375 24.6875 28.125 26.9 27.625 22.75 33.4375 176.1875 27.25 121.75 26.75 184.5 2422.42
455 247 23.8375 24.375 24.6875 28.125 26.9625 27.625 22.75 33.5 176.25 27.25 121.5 26.75 185.25 2427.43
456 248 23.8375 24.4375 24.6875 28.125 26.9625 27.625 22.75 33.5 176.25 26.75 121.75 27.0 185.0 2432.43
456 248 23.8375 24.4375 24.6875 28.125 26.9625 27.625 22.75 33.5 176.3125 27.25 121.5 26.25 184.75 2437.43
457 249 23.8375 24.4375 24.75 28.125 26.9625 27.625 22.75 33.5625 176.3125 27.0 122.0 27.0 185.25 2442.44
458 249 23.8375 24.4375 24.75 28.1875 27.025 27.6875 22.8125 33.5625 176.3125 27.0 121.5 27.0 185.25 2447.44
459 250 23.8375 24.4375 24.75 28.1875 27.025 27.6875 22.8125 33.5625 176.3125 27.5 121.5 26.75 185.25 2452.44
460 250 23.9 24.4375 24.75 28.1875 27.025 27.6875 22.8125 33.625 176.375 27.25 121.5 26.75 185.25 2457.44
461 251 23.9 24.4375 24.75 28.1875 27.025 27.6875 22.75 33.625 176.375 27.0 122.0 27.0 185.0 2462.45
462 251 23.8375 24.4375 24.75 28.1875 27.025 27.6875 22.8125 33.625 176.375 27.25 122.0 26.25 185.25 2467.45
463 252 23.9 24.5 24.75 28.1875 27.0875 27.6875 22.8125 33.625 176.375 27.25 122.0 26.25 185.5 2472.45
464 252 23.9 24.5 24.75 28.1875 27.0875 27.75 22.8125 33.625 176.4375 26.75 122.0 26.5 185.25 2477.46
465 253 23.9 24.5 24.75 28.25 27.0875 27.75 22.8125 33.625 176.4375 27.5 122.25 27.0 185.25 2482.46
465 253 23.9 24.5 24.8125 28.25 27.0875 27.75 22.8125 33.6875 176.4375 27.25 121.75 26.25 184.5 2487.46
466 254 23.9 24.5 24.8125 28.25 27.0875 27.75 22.8125 33.6875 176.5625 27.5 122.5 27.0 185.5 2492.46
467 254 23.9 24.5 24.8125 28.25 27.15 27.75 22.8125 33.6875 176.5625 27.25 122.75 27.0 185.5 2497.47
468 255 23.9625 24.5 24.8125 28.25 27.15 27.8125 22.8125 33.75 176.5625 27.25 122.25 26.75 185.0 2502.47
469 255 23.9625 24.5 24.8125 28.25 27.15 27.8125 22.8125 33.75 176.5625 26.75 122.5 26.75 185.0 2507.47
470 256 23.9625 24.5 24.8125 28.25 27.15 27.8125 22.8125 33.75 176.625 27.25 122.25 26.75 185.5 2512.48
471 256 23.9625 24.5625 24.8125 28.25 27.15 27.8125 22.8125 33.75 176.625 27.5 122.5 26.5 185.5 2517.48
472 257 23.9625 24.5625 24.8125 28.3125 27.15 27.8125 22.875 33.75 176.6875 27.25 122.75 26.5 185.5 2522.48
473 257 23.9625 24.5625 24.8125 28.3125 27.2125 27.8125 22.875 33.8125 176.6875 26.75 122.5 26.75 185.25 2527.48
474 258 23.9625 24.5625 24.8125 28.3125 27.2125 27.875 22.8125 33.8125 176.6875 27.5 122.5 26.5 185.5 2532.49
474 258 23.9625 24.5625 24.875 28.3125 27.2125 27.875 22.875 33.8125 176.75 27.0 122.25 27.0 185.5 2537.49
475 259 23.9625 24.5625 24.8125 28.3125 27.2125 27.875 22.875 33.8125 176.8125 27.0 122.75 26.5 185.5 2542.49
476 259 23.9625 24.5625 24.875 28.3125 27.2125 27.875 22.875 33.875 176.8125 27.5 122.0 26.75 185.75 2547.5
477 260 24.025 24.5625 24.875 28.375 27.2125 27.875 22.875 33.875 176.8125 27.5 122.25 26.75 185.75 2552.5
478 260 23.9625 24.5625 24.875 28.375 27.275 27.875 22.875 33.875 176.8125 27.0 122.5 27.0 185.75 2557.5
479 261 24.025 24.5625 24.875 28.3125 27.275 27.9375 22.875 33.875 176.875 27.5 122.25 26.5 185.5 2562.51
480 261 24.025 24.5625 24.875 28.375 27.275 27.9375 22.875 33.9375 176.875 27.5 122.5 27.0 185.0 2567.51
481 262 24.025 24.5625 24.875 28.375 27.275 27.9375 22.875 33.9375 176.875 26.5 122.25 26.75 185.25 2572.51
482 262 24.0875 24.625 24.875 28.375 27.275 27.9375 22.875 33.9375 176.9375 27.25 122.5 27.0 185.5 2577.51
483 263 24.025 24.625 24.875 28.375 27.3375 27.9375 22.9375 33.9375 176.9375 27.5 122.5 27.25 185.75 2582.52
483 263 24.025 24.625 24.875 28.375 27.3375 27.9375 22.875 34.0 176.9375 27.0 123.0 26.5 185.75 2587.52
484 263 24.025 24.625 24.9375 28.4375 27.3375 27.9375 22.875 34.0 176.9375 27.75 122.5 26.75 185.75 2592.52
485 264 24.0875 24.625 24.9375 28.4375 27.3375 27.9375 22.875 34.0 177.0625 27.5 122.75 27.0 185.75 2597.53
486 264 24.0875 24.625 24.9375 28.4375 27.3375 28.0 22.875 34.0 177.0625 27.75 122.5 26.75 185.75 2602.53
487 265 24.0875 24.625 24.9375 28.4375 27.3375 28.0 22.875 34.0 177.0625 27.0 122.25 27.0 186.0 2607.53
488 265 24.0875 24.6875 24.9375 28.4375 27.4 28.0 22.875 34.0625 177.125 27.5 123.25 26.75 185.5 2612.54
489 266 24.0875 24.6875 24.9375 28.4375 27.4 28.0 22.9375 34.0625 177.1875 27.5 122.5 27.0 186.25 2617.54
490 266 24.0875 24.6875 24.9375 28.4375 27.4 28.0625 22.9375 34.0625 177.1875 27.25 123.0 26.75 186.25 2622.54
491 267 24.0875 24.625 24.9375 28.4375 27.4 28.0 22.9375 34.0625 177.1875 26.75 123.0 27.5 185.5 2627.54
492 267 24.0875 24.6875 24.9375 28.5 27.4625 28.0625 22.9375 34.0625 177.1875 27.75 123.0 27.25 186.0 2632.55
492 268 24.15 24.6875 24.9375 28.5 27.4625 28.0625 22.875 34.125 177.25 27.5 122.5 27.75 185.75 2637.55
493 268 24.15 24.6875 24.9375 28.5 27.4625 28.0625 22.9375 34.125 177.25 27.25 123.0 27.25 186.0 2642.55
494 269 24.15 24.6875 25.0 28.5 27.4625 28.0625 22.9375 34.125 177.25 27.5 123.0 27.25 186.0 2647.56
495 269 24.15 24.6875 25.0 28.5 27.525 28.0625 22.9375 34.125 177.25 27.5 122.75 27.0 186.0 2652.56
496 270 24.15 24.6875 25.0 28.5 27.4625 28.0625 22.9375 34.1875 177.3125 27.5 123.25 27.5 186.0 2657.56
497 270 24.15 24.75 25.0 28.5625 27.525 28.125 22.9375 34.1875 177.375 27.75 123.0 27.25 185.75 2662.56
498 271 24.15 24.6875 25.0 28.5625 27.525 28.125 22.9375 34.1875 177.375 27.25 123.0 27.5 186.25 2667.57
499 271 24.15 24.75 25.0 28.5625 27.525 28.125 22.9375 34.1875 177.375 27.25 122.75 27.25 186.25 2672.57
500 272 24.15 24.75 25.0 28.5625 27.525 28.125 22.9375 34.25 177.4375 27.5 123.25 27.25 185.75 2677.57
501 272 24.15 24.75 25.0 28.5625 27.525 28.125 23.0 34.25 177.4375 27.5 123.0 27.5 186.25 2682.58
501 273 24.2125 24.75 25.0 28.5625 27.525 28.125 23.0 34.25 177.4375 27.25 122.75 27.5 186.5 2687.58
502 273 24.2125 24.75 25.0625 28.625 27.5875 28.1875 23.0 34.25 177.5 27.25 122.75 27.0 186.0 2692.58
503 274 24.2125 24.75 25.0 28.625 27.5875 28.1875 22.9375 34.25 177.5 27.5 123.0 27.25 186.25 2697.59
504 274 24.2125 24.75 25.0625 28.625 27.5875 28.1875 22.9375 34.3125 177.5625 27.25 123.0 26.75 186.5 2702.59
505 275 24.2125 24.75 25.0625 28.5625 27.5875 28.1875 23.0 34.3125 177.5625 27.5 123.0 27.25 186.0 2707.59
506 275 24.2125 24.75 25.0625 28.625 27.5875 28.1875 23.0 34.3125 177.625 27.5 123.0 27.25 186.5 2712.6
507 276 24.2125 24.75 25.0625 28.5625 27.5875 28.1875 23.0 34.3125 177.625 27.5 123.5 27.25 186.25 2717.6
508 276 24.2125 24.8125 25.0625 28.625 27.65 28.1875 23.0 34.375 177.6875 27.5 123.5 27.5 186.5 2722.6
509 277 24.2125 24.8125 25.0625 28.625 27.65 28.25 23.0 34.3125 177.6875 27.75 123.75 27.25 186.25 2727.61
510 277 24.2125 24.8125 25.0625 28.625 27.65 28.25 23.0 34.375 177.6875 27.25 123.0 27.5 186.5 2732.61
511 278 24.2125 24.8125 25.0625 28.625 27.65 28.25 23.0 34.375 177.75 27.5 123.25 27.0 186.5 2737.62
511 278 24.275 24.8125 25.0625 28.6875 27.7125 28.25 23.0625 34.375 177.75 27.75 123.5 26.75 186.5 2742.62
512 279 24.275 24.8125 25.125 28.6875 27.7125 28.25 23.0 34.4375 177.75 27.75 122.75 27.25 186.5 2747.62
513 279 24.275 24.8125 25.125 28.6875 27.7125 28.25 23.0 34.4375 177.75 27.5 123.5 27.5 186.75 2752.62
514 280 24.275 24.8125 25.125 28.6875 27.7125 28.3125 23.0 34.4375 177.75 26.75 123.75 27.5 186.5 2757.62
515 280 24.275 24.8125 25.125 28.6875 27.7125 28.3125 23.0 34.4375 177.75 27.75 123.5 27.25 186.25 2762.63
516 281 24.275 24.875 25.125 28.6875 27.775 28.3125 23.0 34.4375 177.75 27.5 123.25 27.5 186.5 2767.63
517 281 24.275 24.875 25.125 28.6875 27.775 28.3125 23.0 34.5 177.75 27.75 123.5 27.5 186.0 2772.63
518 282 24.275 24.875 25.125 28.75 27.775 28.3125 23.0 34.5 177.8125 27.25 123.0 27.5 186.5 2777.63
518 282 24.275 24.875 25.125 28.75 27.775 28.3125 23.0625 34.5 177.8125 27.75 123.5 27.25 186.75 2782.63
519 283 24.275 24.875 25.125 28.75 27.775 28.3125 23.0625 34.5 177.8125 27.75 123.25 27.5 186.75 2787.64
520 283 24.3375 24.875 25.1875 28.75 27.775 28.3125 23.0625 34.5625 177.8125 27.75 123.75 27.25 186.5 2792.64
521 284 24.275 24.875 25.1875 28.75 27.8375 28.375 23.0625 34.5625 177.875 27.75 124.0 27.25 186.5 2797.65
522 284 24.3375 24.9375 25.1875 28.75 27.775 28.375 23.0625 34.5625 177.875 27.25 123.25 27.25 186.75 2802.65
523 285 24.3375 24.9375 25.1875 28.75 27.8375 28.375 23.0625 34.5625 177.875 27.75 123.5 27.25 186.5 2807.65
524 285 24.3375 24.875 25.1875 28.75 27.8375 28.375 23.0625 34.5625 177.875 27.75 123.5 27.5 186.75 2812.65
525 286 24.3375 24.9375 25.1875 28.8125 27.8375 28.375 23.0625 34.625 177.9375 27.75 123.25 27.5 186.25 2817.66
526 286 24.3375 24.875 25.1875 28.8125 27.8375 28.375 23.0625 34.625 177.9375 27.75 123.75 27.5 186.25 2822.66
527 287 24.4 24.9375 25.1875 28.8125 27.8375 28.4375 23.0625 34.625 177.9375 27.75 123.5 27.5 186.5 2827.66
527 287 24.3375 24.9375 25.1875 28.8125 27.9 28.4375 23.0625 34.625 177.9375 27.0 123.75 27.5 186.75 2832.66
528 288 24.4 24.9375 25.1875 28.8125 27.9 28.4375 23.125 34.625 178.0 27.75 123.5 27.0 186.25 2837.67
529 288 24.4 24.9375 25.1875 28.8125 27.9 28.4375 23.125 34.6875 178.0 27.75 123.75 27.25 186.5 2842.67
530 289 24.4 24.9375 25.1875 28.8125 27.9 28.4375 23.0625 34.6875 178.0 27.75 123.75 27.25 186.5 2847.67
531 289 24.4 24.9375 25.25 28.8125 27.9 28.4375 23.0625 34.6875 178.0625 27.75 123.5 27.0 186.75 2852.68
532 290 24.4 25.0 25.25 28.8125 27.9 28.4375 23.125 34.75 178.0 28.0 123.5 27.25 186.5 2857.68
533 290 24.4 24.9375 25.25 28.8125 27.9625 28.4375 23.125 34.75 178.0625 27.5 123.75 26.75 187.0 2862.68
534 291 24.4 24.9375 25.25 28.875 27.9625 28.5 23.125 34.75 178.125 27.5 124.0 27.0 186.5 2867.69
535 291 24.4625 24.9375 25.25 28.875 27.9625 28.4375 23.125 34.75 178.125 27.75 123.75 27.25 186.75 2872.69
536 292 24.4 25.0 25.25 28.875 27.9625 28.5 23.125 34.75 178.125 27.75 124.0 27.5 186.75 2877.69
536 292 24.4 25.0 25.25 28.875 28.025 28.5 23.125 34.75 178.1875 27.75 123.0 27.25 186.75 2882.69
537 293 24.4 25.0 25.3125 28.875 28.025 28.5 23.125 34.75 178.1875 27.75 124.0 27.5 186.75 2887.7
538 293 24.4625 25.0 25.25 28.9375 28.025 28.5 23.125 34.8125 178.1875 27.25 123.75 27.5 186.75 2892.7
539 294 24.4625 25.0 25.25 28.875 28.025 28.5 23.125 34.8125 178.1875 27.75 124.0 27.25 186.75 2897.7
540 294 24.4625 25.0 25.3125 28.9375 28.025 28.5625 23.125 34.8125 178.1875 27.75 124.25 27.0 186.75 2902.7
541 295 24.4625 25.0 25.3125 28.9375 28.025 28.5625 23.125 34.8125 178.25 27.5 124.25 26.75 187.0 2907.71
542 295 24.4625 25.0 25.3125 28.9375 28.025 28.5625 23.125 34.8125 178.1875 27.75 124.0 27.0 186.75 2912.71
543 295 24.4625 25.0625 25.3125 28.9375 28.0875 28.5625 23.125 34.875 178.1875 27.25 124.75 27.0 186.75 2917.71
544 296 24.4625 25.0625 25.3125 28.9375 28.0875 28.5625 23.125 34.875 178.1875 27.75 124.75 27.25 186.75 2922.71
544 296 24.4625 25.0625 25.3125 28.9375 28.0875 28.5625 23.125 34.875 178.25 28.0 124.5 27.5 187.0 2927.72
545 297 24.4625 25.0625 25.3125 28.9375 28.0875 28.625 23.125 34.875 178.25 28.0 124.5 27.25 187.0 2932.72
546 297 24.4625 25.0625 25.3125 28.9375 28.0875 28.625 23.1875 34.875 178.25 28.0 124.25 27.0 186.75 2937.72
547 298 24.525 25.0625 25.3125 28.9375 28.15 28.5625 23.1875 34.9375 178.1875 27.5 124.25 27.0 186.5 2942.73
548 298 24.525 25.0625 25.3125 29.0 28.15 28.625 23.1875 34.9375 178.25 27.5 124.5 27.25 186.75 2947.73
549 299 24.525 25.0625 25.375 29.0 28.15 28.625 23.1875 34.9375 178.25 27.75 124.25 27.25 187.0 2952.73
550 299 24.525 25.0625 25.375 29.0 28.15 28.625 23.1875 34.9375 178.25 28.0 124.0 27.5 186.75 2957.74
551 300 24.525 25.0625 25.3125 29.0 28.15 28.625 23.1875 34.9375 178.25 28.0 124.75 27.0 186.75 2962.74
552 300 24.525 25.125 25.375 29.0 28.15 28.625 23.1875 35.0 178.25 28.0 124.25 27.25 186.5 2967.74
552 301 24.5875 25.125 25.375 29.0625 28.2125 28.6875 23.1875 35.0 178.3125 28.0 124.75 27.0 186.75 2972.75
553 301 24.525 25.125 25.375 29.0625 28.2125 28.625 23.1875 35.0 178.375 28.0 124.5 27.5 187.0 2977.75
554 302 24.5875 25.125 25.375 29.0 28.2125 28.6875 23.1875 35.0 178.3125 27.75 124.25 27.25 187.0 2982.75
555 302 24.5875 25.125 25.375 29.0625 28.2125 28.6875 23.1875 35.0 178.375 27.5 124.5 27.25 187.0 2987.76
556 303 24.5875 25.125 25.375 29.0625 28.2125 28.6875 23.1875 35.0625 178.375 27.75 125.0 27.25 187.0 2992.76
557 303 24.5875 25.125 25.375 29.0625 28.2125 28.6875 23.1875 35.0625 178.375 28.0 124.75 27.5 186.75 2997.76
558 304 24.5875 25.125 25.375 29.0625 28.275 28.6875 23.1875 35.0625 178.375 27.75 125.0 27.5 187.0 3002.77
559 304 24.5875 25.1875 25.4375 29.0625 28.275 28.75 23.1875 35.0625 178.4375 28.0 124.5 27.0 187.0 3007.77
560 305 24.5875 25.1875 25.4375 29.125 28.275 28.75 23.1875 35.0625 178.4375 27.75 124.5 27.25 187.0 3012.77
561 305 24.65 25.1875 25.375 29.0625 28.275 28.75 23.25 35.0625 178.4375 28.0 124.75 27.5 187.0 3017.77
561 306 24.5875 25.1875 25.4375 29.125 28.275 28.75 23.25 35.125 178.4375 27.75 124.75 27.25 187.0 3022.78
562 306 24.5875 25.1875 25.4375 29.125 28.275 28.75 23.25 35.125 178.4375 28.0 124.75 27.5 187.0 3027.78
563 307 24.65 25.1875 25.4375 29.125 28.275 28.75 23.25 35.125 178.4375 28.25 124.75 27.25 187.0 3032.78
564 307 24.65 25.1875 25.4375 29.125 28.3375 28.75 23.25 35.125 178.5 28.0 125.0 27.5 187.25 3037.79
565 308 24.65 25.1875 25.4375 29.125 28.3375 28.75 23.25 35.125 178.5625 28.0 124.75 27.25 186.75 3042.79
566 308 24.65 25.1875 25.4375 29.125 28.3375 28.8125 23.25 35.125 178.5625 28.25 125.0 27.0 187.25 3047.79
567 309 24.65 25.1875 25.4375 29.1875 28.3375 28.8125 23.25 35.1875 178.5625 27.5 125.0 27.0 187.0 3052.79
568 309 24.65 25.1875 25.4375 29.1875 28.3375 28.8125 23.25 35.1875 178.5625 28.0 124.75 27.0 187.25 3057.8
569 310 24.65 25.1875 25.4375 29.1875 28.4 28.8125 23.25 35.1875 178.6875 28.0 125.0 27.0 187.25 3062.8
570 310 24.65 25.25 25.4375 29.1875 28.4 28.8125 23.25 35.1875 178.625 28.25 125.25 27.0 187.0 3067.8
570 311 24.65 25.1875 25.5 29.25 28.4 28.8125 23.25 35.1875 178.6875 28.0 124.75 27.5 187.25 3072.81
571 311 24.7125 25.25 25.5 29.1875 28.4 28.8125 23.25 35.25 178.6875 28.0 125.25 27.25 187.0 3077.81
572 312 24.65 25.25 25.5 29.1875 28.4 28.8125 23.25 35.25 178.75 28.0 125.25 27.5 187.0 3082.81
573 312 24.7125 25.25 25.5 29.1875 28.4625 28.875 23.25 35.25 178.75 28.0 124.25 27.75 187.25 3087.82
574 313 24.7125 25.25 25.5 29.1875 28.4625 28.875 23.3125 35.25 178.75 28.0 125.0 27.5 187.0 3092.82
575 313 24.7125 25.25 25.5 29.25 28.4625 28.875 23.25 35.25 178.8125 28.0 125.0 27.5 187.25 3097.82
576 314 24.7125 25.25 25.5 29.25 28.4625 28.875 23.3125 35.3125 178.8125 28.0 125.0 27.75 187.25 3102.83
577 314 24.7125 25.3125 25.5 29.25 28.4625 28.875 23.3125 35.3125 178.8125 28.25 125.5 27.5 187.25 3107.83
578 315 24.7125 25.25 25.5 29.25 28.4625 28.875 23.3125 35.3125 178.8125 27.5 125.75 27.5 187.5 3112.83
579 315 24.7125 25.3125 25.5 29.25 28.525 28.9375 23.3125 35.3125 178.875 28.25 125.0 27.5 187.25 3117.83
580 316 24.7125 25.3125 25.5 29.25 28.4625 28.9375 23.3125 35.3125 178.9375 27.75 124.75 27.5 187.25 3122.83
580 316 24.7125 25.3125 25.5625 29.3125 28.525 28.9375 23.3125 35.3125 178.9375 28.25 125.0 27.5 187.5 3127.84
581 317 24.775 25.3125 25.5625 29.3125 28.525 28.9375 23.3125 35.375 178.9375 28.0 124.5 27.5 187.5 3132.84
582 317 24.775 25.3125 25.5625 29.3125 28.525 28.9375 23.3125 35.375 179.0 27.75 125.0 27.5 187.75 3137.84
583 318 24.775 25.3125 25.5625 29.3125 28.5875 28.9375 23.3125 35.375 179.0 28.0 125.0 27.25 187.5 3142.85
584 318 24.775 25.3125 25.5625 29.3125 28.5875 28.9375 23.3125 35.375 179.0 28.25 125.25 27.75 187.5 3147.85
